game_id,date,park,inning,half,outs,target_base,runner_id,runner_bats,pitcher_id,catcher_id,batter_id,count,score_bat,score_def,score_diff,on_1b,on_2b,on_3b,success
BOS202207260,2022/07/26,BOS07,8,0,1,2,kwans001,L,houct001,plawk001,rosaa003,00,7,2,5,kwans001,,,1
BOS202207270,2022/07/27,BOS07,2,1,2,2,bradj001,L,quanc001,hedga001,sancc001,00,2,3,-1,bradj001,,,0
BOS202207280,2022/07/28,BOS07,4,0,2,2,gimea001,L,crawk001,vazqc001,reyef001,21,1,0,1,gimea001,,,1
BOS202207280,2022/07/28,BOS07,8,1,2,2,bogax001,R,karij001,maill001,martj006,11,4,2,2,bogax001,,,1
BOS202207280,2022/07/28,BOS07,8,1,2,3,bogax001,R,karij001,maill001,vazqc001,20,4,2,2,martj006,bogax001,,1
BOS202207300,2022/07/30,BOS07,1,0,2,2,wongk001,L,piven001,plawk001,renfh001,20,1,0,1,wongk001,,mccua001,1
BOS202207300,2022/07/30,BOS07,4,0,2,2,yelic001,L,piven001,plawk001,adamw002,02,2,1,1,yelic001,,narvo001,1
BOS202207300,2022/07/30,BOS07,5,0,1,2,mccua001,R,piven001,plawk001,wongk001,00,2,1,1,mccua001,,,1
BOS202207310,2022/07/31,BOS07,5,0,2,3,adamw002,R,wincj001,vazqc001,mccua001,01,2,0,2,tellr001,adamw002,,0
BOS202208090,2022/08/09,BOS07,11,0,0,2,acunr001,R,ort-k001,plawk001,swand001,00,7,7,0,acunr001,,harrm004,1
BOS202208100,2022/08/10,BOS07,9,0,1,2,grisv001,R,ort-k001,plawk001,swand001,00,7,4,3,grisv001,,,1
BOS202208110,2022/08/11,BOS07,7,0,1,2,matej003,R,barnm001,plawk001,mullc002,01,3,4,-1,matej003,,,1
BOS202208120,2022/08/12,BOS07,3,0,2,2,donaj001,R,eovan001,plawk001,benia002,10,2,0,2,donaj001,,,0
BOS202208120,2022/08/12,BOS07,10,0,2,3,lemad001,R,whitg002,plawk001,torrg001,01,2,2,0,judga001,lemad001,,1
BOS202208120,2022/08/12,BOS07,10,0,2,2,judga001,R,whitg002,plawk001,torrg001,01,2,2,0,judga001,lemad001,,1
BOS202208130,2022/08/13,BOS07,2,0,1,2,torrg001,R,crawk001,mcgur002,benia002,32,0,0,0,torrg001,,,0
BOS202208130,2022/08/13,BOS07,7,1,2,3,bogax001,R,chapa001,trevj001,martj006,10,2,2,0,verda001,bogax001,,0
BOS202208140,2022/08/14,BOS07,5,0,2,2,andum001,R,wachm001,plawk001,kinei001,21,0,1,-1,andum001,,,1
BOS202208250,2022/08/25,BOS07,2,1,0,2,arroc001,R,gausk001,jansd001,refsr001,01,0,2,-2,arroc001,,bogax001,1
BOS202208250,2022/08/25,BOS07,2,1,2,2,dalbb001,R,gausk001,jansd001,duraj001,12,2,2,0,dalbb001,,,1
BOS202208250,2022/08/25,BOS07,7,1,2,2,arroc001,R,bassa001,jansd001,cordf003,02,5,5,0,arroc001,,bogax001,1
BOS202208250,2022/08/25,BOS07,9,0,2,2,bichb001,R,barnm001,plawk001,kirka001,11,5,5,0,bichb001,,,1
BOS202208260,2022/08/26,BOS07,5,0,1,2,diazy001,R,wachm001,plawk001,chany001,00,4,3,1,diazy001,,,1
BOS202208270,2022/08/27,BOS07,4,0,2,2,arozr001,R,hillr001,plawk001,parei001,10,0,4,-4,arozr001,,,1
BOS202208270,2022/08/27,BOS07,4,1,2,2,phamt001,R,sprij001,bethc001,verda001,00,5,0,5,phamt001,,,0
BOS202208280,2022/08/28,BOS07,3,0,2,2,margm001,R,piven001,mcgur002,perad001,00,1,0,1,margm001,,,1
BOS202209010,2022/09/01,BOS07,2,0,1,2,tavel001,B,hillr001,plawk001,mathm002,10,0,0,0,tavel001,,,1
BOS202209010,2022/09/01,BOS07,6,0,1,2,thomb003,R,ort-k001,plawk001,seagc001,11,4,2,2,thomb003,,,1
BOS202209020,2022/09/02,BOS07,3,0,0,2,thomb003,R,piven001,wongc001,semim001,10,0,1,-1,thomb003,,,1
BOS202209030,2022/09/03,BOS07,2,1,2,2,mcgur002,L,santd003,vilom001,herne001,02,1,0,1,mcgur002,,,1
BOS202209040,2022/09/04,BOS07,1,0,1,2,semim001,R,wincj001,wongc001,lowen001,00,0,0,0,semim001,,,1
BOS202209040,2022/09/04,BOS07,1,1,2,2,refsr001,R,dunnd001,heimj001,cordf003,02,4,2,2,refsr001,,,1
BOS202209040,2022/09/04,BOS07,6,0,2,2,tavel001,B,famij001,wongc001,durae002,10,2,5,-3,tavel001,,,0
BOS202209130,2022/09/13,BOS07,2,1,0,2,dever001,L,coleg001,trevj001,martj006,32,0,0,0,dever001,,,1
BOS202209130,2022/09/13,BOS07,3,0,1,2,judga001,R,piven001,mcgur002,stanm004,11,2,2,0,judga001,,,0
BOS202209130,2022/09/13,BOS07,5,1,1,2,casat001,L,coleg001,trevj001,mcgur002,00,3,2,1,casat001,,,1
BOS202209130,2022/09/13,BOS07,10,0,2,3,torrg001,R,famij001,mcgur002,donaj001,00,7,4,3,,torrg001,,1
BOS202209140,2022/09/14,BOS07,4,0,1,3,torrg001,R,bellb002,wongc001,kinei001,10,0,0,0,cabro002,torrg001,,1
BOS202209140,2022/09/14,BOS07,4,0,1,2,cabro002,B,bellb002,wongc001,kinei001,10,0,0,0,cabro002,torrg001,,1
BOS202209140,2022/09/14,BOS07,6,0,0,2,kinei001,R,kellz001,wongc001,gonzm002,10,3,1,2,kinei001,,,1
BOS202209140,2022/09/14,BOS07,8,0,1,2,kinei001,R,bazae001,wongc001,gonzm002,11,4,1,3,kinei001,,,1
BOS202209160,2022/09/16,BOS07,3,0,2,2,eaton001,R,wachm001,plawk001,melem001,00,0,0,0,eaton001,,,1
BOS202209170,2022/09/17,BOS07,2,1,0,2,verda001,L,singb001,melem001,arroc001,01,0,0,0,verda001,,,0
BOS202209170,2022/09/17,BOS07,3,0,1,2,eaton001,R,hillr001,wongc001,melem001,22,0,0,0,eaton001,,,1
BOS202209170,2022/09/17,BOS07,5,0,1,2,melem001,L,hillr001,wongc001,wittb002,02,2,0,2,melem001,,,1
BOS202209180,2022/09/18,BOS07,6,0,1,2,eaton001,R,ort-k001,mcgur002,isbek001,10,3,7,-4,eaton001,,,1
BOS202209270,2022/09/27,BOS07,4,0,1,2,mullc002,L,stram001,wongc001,rutsa001,11,6,8,-2,mullc002,,,1
BOS202209270,2022/09/27,BOS07,7,0,2,3,matej003,R,schrj001,wongc001,odorr001,00,8,13,-5,,matej003,,1
CHA202204120,2022/04/12,CHI12,8,1,0,2,robel002,R,castd002,torrl001,abrej003,00,2,1,1,robel002,,,1
CHA202204120,2022/04/12,CHI12,8,1,0,3,robel002,R,castd002,torrl001,grany001,02,2,1,1,abrej003,robel002,,1
CHA202204140,2022/04/14,CHI12,2,0,2,2,rodrj007,R,lambj003,mcgur002,ralec001,21,2,0,2,rodrj007,,,1
CHA202204140,2022/04/14,CHI12,8,0,0,2,crawj002,L,ruizj001,mcgur002,suare001,32,5,1,4,crawj002,,,1
CHA202204140,2022/04/14,CHI12,8,0,1,2,kelej001,L,ruizj001,mcgur002,rodrj007,11,5,1,4,kelej001,,crawj002,1
CHA202204150,2022/04/15,CHI12,1,1,2,2,andet001,R,rasmd002,mejif001,grany001,10,0,0,0,andet001,,,1
CHA202204150,2022/04/15,CHI12,7,0,1,2,margm001,R,bumma001,grany001,mejif001,00,2,3,-1,margm001,,,1
CHA202204160,2022/04/16,CHI12,2,0,2,2,wallt003,B,kopem001,mcgur002,loweb001,00,1,0,1,wallt003,,,1
CHA202204160,2022/04/16,CHI12,6,1,0,2,robel002,R,thomr007,zunim001,abrej003,12,2,2,0,robel002,,,1
CHA202204160,2022/04/16,CHI12,9,0,2,2,philb002,L,hendl001,mcgur002,choij001,21,2,3,-1,philb002,,diazy001,1
CHA202204170,2022/04/17,CHI12,3,1,2,2,engea001,R,mazzc002,mejif001,andet001,12,0,4,-4,engea001,,,1
CHA202204170,2022/04/17,CHI12,5,1,0,2,engea001,R,mazzc002,mejif001,andet001,12,1,4,-3,engea001,,,1
CHA202204170,2022/04/17,CHI12,5,1,1,2,andet001,R,mazzc002,mejif001,abrej003,00,1,4,-3,andet001,,engea001,1
CHA202204270,2022/04/27,CHI12,7,0,1,2,wittb002,R,ruizj001,mcgur002,taylm002,00,2,3,-1,wittb002,,,1
CHA202204280,2022/04/28,CHI12,8,0,2,2,wittb002,R,ruizj001,mcgur002,isbek001,22,2,1,1,wittb002,,,1
CHA202204290,2022/04/29,CHI12,8,0,2,2,ohtas001,L,sousb001,grany001,walsj001,01,3,1,2,ohtas001,,,1
CHA202204290,2022/04/29,CHI12,9,0,0,2,velaa001,B,burrr002,grany001,fletd002,20,4,1,3,velaa001,,,1
CHA202205020,2022/05/02,CHI12,6,0,2,2,wadet002,L,ceasd001,grany001,marsb002,00,0,2,-2,wadet002,,,1
CHA202205090,2022/05/09,CHI12,1,0,2,2,kwans001,L,kopem001,mcgur002,millo002,00,0,0,0,kwans001,,,1
CHA202205100,2022/05/10,CHI12,5,1,2,2,andet001,R,quanc001,hedga001,moncy001,01,1,0,1,andet001,,,1
CHA202205100,2022/05/10,CHI12,6,1,1,2,robel002,R,quanc001,hedga001,grany001,32,1,0,1,robel002,,,1
CHA202205130,2022/05/13,CHI12,3,0,2,2,kinei001,R,velav001,mcgur002,trevj001,00,5,0,5,kinei001,,,1
CHA202205140,2022/05/14,CHI12,4,1,1,2,engea001,R,montj004,higak001,harrj002,20,2,0,2,engea001,,,1
CHA202205140,2022/05/14,CHI12,8,0,1,3,rizza001,L,hendl001,grany001,donaj001,01,1,2,-1,stanm004,rizza001,,1
CHA202205140,2022/05/14,CHI12,8,0,2,2,stanm004,R,hendl001,grany001,torrg001,00,1,2,-1,stanm004,,rizza001,1
CHA202205140,2022/05/14,CHI12,9,0,0,2,kinei001,R,hendl001,grany001,higak001,00,1,2,-1,kinei001,,gallj002,1
CHA202205260,2022/05/26,CHI12,5,0,0,2,stort001,R,ruizj001,grany001,verda001,00,6,3,3,stort001,,,1
CHA202205280,2022/05/28,CHI12,1,0,1,2,morec001,R,cuetj001,grany001,happi001,32,0,0,0,morec001,,,1
CHA202205280,2022/05/28,CHI12,4,0,2,2,simma001,R,cuetj001,grany001,morec001,01,3,0,3,simma001,,hoern001,1
CHA202205280,2022/05/28,CHI12,7,0,2,H,wisdp001,R,sousb001,grany001,rivaa001,02,5,1,4,schwf001,,wisdp001,0
CHA202205280,2022/05/28,CHI12,8,0,1,3,hoern001,R,sousb001,grany001,orter001,10,5,1,4,,hoern001,,1
CHA202205280,2022/05/28,CHI12,9,0,0,2,morec001,R,ruizj001,grany001,contw001,00,5,1,4,morec001,,,0
CHA202205290,2022/05/29,CHI12,1,1,0,2,andet001,R,strom001,higgp001,vauga001,01,0,0,0,andet001,,,1
CHA202205290,2022/05/29,CHI12,5,1,2,2,engea001,R,strom001,higgp001,mcgur002,11,0,0,0,engea001,,,1
CHA202205290,2022/05/29,CHI12,7,0,2,2,orter001,L,ceasd001,mcgur002,hoern001,00,0,0,0,orter001,,,1
CHA202205290,2022/05/29,CHI12,10,0,2,2,morec001,R,loper003,grany001,happi001,11,3,1,2,morec001,,,1
CHA202205290,2022/05/29,CHI12,11,0,0,3,happi001,B,bumma001,grany001,rivaa001,01,3,3,0,,happi001,,1
CHA202206070,2022/06/07,CHI12,3,0,2,2,lux-g001,L,kopem001,mcgur002,bettm001,11,0,0,0,lux-g001,,,1
CHA202206070,2022/06/07,CHI12,7,1,2,2,vauga001,R,almoy001,smitw003,abrej003,11,4,0,4,vauga001,,,1
CHA202206070,2022/06/07,CHI12,9,0,0,2,turnt001,R,hendl001,mcgur002,smitw003,00,0,4,-4,turnt001,,,1
CHA202206080,2022/06/08,CHI12,4,1,0,2,robel002,R,gonst001,smitw003,moncy001,10,0,3,-3,robel002,,,1
CHA202206090,2022/06/09,CHI12,3,0,0,2,lux-g001,L,ceasd001,grany001,barna001,12,0,0,0,lux-g001,,,0
CHA202206090,2022/06/09,CHI12,5,0,2,2,turnt001,R,ceasd001,grany001,muncm001,20,3,4,-1,turnt001,,freef001,1
CHA202206100,2022/06/10,CHI12,6,1,1,2,robel002,R,millt003,huffs001,abrej003,00,1,2,-1,robel002,,,1
CHA202206100,2022/06/10,CHI12,6,1,1,3,robel002,R,millt003,huffs001,abrej003,01,1,2,-1,,robel002,,1
CHA202206100,2022/06/10,CHI12,8,0,2,2,garca005,R,gravk001,grany001,calhk001,31,3,3,0,garca005,,,1
CHA202206110,2022/06/11,CHI12,1,0,1,2,seagc001,L,gioll001,grany001,calhk001,02,0,0,0,seagc001,,semim001,1
CHA202206110,2022/06/11,CHI12,6,0,1,3,millb002,L,crick001,mcgur002,semim001,22,5,7,-2,,millb002,,0
CHA202206120,2022/06/12,CHI12,1,1,2,2,robel002,R,grayj003,heimj001,abrej003,11,0,0,0,robel002,,,1
CHA202206120,2022/06/12,CHI12,4,0,2,H,durae002,R,cuetj001,mcgur002,semim001,11,3,1,2,reksz001,,durae002,0
CHA202206120,2022/06/12,CHI12,12,0,0,2,garca005,R,fostm001,zavas001,calhk001,11,6,6,0,garca005,,seagc001,1
CHA202206200,2022/06/20,CHI12,7,0,2,2,sprig001,R,loper003,mcgur002,bichb001,10,5,8,-3,sprig001,,,1
CHA202206210,2022/06/21,CHI12,4,0,1,2,bichb001,R,ceasd001,zavas001,guerv002,10,0,1,-1,bichb001,,,1
CHA202206210,2022/06/21,CHI12,4,0,1,3,bichb001,R,ceasd001,zavas001,guerv002,21,0,1,-1,,bichb001,,0
CHA202206210,2022/06/21,CHI12,6,1,1,2,engea001,R,gausk001,kirka001,zavas001,00,2,0,2,engea001,,,1
CHA202206210,2022/06/21,CHI12,6,1,1,3,engea001,R,gausk001,kirka001,zavas001,01,2,0,2,,engea001,,1
CHA202206210,2022/06/21,CHI12,9,0,2,2,tapir001,L,ruizj001,zavas001,biggc002,10,4,2,2,tapir001,,,1
CHA202206240,2022/06/24,CHI12,1,0,0,2,mullc002,L,kopem001,mcgur002,manct001,21,0,0,0,mullc002,,,1
CHA202206240,2022/06/24,CHI12,2,0,2,2,matej003,R,kopem001,mcgur002,martr006,00,1,0,1,matej003,,,1
CHA202206240,2022/06/24,CHI12,2,0,2,2,martr006,R,kopem001,mcgur002,mullc002,10,2,0,2,martr006,,,1
CHA202206240,2022/06/24,CHI12,2,0,2,3,martr006,R,kopem001,mcgur002,mullc002,20,2,0,2,,martr006,,1
CHA202206240,2022/06/24,CHI12,4,0,2,2,matej003,R,kopem001,mcgur002,martr006,10,3,1,2,matej003,,,1
CHA202206250,2022/06/25,CHI12,4,0,1,2,mounr001,R,lynnl001,mcgur002,nevit001,32,1,1,0,mounr001,,,0
CHA202207040,2022/07/04,CHI12,9,1,2,2,engea001,R,pagae001,jeffr002,moncy001,22,2,2,0,engea001,,,0
CHA202207050,2022/07/05,CHI12,1,0,1,2,buxtb001,R,kopem001,mcgur002,corrc001,21,0,0,0,buxtb001,,,1
CHA202207050,2022/07/05,CHI12,1,1,2,2,robel002,R,windj002,sancg002,abrej003,00,0,0,0,robel002,,,0
CHA202207070,2022/07/07,CHI12,2,0,1,2,schoj001,R,ceasd001,mcgur002,clemk001,02,0,0,0,schoj001,,casth001,1
CHA202207080,2022/07/08,CHI12,7,0,2,2,castw003,B,kellj001,zavas001,greer003,11,4,2,2,castw003,,candj002,1
CHA202207100,2022/07/10,CHI12,3,0,2,2,greer003,L,kopem001,mcgur002,cabrm001,01,2,0,2,greer003,,,0
CHA202207220,2022/07/22,CHI12,4,0,0,2,kwans001,L,lambj003,grany001,rosaa003,31,6,2,4,kwans001,,,1
CHA202207220,2022/07/22,CHI12,4,1,2,2,andet001,R,quanc001,maill001,moncy001,21,2,6,-4,andet001,,,1
CHA202207231,2022/07/23,CHI12,9,0,2,2,rosaa003,R,hendl001,zavas001,reyef001,01,7,4,3,rosaa003,,,1
CHA202207300,2022/07/30,CHI12,1,1,0,2,andet001,R,blacp001,murps001,moncy001,02,0,1,-1,andet001,,,1
CHA202207300,2022/07/30,CHI12,6,0,2,2,laurr001,R,cuetj001,grany001,andre001,21,2,0,2,laurr001,,,1
CHA202207300,2022/07/30,CHI12,9,0,2,3,andre001,R,hendl001,grany001,bolts001,11,2,2,0,,andre001,,1
CHA202208010,2022/08/01,CHI12,7,0,2,2,lopen001,L,kopem001,zavas001,garcm003,00,2,0,2,lopen001,,taylm002,1
CHA202208120,2022/08/12,CHI12,3,0,2,2,badda001,L,kopem001,grany001,greer003,10,0,0,0,badda001,,,1
CHA202208120,2022/08/12,CHI12,6,1,0,2,robel002,R,folej001,haase001,abrej003,10,0,0,0,robel002,,,0
CHA202208120,2022/08/12,CHI12,7,0,0,2,baezj001,R,loper003,grany001,casth001,22,0,0,0,baezj001,,,1
CHA202208140,2022/08/14,CHI12,2,1,1,2,engea001,R,alext001,barnt001,zavas001,22,0,0,0,engea001,,,1
CHA202208150,2022/08/15,CHI12,5,1,1,2,harrj002,R,urquj001,maldm001,sheeg001,00,0,2,-2,harrj002,,,0
CHA202208150,2022/08/15,CHI12,6,0,1,2,tuckk001,L,cuetj001,grany001,manct001,00,2,0,2,tuckk001,,,1
CHA202208170,2022/08/17,CHI12,1,0,1,2,altuj001,R,kopem001,grany001,alvay001,11,0,0,0,altuj001,,,1
CHA202208170,2022/08/17,CHI12,1,0,1,3,altuj001,R,kopem001,grany001,alvay001,11,0,0,0,,altuj001,,1
CHA202208180,2022/08/18,CHI12,3,0,2,3,brega001,R,gioll001,zavas001,tuckk001,01,3,0,3,,brega001,,1
CHA202208270,2022/08/27,CHI12,5,0,1,2,mccaj003,L,velav001,perec005,kellc002,11,6,3,3,mccaj003,,,1
CHA202208270,2022/08/27,CHI12,8,0,0,2,mccaj003,L,diekj001,perec005,kellc002,21,6,3,3,mccaj003,,,1
CHA202208300,2022/08/30,CHI12,6,0,2,2,taylm002,R,lambj003,zavas001,wittb002,02,7,4,3,taylm002,,rookb001,1
CHA202208310,2022/08/31,CHI12,5,1,0,2,gonzr003,R,bubik001,melem001,andre001,00,1,1,0,gonzr003,,,0
CHA202209020,2022/09/02,CHI12,8,0,1,3,miraj002,R,lambj003,grany001,urshg001,22,3,2,1,,miraj002,,0
CHA202209140,2022/09/14,CHI12,5,1,1,2,andre001,R,freek001,servb001,moncy001,01,0,3,-3,andre001,,,1
CHA202209200,2022/09/20,CHI12,4,0,1,2,gonzo001,R,ceasd001,zavas001,millo002,32,1,0,1,gonzo001,,,0
CHA202209200,2022/09/20,CHI12,6,1,0,2,andre001,R,civaa001,hedga001,moncy001,21,0,1,-1,andre001,,,1
CHA202209200,2022/09/20,CHI12,10,1,1,2,andre001,R,clase001,maill001,moncy001,12,4,5,-1,andre001,,,1
CHA202209200,2022/09/20,CHI12,11,0,1,2,millo002,R,diekj001,zavas001,stram002,01,5,5,0,millo002,,gimea001,1
CHA202209200,2022/09/20,CHI12,11,0,1,3,kwans001,L,diekj001,zavas001,ramij003,00,8,5,3,rosaa003,kwans001,,1
CHA202209200,2022/09/20,CHI12,11,0,2,3,rosaa003,R,diekj001,zavas001,freet001,21,9,5,4,,rosaa003,,1
CHA202209210,2022/09/21,CHI12,2,0,2,2,kwans001,L,lynnl001,grany001,ramij003,01,2,0,2,kwans001,,stram002,1
CHA202209210,2022/09/21,CHI12,7,0,1,2,ramij003,B,ruizj001,grany001,naylj001,00,6,1,5,ramij003,,,1
CHA202209230,2022/09/23,CHI12,7,0,1,2,badda001,L,loper003,grany001,greer003,00,3,3,0,badda001,,,1
CHA202209230,2022/09/23,CHI12,8,0,0,2,cabrm001,R,lambj003,grany001,carpk001,01,4,3,1,cabrm001,,,1
CHA202209240,2022/09/24,CHI12,2,0,0,2,castw003,B,martd006,grany001,candj002,22,2,0,2,castw003,,,1
CHA202209250,2022/09/25,CHI12,8,1,0,2,engea001,R,vestw001,haase001,andre001,00,1,4,-3,engea001,,,0
CHA202210030,2022/10/03,CHI12,7,1,2,2,polla001,R,jax-g001,sancg002,perec005,11,2,2,0,polla001,,,1
CHA202210040,2022/10/04,CHI12,3,1,1,2,andre001,R,windj002,jeffr002,moncy001,11,0,1,-1,andre001,,,1
CHN202204070,2022/04/07,CHI11,1,1,2,2,orter001,L,burnc002,narvo001,happi001,00,0,0,0,orter001,,,0
CHN202204070,2022/04/07,CHI11,3,0,2,2,petej002,L,hendk001,contw001,yelic001,00,0,0,0,petej002,,,1
CHN202204100,2022/04/10,CHI11,1,1,1,2,orter001,L,peraf001,narvo001,villj001,10,0,0,0,orter001,,,0
CHN202204100,2022/04/10,CHI11,7,1,1,2,hoern001,R,boxbb001,narvo001,madrn001,00,4,5,-1,hoern001,,,1
CHN202204180,2022/04/18,CHI11,4,0,0,2,lowej002,L,hendk001,contw001,arozr001,10,0,2,-2,lowej002,,,1
CHN202204180,2022/04/18,CHI11,5,0,0,2,philb002,L,hendk001,contw001,wallt003,10,1,2,-1,philb002,,,1
CHN202204180,2022/04/18,CHI11,6,0,1,2,diazy001,R,thomk002,contw001,kierk001,00,2,2,0,diazy001,,,0
CHN202204200,2022/04/20,CHI11,1,0,1,3,arozr001,R,strom001,gomey001,choij001,20,1,0,1,,arozr001,,1
CHN202204200,2022/04/20,CHI11,4,0,2,2,wallt003,B,strom001,gomey001,franw002,01,5,2,3,wallt003,,,1
CHN202204210,2022/04/21,CHI11,7,1,1,2,hoern001,R,hembh001,perer003,orter001,32,3,4,-1,hoern001,,,1
CHN202204220,2022/04/22,CHI11,2,0,2,3,newmk001,R,smyld001,gomey001,perer003,11,0,0,0,vanmj001,newmk001,,1
CHN202204220,2022/04/22,CHI11,2,0,2,2,vanmj001,L,smyld001,gomey001,perer003,11,0,0,0,vanmj001,newmk001,,1
CHN202204220,2022/04/22,CHI11,8,0,1,2,hayek001,R,thomk002,gomey001,voged001,12,4,2,2,hayek001,,,0
CHN202204230,2022/04/23,CHI11,2,1,1,2,suzus001,R,thomz001,knapa001,contw001,00,2,0,2,suzus001,,orter001,1
CHN202204230,2022/04/23,CHI11,2,1,1,2,villj001,B,thomz001,knapa001,heywj001,00,6,0,6,villj001,,wisdp001,1
CHN202204240,2022/04/24,CHI11,4,0,1,2,castd004,R,wickr001,contw001,reynb001,32,3,2,1,castd004,,,1
CHN202204240,2022/04/24,CHI11,6,0,1,2,gameb001,L,martc007,contw001,reynb001,11,4,2,2,gameb001,,,1
CHN202205040,2022/05/04,CHI11,8,1,2,2,madrn001,R,fostm001,grany001,happi001,00,3,4,-1,madrn001,,wisdp001,1
CHN202205071,2022/05/07,CHI11,1,1,2,2,suzus001,R,kersc001,barna001,wisdp001,00,0,1,-1,suzus001,,,0
CHN202205080,2022/05/08,CHI11,3,1,2,2,orter001,L,buehw001,smitw003,happi001,11,1,0,1,orter001,,,1
CHN202205170,2022/05/17,CHI11,1,0,1,2,reynb001,B,thomk002,contw001,gameb001,32,0,0,0,reynb001,,,0
CHN202205170,2022/05/17,CHI11,6,1,2,2,villj001,B,banda001,perem005,vargi001,10,6,0,6,villj001,,wisdp001,1
CHN202205180,2022/05/18,CHI11,3,0,2,3,hayek001,R,smyld001,contw001,chavm001,00,0,1,-1,reynb001,hayek001,,1
CHN202205180,2022/05/18,CHI11,4,1,2,2,villj001,B,kellm003,heint001,morec001,10,2,2,0,villj001,,,1
CHN202205180,2022/05/18,CHI11,6,0,2,2,castd004,R,martc007,contw001,suwij001,12,3,2,1,castd004,,,0
CHN202205190,2022/05/19,CHI11,5,1,1,2,morec001,R,gallz001,varsd001,simma001,12,1,3,-2,morec001,,,1
CHN202205190,2022/05/19,CHI11,6,0,2,2,rojaj001,L,effrs001,gomey001,perad001,02,3,1,2,rojaj001,,,1
CHN202205210,2022/05/21,CHI11,3,1,1,2,contw001,R,bumgm001,varsd001,villj001,12,2,0,2,contw001,,,1
CHN202205210,2022/05/21,CHI11,9,1,2,2,morec001,R,kenni001,varsd001,vargi001,00,4,4,0,morec001,,,0
CHN202205210,2022/05/21,CHI11,10,0,1,2,mccaj003,L,wickr001,gomey001,varsd001,12,4,4,0,mccaj003,,martk001,1
CHN202205210,2022/05/21,CHI11,10,1,1,2,simma001,R,melam001,varsd001,happi001,01,5,7,-2,simma001,,,1
CHN202205220,2022/05/22,CHI11,2,1,2,2,orter001,L,kellm002,varsd001,villj001,00,3,0,3,orter001,,higgp001,1
CHN202205301,2022/05/30,CHI11,7,1,1,2,hoern001,R,gottt001,narvo001,happi001,01,5,7,-2,hoern001,,wisdp001,1
CHN202205301,2022/05/30,CHI11,8,1,2,2,contw001,R,willd004,narvo001,schwf001,02,6,7,-1,contw001,,orter001,1
CHN202205301,2022/05/30,CHI11,9,1,0,2,hoern001,R,hadej001,narvo001,happi001,12,6,7,-1,hoern001,,,1
CHN202205302,2022/05/30,CHI11,6,1,1,3,morec001,R,ashba003,carav001,happi001,02,1,2,-1,contw001,morec001,,1
CHN202205310,2022/05/31,CHI11,2,0,2,2,hiurk001,R,steej002,contw001,cainl001,12,0,1,-1,hiurk001,,,1
CHN202205310,2022/05/31,CHI11,2,1,2,2,frazc001,R,lauee001,carav001,morec001,00,1,0,1,frazc001,,happi001,1
CHN202205310,2022/05/31,CHI11,3,1,1,2,wisdp001,R,lauee001,carav001,schwf001,00,1,3,-2,wisdp001,,,1
CHN202206010,2022/06/01,CHI11,1,1,0,3,morec001,R,alexj001,narvo001,happi001,01,0,0,0,contw001,morec001,,1
CHN202206010,2022/06/01,CHI11,1,1,0,2,contw001,R,alexj001,narvo001,happi001,01,0,0,0,contw001,morec001,,1
CHN202206010,2022/06/01,CHI11,6,1,1,3,happi001,B,alexj001,narvo001,schwf001,02,3,3,0,,happi001,,0
CHN202206030,2022/06/03,CHI11,3,0,1,2,edmat001,B,strom001,higgp001,gormn001,02,1,3,-2,edmat001,,badeh001,1
CHN202206030,2022/06/03,CHI11,4,0,2,2,badeh001,R,strom001,higgp001,kniza001,00,5,4,1,badeh001,,,1
CHN202206030,2022/06/03,CHI11,6,0,0,2,edmat001,B,leitm002,higgp001,gormn001,00,9,4,5,edmat001,,kniza001,1
CHN202206041,2022/06/04,CHI11,5,1,2,2,hoern001,R,oviej001,kniza001,orter001,12,2,0,2,hoern001,,,1
CHN202206041,2022/06/04,CHI11,8,1,2,2,happi001,B,woodj003,kniza001,wisdp001,11,6,1,5,happi001,,morec001,1
CHN202206042,2022/06/04,CHI11,4,0,1,3,donob001,L,kilic001,higgp001,badeh001,10,3,1,2,,donob001,,1
CHN202206042,2022/06/04,CHI11,4,0,2,2,badeh001,R,kilic001,higgp001,moliy001,22,3,1,2,badeh001,,,0
CHN202206130,2022/06/13,CHI11,5,1,2,2,villj001,B,darvy001,nolaa002,morec001,22,1,1,0,villj001,,,1
CHN202206140,2022/06/14,CHI11,3,0,2,2,azocj001,R,hendk001,contw001,cronj001,01,0,1,-1,azocj001,,,1
CHN202206160,2022/06/16,CHI11,2,0,1,2,grist001,L,swarm001,contw001,alcas002,22,2,1,1,grist001,,,1
CHN202206160,2022/06/16,CHI11,2,1,2,2,morec001,R,musgj001,nolaa002,contw001,01,2,3,-1,morec001,,simma001,1
CHN202206170,2022/06/17,CHI11,8,1,1,3,villj001,B,minta001,darnt001,morec001,02,0,0,0,,villj001,,1
CHN202206180,2022/06/18,CHI11,1,1,1,2,contw001,R,wrigk001,contw002,happi001,32,0,0,0,contw001,,morec001,1
CHN202206190,2022/06/19,CHI11,1,0,2,2,swand001,R,hendk001,gomey001,olsom001,00,0,0,0,swand001,,,1
CHN202206190,2022/06/19,CHI11,1,1,2,2,happi001,B,andei001,darnt001,villj001,11,0,3,-3,happi001,,,0
