game_id,date,park,inning,half,outs,target_base,runner_id,runner_bats,pitcher_id,catcher_id,batter_id,count,score_bat,score_def,score_diff,on_1b,on_2b,on_3b,success
CHN202106010,2021/06/01,CHI11,7,1,2,2,bryak001,R,stamc001,carav001,baezj001,11,4,3,1,bryak001,,sogae001,1
CHN202106020,2021/06/02,CHI11,2,1,2,2,orter001,L,lamed001,rivaw001,higgp001,00,0,0,0,orter001,,,1
CHN202106110,2021/06/11,CHI11,1,1,0,2,pedej001,L,oviej001,moliy001,bryak001,32,0,0,0,pedej001,,,0
CHN202106120,2021/06/12,CHI11,7,1,1,2,rizza001,L,reyea004,moliy001,contw001,22,7,2,5,rizza001,,,0
CHN202106190,2021/06/19,CHI11,1,0,0,2,chisj001,L,arrij001,lobaj001,marts002,00,0,0,0,chisj001,,,1
CHN202106190,2021/06/19,CHI11,1,0,0,2,marts002,R,arrij001,lobaj001,aguij001,10,0,0,0,marts002,,chisj001,1
CHN202106190,2021/06/19,CHI11,2,0,0,2,alfaj002,R,arrij001,lobaj001,bertj001,10,3,0,3,alfaj002,,,1
CHN202106190,2021/06/19,CHI11,3,0,0,2,marts002,R,arrij001,lobaj001,aguij001,22,4,0,4,marts002,,,1
CHN202106190,2021/06/19,CHI11,5,0,1,2,duvaa001,R,abboc001,lobaj001,rojam002,32,6,0,6,duvaa001,,,1
CHN202106200,2021/06/20,CHI11,2,1,2,2,rizza001,L,thomz001,alfaj002,heywj001,01,0,0,0,rizza001,,,0
CHN202106210,2021/06/21,CHI11,3,1,1,2,sogae001,L,civaa001,river003,pedej001,32,0,1,-1,sogae001,,,0
CHN202107060,2021/07/06,CHI11,2,0,1,2,jankt001,L,arrij001,contw001,seguj002,10,4,0,4,jankt001,,,1
CHN202107080,2021/07/08,CHI11,1,1,2,2,heywj001,L,efliz001,realj001,chirr001,12,0,0,0,heywj001,,wisdp001,1
CHN202107080,2021/07/08,CHI11,2,0,1,H,realj001,R,alzoa001,chirr001,bohma001,32,0,0,0,gregd001,,realj001,1
CHN202107080,2021/07/08,CHI11,2,0,1,2,gregd001,L,alzoa001,chirr001,bohma001,32,0,0,0,gregd001,,realj001,1
CHN202107100,2021/07/10,CHI11,4,0,1,2,badeh001,R,daviz001,contw001,dejop001,32,1,0,1,badeh001,,,1
CHN202107100,2021/07/10,CHI11,5,0,1,2,oneit001,R,morga001,contw001,edmat001,02,2,0,2,oneit001,,,1
CHN202107250,2021/07/25,CHI11,5,1,1,2,contw001,R,smitc006,holab001,bryak001,11,5,0,5,contw001,,,1
CHN202107260,2021/07/26,CHI11,7,1,2,2,hoern001,R,bracb001,barnt001,orter001,01,4,5,-1,hoern001,,,0
CHN202107290,2021/07/29,CHI11,6,1,0,2,baezj001,R,castl003,barnt001,happi001,32,3,4,-1,baezj001,,,0
CHN202108060,2021/08/06,CHI11,1,0,1,3,engea001,R,hendk001,chirr001,jimee001,01,0,0,0,abrej003,engea001,,1
CHN202108060,2021/08/06,CHI11,4,0,0,3,engea001,R,hendk001,chirr001,jimee001,01,0,0,0,abrej003,engea001,,1
CHN202108060,2021/08/06,CHI11,6,0,1,2,moncy001,B,hendk001,chirr001,zavas001,10,2,0,2,moncy001,,jimee001,1
CHN202108060,2021/08/06,CHI11,8,1,2,2,chirr001,R,hendl001,zavas001,alcas002,02,4,4,0,chirr001,,,1
CHN202108060,2021/08/06,CHI11,9,1,2,2,duffm002,R,hendl001,zavas001,happi001,01,4,4,0,duffm002,,,1
CHN202108070,2021/08/07,CHI11,7,0,1,2,garcl004,B,alzoa001,contw001,collz001,21,2,0,2,garcl004,,,1
CHN202108080,2021/08/08,CHI11,2,1,2,2,orter001,L,ceasd001,zavas001,duffm002,02,2,7,-5,orter001,,schwf001,1
CHN202108080,2021/08/08,CHI11,3,0,1,2,hernc005,B,jewej001,contw001,zavas001,00,7,2,5,hernc005,,,0
CHN202108080,2021/08/08,CHI11,7,0,0,2,engea001,R,rodrm001,contw001,abrej003,10,8,3,5,engea001,,,1
CHN202108102,2021/08/10,CHI11,4,1,1,2,orter001,L,curtj003,narvo001,chirr001,02,1,0,1,orter001,,,1
CHN202108120,2021/08/12,CHI11,2,0,2,2,adamw002,R,hendk001,chirr001,escoe001,01,5,0,5,adamw002,,wongk001,1
CHN202108200,2021/08/20,CHI11,8,0,1,3,merrw001,R,meisr001,romia002,dysoj001,01,4,2,2,,merrw001,,1
CHN202108210,2021/08/21,CHI11,1,0,2,2,taylm002,R,thomk002,chirr001,ohear001,11,1,0,1,taylm002,,lopen001,1
CHN202108210,2021/08/21,CHI11,7,0,1,2,lopen001,L,ruckm001,chirr001,benia002,01,3,0,3,lopen001,,merrw001,1
CHN202108210,2021/08/21,CHI11,7,0,1,H,merrw001,R,ruckm001,chirr001,benia002,01,3,0,3,lopen001,,merrw001,1
CHN202108210,2021/08/21,CHI11,7,0,2,3,lopen001,L,ruckm001,chirr001,taylm002,00,4,0,4,,lopen001,,1
CHN202108220,2021/08/22,CHI11,3,0,0,2,lopen001,L,milla003,romia002,peres002,12,1,0,1,lopen001,,merrw001,1
CHN202108220,2021/08/22,CHI11,4,0,2,2,rivee001,R,milla003,romia002,lopen001,02,4,0,4,rivee001,,,1
CHN202108252,2021/08/25,CHI11,2,0,1,2,hampg001,R,steej002,chirr001,hills005,11,2,0,2,hampg001,,,0
CHN202108252,2021/08/25,CHI11,2,1,2,H,orter001,L,marqg001,diaze005,wisdp001,02,4,2,2,happi001,,orter001,1
CHN202108252,2021/08/25,CHI11,2,1,2,2,happi001,B,marqg001,diaze005,wisdp001,02,4,2,2,happi001,,orter001,1
CHN202108252,2021/08/25,CHI11,6,0,1,2,hampg001,R,brotr001,chirr001,hills005,12,6,5,1,hampg001,,,1
CHN202109030,2021/09/03,CHI11,1,0,2,2,tuckc001,B,milla003,romia002,morac001,11,0,0,0,tuckc001,,,1
CHN202109030,2021/09/03,CHI11,3,1,2,2,alcas002,B,braus002,perem005,milla003,10,4,0,4,alcas002,,happi001,1
CHN202109040,2021/09/04,CHI11,2,0,0,2,alfoa002,R,hendk001,contw001,difow001,12,1,0,1,alfoa002,,,1
CHN202109040,2021/09/04,CHI11,9,0,2,2,alfoa002,R,effrs001,contw001,difow001,00,6,4,2,alfoa002,,,1
CHN202109050,2021/09/05,CHI11,2,0,0,2,gameb001,L,daviz001,chirr001,tuckc001,10,1,0,1,gameb001,,,0
CHN202109050,2021/09/05,CHI11,5,0,1,3,reynb001,B,brotr001,chirr001,stalj001,10,5,7,-2,,reynb001,,1
CHN202109050,2021/09/05,CHI11,8,1,2,2,duffm002,R,oviel001,stalj001,chirr001,01,11,8,3,duffm002,,,1
CHN202109120,2021/09/12,CHI11,3,0,1,2,bryak001,R,steej002,contw001,poseb001,10,2,0,2,bryak001,,slata001,1
CHN202109120,2021/09/12,CHI11,4,0,2,2,slata001,R,steej002,contw001,ruf-d001,11,3,0,3,slata001,,dubom001,1
CHN202109210,2021/09/21,CHI11,1,0,0,2,buxtb001,R,milla003,contw001,polaj001,22,0,0,0,buxtb001,,arral001,1
CHN202109210,2021/09/21,CHI11,1,1,1,2,orter001,L,jax-g001,garvm001,happi001,00,0,2,-2,orter001,,,1
CHN202109210,2021/09/21,CHI11,2,1,2,2,hoern001,R,jax-g001,garvm001,orter001,21,2,2,0,hoern001,,,1
CHN202109210,2021/09/21,CHI11,3,1,1,2,wisdp001,R,jax-g001,garvm001,thomt002,00,3,2,1,wisdp001,,,1
CHN202109210,2021/09/21,CHI11,5,1,2,2,hoern001,R,could001,garvm001,orter001,00,3,7,-4,hoern001,,,0
CHN202109210,2021/09/21,CHI11,9,0,2,3,gordn001,L,brotr001,contw001,arral001,11,9,5,4,,gordn001,,1
CHN202109220,2021/09/22,CHI11,9,0,0,3,gordn001,L,heuec001,romia002,simma001,11,4,2,2,jeffr002,gordn001,,1
CHN202109220,2021/09/22,CHI11,9,0,0,2,jeffr002,R,heuec001,romia002,simma001,21,4,2,2,jeffr002,,gordn001,0
CHN202109220,2021/09/22,CHI11,9,1,1,3,happi001,B,coloa001,jeffr002,contw001,01,3,5,-2,duffm002,happi001,,1
CHN202109220,2021/09/22,CHI11,9,1,1,2,duffm002,R,coloa001,jeffr002,contw001,01,3,5,-2,duffm002,happi001,,1
CHN202109220,2021/09/22,CHI11,9,1,2,2,hoern001,R,coloa001,jeffr002,thomt002,00,4,5,-1,hoern001,,duffm002,1
CHN202109241,2021/09/24,CHI11,5,0,1,2,edmat001,B,steej002,contw001,goldp001,11,4,0,4,edmat001,,,1
CHN202109250,2021/09/25,CHI11,5,0,0,2,badeh001,R,sampa001,contw001,nootl001,32,2,4,-2,badeh001,,,1
CHN202109250,2021/09/25,CHI11,9,0,1,3,badeh001,R,nanct001,contw001,nootl001,00,5,4,1,,badeh001,,1
CHN202109260,2021/09/26,CHI11,6,0,0,2,oneit001,R,alzoa001,contw001,arenn001,22,1,2,-1,oneit001,,,1
CIN202104050,2021/04/05,CIN09,6,0,2,2,reynb001,B,perec004,barnt001,polag001,21,2,2,0,reynb001,,,0
CIN202104160,2021/04/16,CIN09,3,0,1,2,gimea001,L,hoffj003,stept001,ramij003,00,1,0,1,gimea001,,,1
CIN202104160,2021/04/16,CIN09,3,1,2,2,farmk001,R,matop002,perer003,stept001,01,7,1,6,farmk001,,,0
CIN202104170,2021/04/17,CIN09,5,0,1,2,ramij003,B,antot001,barnt001,rosae001,12,2,1,1,ramij003,,,1
CIN202104170,2021/04/17,CIN09,8,0,0,2,rosae001,L,garra001,barnt001,reyef001,11,2,1,1,rosae001,,,1
CIN202104170,2021/04/17,CIN09,9,0,1,2,gimea001,L,simsl001,barnt001,luplj001,22,2,1,1,gimea001,,,1
CIN202104210,2021/04/21,CIN09,2,1,0,2,senzn001,R,kellm002,vogts001,indij001,11,0,0,0,senzn001,,,0
CIN202104210,2021/04/21,CIN09,8,1,2,2,naqut001,L,smitc006,vogts001,senzn001,00,3,0,3,naqut001,,,0
CIN202104220,2021/04/22,CIN09,7,0,0,2,rojaj001,L,fulmc001,barnt001,youna003,21,4,4,0,rojaj001,,,1
CIN202105010,2021/05/01,CIN09,3,1,2,2,naqut001,L,daviz001,woltt001,vottj001,22,2,1,1,naqut001,,,1
CIN202105010,2021/05/01,CIN09,5,0,2,2,happi001,B,castl003,stept001,bryak001,02,2,2,0,happi001,,,1
CIN202105010,2021/05/01,CIN09,6,0,1,3,baezj001,R,dools001,stept001,heywj001,02,2,2,0,rizza001,baezj001,,1
CIN202105010,2021/05/01,CIN09,6,0,2,2,hoern001,R,dools001,stept001,woltt001,12,3,2,1,hoern001,,rizza001,1
CIN202105020,2021/05/02,CIN09,2,0,2,H,woltt001,L,mahlt001,barnt001,happi001,12,2,2,0,,,woltt001,0
CIN202105020,2021/05/02,CIN09,2,1,1,2,senzn001,R,willt002,woltt001,barnt001,32,2,2,0,senzn001,,,0
CIN202105020,2021/05/02,CIN09,6,0,1,3,hoern001,R,dools001,barnt001,woltt001,00,6,6,0,,hoern001,,0
CIN202105020,2021/05/02,CIN09,10,0,1,3,duffm002,R,garra001,barnt001,woltt001,01,12,12,0,hoern001,duffm002,,1
CIN202105020,2021/05/02,CIN09,10,0,1,2,hoern001,R,garra001,barnt001,woltt001,01,12,12,0,hoern001,duffm002,,1
CIN202105050,2021/05/05,CIN09,3,0,2,2,andet001,R,grays001,stept001,moncy001,10,0,0,0,andet001,,,1
CIN202105050,2021/05/05,CIN09,10,0,1,2,garcl004,B,simsl001,barnt001,hamib001,12,0,0,0,garcl004,,hendl001,0
CIN202105170,2021/05/17,CIN09,8,0,2,2,slata001,R,perec004,stept001,dubom001,12,5,1,4,slata001,,ruf-d001,0
CIN202105180,2021/05/18,CIN09,1,1,1,2,castn001,R,desca001,casac001,naqut001,02,1,0,1,castn001,,,0
CIN202105190,2021/05/19,CIN09,7,0,2,2,slata001,R,felim001,barnt001,poseb001,00,1,0,1,slata001,,,1
CIN202105230,2021/05/23,CIN09,1,0,2,2,garca003,R,castl003,barnt001,voged001,21,0,0,0,garca003,,wongk001,1
CIN202106010,2021/06/01,CIN09,5,0,2,2,seguj002,R,grays001,barnt001,hoskr001,00,3,2,1,seguj002,,,1
CIN202106010,2021/06/01,CIN09,5,1,1,2,indij001,R,nolaa001,realj001,freem002,02,2,4,-2,indij001,,,1
CIN202106080,2021/06/08,CIN09,7,0,1,2,petej002,L,bracb001,stept001,urial001,10,2,1,1,petej002,,,1
CIN202106130,2021/06/13,CIN09,5,0,1,2,stort001,R,santt001,barnt001,mcmar001,22,1,3,-2,stort001,,,1
CIN202106250,2021/06/25,CIN09,2,1,1,2,aquia001,R,smyld001,contw002,farmk001,11,0,0,0,aquia001,,,0
CIN202106250,2021/06/25,CIN09,4,0,1,2,albio001,B,gutiv001,stept001,almoa001,01,0,0,0,albio001,,,1
CIN202106250,2021/06/25,CIN09,4,0,2,2,swand001,R,gutiv001,stept001,contw002,12,0,0,0,swand001,,albio001,1
CIN202106250,2021/06/25,CIN09,5,0,2,2,acunr001,R,gutiv001,stept001,freef001,02,0,0,0,acunr001,,,1
CIN202106250,2021/06/25,CIN09,6,1,2,3,indij001,R,smyld001,contw002,stept001,00,0,2,-2,,indij001,,1
CIN202106270,2021/06/27,CIN09,2,0,0,2,rilea001,R,mahlt001,stept001,swand001,32,0,0,0,rilea001,,,0
CIN202106280,2021/06/28,CIN09,4,1,2,2,freem002,L,faltb001,knapa001,indij001,22,2,2,0,freem002,,,0
CIN202106280,2021/06/28,CIN09,7,0,2,2,bohma001,R,hembh001,barnt001,willl001,01,4,2,2,bohma001,,,1
CIN202106290,2021/06/29,CIN09,9,0,2,2,phamt001,R,hembh001,stept001,tatif002,00,5,4,1,phamt001,,,1
CIN202106300,2021/06/30,CIN09,5,0,2,2,myerw001,R,osicj001,barnt001,carav001,00,7,5,2,myerw001,,,0
CIN202107010,2021/07/01,CIN09,1,0,0,2,grist001,L,castl003,stept001,tatif002,22,0,0,0,grist001,,,0
CIN202107010,2021/07/01,CIN09,1,1,2,3,indij001,R,weatr001,rivaw001,vottj001,21,0,0,0,castn001,indij001,,1
CIN202107010,2021/07/01,CIN09,5,1,2,2,farmk001,R,thomm005,rivaw001,castl003,00,3,1,2,farmk001,,aquia001,1
CIN202107010,2021/07/01,CIN09,6,1,1,2,winkj002,L,johnp001,rivaw001,stept001,32,3,1,2,winkj002,,indij001,1
CIN202107010,2021/07/01,CIN09,8,0,1,2,tatif002,R,bracb001,stept001,machm001,00,3,3,0,tatif002,,,1
CIN202107010,2021/07/01,CIN09,8,0,2,2,machm001,R,bracb001,stept001,hosme001,02,3,3,0,machm001,,,1
CIN202107020,2021/07/02,CIN09,6,0,2,2,wisdp001,R,osicj001,barnt001,heywj001,20,1,0,1,wisdp001,,,1
CIN202107040,2021/07/04,CIN09,6,0,2,2,baezj001,R,milew001,barnt001,marij002,11,2,1,1,baezj001,,,1
CIN202107160,2021/07/16,CIN09,6,0,2,2,bradj001,L,garra001,barnt001,wongk001,00,5,5,0,bradj001,,,1
CIN202107160,2021/07/16,CIN09,6,1,1,2,akiys001,L,cousj001,narvo001,winkj002,00,5,6,-1,akiys001,,,0
CIN202107170,2021/07/17,CIN09,9,0,2,2,yelic001,L,hembh001,stept001,garca003,00,3,3,0,yelic001,,,1
CIN202107180,2021/07/18,CIN09,1,0,0,2,petej002,L,grays001,barnt001,urial001,11,0,0,0,petej002,,,1
CIN202107190,2021/07/19,CIN09,11,0,1,2,mcnej002,L,garce001,barnt001,banda001,01,11,10,1,mcnej002,,nimmb001,1
CIN202107230,2021/07/23,CIN09,6,0,0,2,edmat001,B,garce001,stept001,kniza001,10,2,3,-1,edmat001,,badeh001,1
CIN202108050,2021/08/05,CIN09,1,0,1,2,newmk001,R,grays001,stept001,reynb001,20,0,0,0,newmk001,,,1
CIN202108070,2021/08/07,CIN09,2,0,1,3,alfoa002,R,gutiv001,barnt001,perem005,02,0,0,0,,alfoa002,,0
CIN202108170,2021/08/17,CIN09,9,0,2,2,romia001,B,santt001,stept001,hermm001,22,2,1,1,romia001,,,0
CIN202108190,2021/08/19,CIN09,1,0,0,2,rojam002,R,castl003,stept001,diazi001,01,0,0,0,rojam002,,,0
CIN202108200,2021/08/20,CIN09,4,0,1,2,chisj001,L,grays001,barnt001,aguij001,01,0,2,-2,chisj001,,,1
CIN202108210,2021/08/21,CIN09,2,0,2,2,alfaj002,R,milew001,barnt001,delab001,00,0,2,-2,alfaj002,,,0
CIN202108220,2021/08/22,CIN09,4,0,2,2,chisj001,L,gutiv001,stept001,sancj003,00,0,1,-1,chisj001,,,1
CIN202109030,2021/09/03,CIN09,6,0,0,3,castw003,B,givem001,stept001,schoj001,01,8,3,5,badda001,castw003,,0
CIN202109050,2021/09/05,CIN09,6,0,1,2,grosr001,B,castl003,barnt001,candj002,10,0,0,0,grosr001,,badda001,1
CIN202109180,2021/09/18,CIN09,4,0,2,2,turnt001,R,grays001,barnt001,muncm001,01,0,0,0,turnt001,,,1
CIN202109190,2021/09/19,CIN09,2,0,0,2,seagc001,L,milew001,barnt001,smitw003,00,0,0,0,seagc001,,,0
CIN202109190,2021/09/19,CIN09,8,1,1,3,indij001,R,treib001,smitw003,farmk001,12,3,6,-3,,indij001,,1
CIN202109200,2021/09/20,CIN09,4,0,1,2,alfoa002,R,cessl001,barnt001,tuckc001,12,5,4,1,alfoa002,,,0
CIN202109210,2021/09/21,CIN09,4,0,1,2,alfoa002,R,mahlt001,barnt001,perem005,10,1,1,0,alfoa002,,,0
CIN202109210,2021/09/21,CIN09,7,1,0,2,deshd002,R,mearn001,perem005,indij001,11,2,3,-1,deshd002,,,1
CIN202109210,2021/09/21,CIN09,8,0,2,2,hayek001,R,warra002,barnt001,tuckc001,02,6,2,4,hayek001,,tsuty001,1
CIN202109230,2021/09/23,CIN09,2,1,2,2,deshd002,R,corbp001,ruizk001,garcj007,01,0,0,0,deshd002,,,1
CIN202109240,2021/09/24,CIN09,4,0,2,2,thoml002,R,grays001,barnt001,escoa003,02,4,2,2,thoml002,,,1
CIN202109240,2021/09/24,CIN09,7,1,2,2,castn001,R,nolis001,ruizk001,vottj001,12,7,4,3,castn001,,cabra002,1
CIN202109240,2021/09/24,CIN09,9,1,1,2,aquia001,R,finnk001,ruizk001,indij001,12,7,7,0,aquia001,,,1
CIN202109250,2021/09/25,CIN09,5,1,1,3,deshd002,R,fedde001,ruizk001,castn001,10,4,5,-1,indij001,deshd002,,0
CIN202109270,2021/09/27,CIN09,2,1,2,2,indij001,R,poncc002,davit004,vottj001,12,4,0,4,indij001,,,1
CLE202104050,2021/04/05,CLE08,4,0,0,2,albeh001,R,allel002,perer003,mcbrr001,02,2,0,2,albeh001,,,0
CLE202104110,2021/04/11,CLE08,2,1,0,3,rosae001,L,urenj001,ramow001,reyef001,00,0,1,-1,,rosae001,,1
CLE202104110,2021/04/11,CLE08,8,0,1,2,grosr001,B,karij001,hedga001,goodn002,02,2,3,-1,grosr001,,,1
CLE202104200,2021/04/20,CLE08,3,1,1,2,ramij003,B,rodoc001,grany001,reyef001,11,1,2,-1,ramij003,,,1
CLE202104200,2021/04/20,CLE08,5,0,1,2,robel002,R,plesz001,perer003,madrn001,00,3,2,1,robel002,,,1
CLE202104220,2021/04/22,CLE08,2,1,0,2,gimea001,L,germd001,higak001,luplj001,21,3,0,3,gimea001,,,1
CLE202104240,2021/04/24,CLE08,4,1,1,2,rosae001,L,coleg001,higak001,reyef001,32,1,0,1,rosae001,,,1
CLE202104250,2021/04/25,CLE08,2,1,2,2,reyef001,R,tailj001,sancg002,luplj001,01,0,0,0,reyef001,,,1
CLE202104260,2021/04/26,CLE08,7,1,1,2,perer003,R,roblh001,jeffr002,rosaa003,00,2,2,0,perer003,,,1
CLE202104280,2021/04/28,CLE08,6,0,1,2,buxtb001,R,hents001,hedga001,donaj001,00,8,2,6,buxtb001,,,1
CLE202105110,2021/05/11,CLE08,5,1,2,2,gimea001,L,alzoa001,contw001,hernc005,00,1,2,-1,gimea001,,,1
CLE202105110,2021/05/11,CLE08,7,0,0,2,pedej001,L,biebs001,hedga001,martn003,32,2,3,-1,pedej001,,,0
CLE202105120,2021/05/12,CLE08,5,1,1,2,bauej001,L,daviz001,contw001,gimea001,22,0,0,0,bauej001,,,0
CLE202105220,2021/05/22,CLE08,1,0,0,2,arral001,L,biebs001,hedga001,donaj001,32,0,0,0,arral001,,,0
CLE202105230,2021/05/23,CLE08,10,0,1,2,kiria001,L,stept002,river003,garvm001,10,8,5,3,kiria001,,,0
CLE202105302,2021/05/30,CLE08,6,1,2,2,rosae001,L,chatt001,jansd001,bauej001,10,4,4,0,rosae001,,,1
CLE202105311,2021/05/31,CLE08,2,0,2,2,andet001,R,mcket001,river003,lambj001,10,3,2,1,andet001,,collz001,0
CLE202105311,2021/05/31,CLE08,5,1,0,2,zimmb001,L,rodoc001,collz001,hernc005,11,4,4,0,zimmb001,,,1
CLE202105311,2021/05/31,CLE08,7,0,1,2,andet001,R,sandn001,river003,hamib001,10,5,5,0,andet001,,,0
CLE202105311,2021/05/31,CLE08,8,0,1,3,hamib001,B,karij001,river003,abrej003,00,5,5,0,,hamib001,,1
CLE202105312,2021/05/31,CLE08,2,1,2,2,zimmb001,L,lambj003,grany001,hedga001,11,1,0,1,zimmb001,,bauej001,1
CLE202106010,2021/06/01,CLE08,1,1,1,2,rosaa003,R,ceasd001,collz001,ramij003,02,0,0,0,rosaa003,,,1
CLE202106010,2021/06/01,CLE08,3,1,2,2,ramih004,R,ceasd001,collz001,bauej001,00,3,3,0,ramih004,,,1
CLE202106110,2021/06/11,CLE08,4,1,0,2,rosaa003,R,stecd001,godoj001,ramij003,10,5,0,5,rosaa003,,,1
CLE202106120,2021/06/12,CLE08,5,0,1,3,moord002,R,stept002,river003,murpt002,00,3,0,3,bauej001,moord002,,1
CLE202106130,2021/06/13,CLE08,3,0,1,2,moord002,R,biebs001,hedga001,longs001,01,3,0,3,moord002,,frant002,0
CLE202106130,2021/06/13,CLE08,6,1,0,2,zimmb001,L,gilbl002,godoj001,hernc005,12,0,5,-5,zimmb001,,,1
CLE202106140,2021/06/14,CLE08,8,0,0,2,mullc002,B,karij001,river003,manct001,01,3,4,-1,mullc002,,,1
CLE202106140,2021/06/14,CLE08,8,0,2,3,mullc002,B,karij001,river003,stewd002,00,3,4,-1,,mullc002,,1
CLE202106150,2021/06/15,CLE08,3,1,2,2,rosaa003,R,harvm001,wynna001,bradb002,02,1,1,0,rosaa003,,,1
CLE202106160,2021/06/16,CLE08,2,1,1,3,rosae001,L,akink001,sevep001,river003,00,1,2,-1,bradb002,rosae001,,0
CLE202106160,2021/06/16,CLE08,3,0,2,2,mounr001,R,civaa001,river003,haysa001,11,3,1,2,mounr001,,,0
CLE202106301,2021/06/30,CLE08,6,0,2,2,grosr001,B,parkb001,hedga001,candj002,11,6,4,2,grosr001,,,1
CLE202106301,2021/06/30,CLE08,7,0,2,2,badda001,L,stept002,hedga001,schoj001,02,7,4,3,badda001,,casth001,1
CLE202106302,2021/06/30,CLE08,6,0,1,2,hilld002,R,clase001,river003,grosr001,00,6,1,5,hilld002,,,1
CLE202107020,2021/07/02,CLE08,3,0,1,3,altuj001,R,hents001,hedga001,corrc001,00,2,0,2,branm003,altuj001,,1
CLE202107030,2021/07/03,CLE08,4,1,2,2,zimmb001,L,odorj001,stubg001,cleme002,01,1,3,-2,zimmb001,,,0
CLE202107030,2021/07/03,CLE08,9,0,2,2,stram002,R,karij001,hedga001,mccoc001,00,3,2,1,stram002,,,1
CLE202107080,2021/07/08,CLE08,5,0,1,2,merrw001,R,matop002,perer003,benia002,21,3,1,2,merrw001,,,1
CLE202107090,2021/07/09,CLE08,7,1,1,2,merco003,R,kellb003,peres002,zimmb001,32,1,0,1,merco003,,,1
CLE202107100,2021/07/10,CLE08,3,1,1,3,merco003,R,minom001,peres002,hernc005,22,0,0,0,,merco003,,1
CLE202107100,2021/07/10,CLE08,6,1,1,2,zimmb001,L,sante001,rives002,hernc005,30,8,3,5,zimmb001,,,1
CLE202107220,2021/07/22,CLE08,4,1,0,2,ramih004,R,patil001,mejif001,johnd006,01,3,1,2,ramih004,,,1
CLE202107220,2021/07/22,CLE08,5,1,1,2,ramij003,B,patil001,mejif001,reyef001,01,4,1,3,ramij003,,,1
CLE202107220,2021/07/22,CLE08,6,0,0,2,meada001,L,quanc001,hedga001,wendj002,32,1,4,-3,meada001,,,0
CLE202107250,2021/07/25,CLE08,3,0,1,2,philb002,L,mcket001,perer003,choij001,21,1,1,0,philb002,,,1
CLE202107250,2021/07/25,CLE08,6,1,2,2,merco003,R,yarbr001,mejif001,perer003,12,1,2,-1,merco003,,,1
CLE202107270,2021/07/27,CLE08,6,1,0,2,ramij003,B,waina001,moliy001,reyef001,32,2,1,1,ramij003,,,0
CLE202107270,2021/07/27,CLE08,9,0,2,3,badeh001,R,matop002,perer003,dejop001,12,3,2,1,rondj002,badeh001,,1
CLE202107270,2021/07/27,CLE08,9,0,2,2,rondj002,R,matop002,perer003,dejop001,12,3,2,1,rondj002,badeh001,,1
CLE202107280,2021/07/28,CLE08,2,1,2,2,merco003,R,kim-k001,moliy001,hedga001,11,1,1,0,merco003,,,0
CLE202107280,2021/07/28,CLE08,7,1,2,2,reyef001,R,garcl005,moliy001,merco003,00,7,2,5,reyef001,,,0
CLE202108060,2021/08/06,CLE08,4,1,2,2,stram002,R,mannm001,haase001,ramij003,21,6,0,6,stram002,,,1
CLE202108070,2021/08/07,CLE08,2,0,2,2,haase001,R,morge001,ramow001,reyev001,11,1,0,1,haase001,,,1
CLE202108080,2021/08/08,CLE08,1,0,2,2,grosr001,B,plesz001,hedga001,haase001,11,0,0,0,grosr001,,,1
CLE202108080,2021/08/08,CLE08,7,1,0,2,cleme002,R,ramie004,greig001,stram002,11,5,5,0,cleme002,,,0
CLE202108080,2021/08/08,CLE08,7,1,1,2,ramij003,B,jimej003,greig001,reyef001,00,7,5,2,ramij003,,,1
CLE202108080,2021/08/08,CLE08,7,1,1,3,ramij003,B,jimej003,greig001,merco003,00,7,5,2,reyef001,ramij003,,1
CLE202108090,2021/08/09,CLE08,5,0,1,3,indij001,R,parkb001,ramow001,castn001,10,1,8,-7,,indij001,,1
CLE202108100,2021/08/10,CLE08,6,0,2,2,harrj002,R,mcket001,hedga001,murps001,01,2,3,-1,harrj002,,,0
CLE202108100,2021/08/10,CLE08,8,0,1,2,marts002,R,karij001,hedga001,olsom001,10,2,3,-1,marts002,,,1
CLE202108100,2021/08/10,CLE08,8,1,1,2,reyef001,R,romos001,murps001,ramih004,31,3,3,0,reyef001,,,1
CLE202108100,2021/08/10,CLE08,9,0,1,2,brows003,L,clase001,hedga001,chapm001,01,3,3,0,brows003,,,1
CLE202108110,2021/08/11,CLE08,1,1,2,2,ramih004,R,montf001,gomey001,merco003,01,2,0,2,ramih004,,,0
CLE202108110,2021/08/11,CLE08,3,0,2,2,marts002,R,quanc001,hedga001,olsom001,10,0,2,-2,marts002,,,1
CLE202108110,2021/08/11,CLE08,7,0,2,2,chapm001,R,shawb001,hedga001,andre001,01,2,2,0,chapm001,,,0
CLE202108110,2021/08/11,CLE08,7,1,2,3,merco003,R,diekj001,gomey001,millo002,12,3,2,1,gimea001,merco003,,1
CLE202108110,2021/08/11,CLE08,7,1,2,2,gimea001,L,diekj001,gomey001,millo002,12,3,2,1,gimea001,merco003,,1
CLE202108110,2021/08/11,CLE08,9,0,1,2,andre001,R,stept002,hedga001,canhm001,12,6,3,3,andre001,,,1
CLE202108200,2021/08/20,CLE08,4,1,2,2,ramij003,B,martj010,suzuk001,reyef001,22,5,1,4,ramij003,,,1
