game_id,date,park,inning,half,outs,play_seq,target_base,runner_id,runner_bats,pitcher_id,pitcher_throws,catcher_id,batter_id,count,score_bat,score_def,score_diff,on_1b,on_2b,on_3b,success,double_steal
CHN202507230,2025/07/23,CHI11,2,0,2,14,2,tolbt001,R,rea-c001,R,mcgur002,fraza001,01,2,0,2,tolbt001,,,1,0
CHN202507230,2025/07/23,CHI11,5,0,1,40,2,garcm003,R,rea-c001,R,mcgur002,pasqv001,10,4,2,2,garcm003,,,1,0
CHN202508010,2025/08/01,CHI11,1,0,1,3,2,hollj003,L,hortc001,R,kellc002,hendg002,11,0,0,0,hollj003,,,1,0
CHN202508010,2025/08/01,CHI11,5,0,2,34,2,jackj002,R,hortc001,R,kellc002,hollj003,01,0,1,-1,jackj002,,,0,0
CHN202508030,2025/08/03,CHI11,3,0,2,24,2,hendg002,L,rea-c001,R,kellc002,rutsa001,00,1,2,-1,hendg002,,,0,0
CHN202508030,2025/08/03,CHI11,9,0,2,83,2,nodar001,L,paled001,R,kellc002,hollj003,20,3,3,0,nodar001,,,1,0
CHN202508040,2025/08/04,CHI11,1,0,1,3,2,mclam001,R,sorom001,R,kellc002,delae003,12,0,0,0,mclam001,,,1,0
CHN202508150,2025/08/15,CHI11,5,0,2,34,2,simor002,B,rea-c001,R,mcgur002,horws001,11,1,1,0,simor002,,,1,0
CHN202508150,2025/08/15,CHI11,7,0,1,54,2,trioj001,R,brasr001,R,mcgur002,davih001,11,1,1,0,trioj001,,,1,0
CHN202508150,2025/08/15,CHI11,8,1,2,76,2,happi001,B,santd003,R,davih001,crowp001,11,2,2,0,happi001,,,0,0
CHN202508150,2025/08/15,CHI11,9,1,0,83,2,crowp001,L,santd003,R,davih001,hoern001,00,2,3,-1,crowp001,,,0,0
CHN202508160,2025/08/16,CHI11,4,1,2,28,2,kellc002,R,burrm001,R,bartj003,happi001,22,1,1,0,kellc002,,crowp001,1,0
CHN202508160,2025/08/16,CHI11,8,0,2,61,3,trioj001,R,kitta001,R,kellc002,reynb001,11,1,1,0,,trioj001,,1,0
CHN202508160,2025/08/16,CHI11,8,1,0,65,2,tuckk001,L,siske001,L,bartj003,suzus001,00,1,1,0,tuckk001,,,1,0
CHN202508180,2025/08/18,CHI11,8,0,2,70,2,durbc002,R,hollg002,R,kellc002,contw002,00,6,0,6,durbc002,,ortij005,1,0
CHN202508191,2025/08/19,CHI11,2,1,1,20,2,shawm002,R,patrc001,R,contw002,buscm003,00,2,0,2,shawm002,,,0,0
CHN202508191,2025/08/19,CHI11,8,1,0,76,2,crowp001,L,myert001,R,contw002,castw003,11,6,4,2,crowp001,,,0,0
CHN202508192,2025/08/19,CHI11,2,1,0,18,2,hoern001,R,woodb005,R,jansd001,caiso001,11,0,1,-1,hoern001,,,1,0
CHN202508200,2025/08/20,CHI11,6,1,1,51,2,suzus001,R,mills001,R,contw002,crowp001,22,3,2,1,suzus001,,,1,0
CHN202508200,2025/08/20,CHI11,9,0,2,78,2,jansd001,R,paled001,R,kellc002,frels001,31,3,4,-1,jansd001,,,1,0
CHN202508210,2025/08/21,CHI11,8,0,1,66,2,colli001,B,brasr001,R,mcgur002,contw002,00,4,1,3,colli001,,,1,0
CHN202508210,2025/08/21,CHI11,8,0,1,67,3,colli001,B,brasr001,R,mcgur002,contw002,32,4,1,3,,colli001,,0,0
CHN202509010,2025/09/01,CHI11,1,1,2,10,2,suzus001,R,stris002,R,baldd001,happi001,11,0,1,-1,suzus001,,,1,0
CHN202509010,2025/09/01,CHI11,2,0,1,14,2,fralj001,L,rea-c001,R,kellc002,allen002,11,1,0,1,fralj001,,,0,0
CHN202509010,2025/09/01,CHI11,3,1,2,29,2,shawm002,R,stris002,R,baldd001,tuckk001,00,0,3,-3,shawm002,,,1,0
CHN202509010,2025/09/01,CHI11,8,1,1,82,2,happi001,B,johnp001,R,baldd001,kellc002,31,4,6,-2,happi001,,,1,0
CHN202509020,2025/09/02,CHI11,4,0,1,32,2,harrm004,L,imans001,L,kellc002,kim-h002,10,2,4,-2,harrm004,,,0,0
CHN202509020,2025/09/02,CHI11,9,0,2,82,2,ozunm001,R,paled001,R,kellc002,kim-h002,02,3,4,-1,ozunm001,,,1,0
CHN202509030,2025/09/03,CHI11,2,1,2,15,2,castw003,B,eldeb001,R,baldd001,shawm002,22,1,0,1,castw003,,,1,0
CHN202509030,2025/09/03,CHI11,5,1,1,35,2,shawm002,R,eldeb001,R,baldd001,mcgur002,11,1,0,1,shawm002,,,0,0
CHN202509030,2025/09/03,CHI11,7,0,2,55,2,white006,R,pomed001,L,mcgur002,alvan001,00,3,1,2,white006,,,1,0
CHN202509050,2025/09/05,CHI11,3,1,1,25,2,crowp001,L,irvij001,R,adamr004,castw003,00,6,0,6,crowp001,,,1,0
CHN202509050,2025/09/05,CHI11,3,1,2,28,2,swand001,R,irvij001,R,adamr004,shawm002,12,6,0,6,swand001,,crowp001,1,0
CHN202509060,2025/09/06,CHI11,2,0,0,12,2,housb001,R,boydm001,L,kellc002,younj004,10,1,0,1,housb001,,,0,0
CHN202509060,2025/09/06,CHI11,9,1,1,79,2,hoern001,R,henrc001,R,alfaj002,kellc002,22,1,2,-1,hoern001,,,1,0
CHN202509070,2025/09/07,CHI11,3,0,2,20,2,crewd001,R,rea-c001,R,kellc002,abrac001,12,0,1,-1,crewd001,,,0,0
CHN202509070,2025/09/07,CHI11,8,1,2,67,2,swand001,R,thomm005,R,adamr004,turnj001,01,3,1,2,swand001,,,1,0
CHN202509120,2025/09/12,CHI11,7,1,2,71,2,castw003,B,orzee001,R,fortn001,shawm002,10,6,4,2,castw003,,ballm001,0,0
CHN202509130,2025/09/13,CHI11,4,1,2,31,2,hoern001,R,rasmd002,R,feduh001,ballm001,10,1,0,1,hoern001,,,1,0
CHN202509130,2025/09/13,CHI11,9,1,0,93,2,swand001,R,fairp001,R,fortn001,castw003,10,4,5,-1,swand001,,,1,0
CHN202509140,2025/09/14,CHI11,6,0,1,46,2,peree005,R,assaj001,R,mcgur002,willc002,01,3,1,2,peree005,,fortn001,1,0
CHN202509230,2025/09/23,CHI11,1,0,2,5,2,sotoj001,L,hortc001,R,kellc002,vienm001,00,1,0,1,sotoj001,,,1,0
CHN202509230,2025/09/23,CHI11,1,1,0,8,2,hoern001,R,peted003,L,alvaf001,happi001,32,0,1,-1,hoern001,,,1,0
CHN202509230,2025/09/23,CHI11,1,1,2,11,2,kellc002,R,peted003,L,alvaf001,santc002,12,0,1,-1,kellc002,,hoern001,1,0
CHN202509230,2025/09/23,CHI11,7,1,2,80,2,turnj001,R,roget002,R,alvaf001,shawm002,10,7,7,0,turnj001,,,1,0
CHN202509230,2025/09/23,CHI11,8,0,2,89,2,batyb001,L,thiec001,L,kellc002,alvaf001,10,7,7,0,batyb001,,,1,0
CHN202509240,2025/09/24,CHI11,6,1,0,55,2,shawm002,R,manas001,L,alvaf001,buscm003,00,8,2,6,shawm002,,,1,0
CHN202509260,2025/09/26,CHI11,7,1,0,59,2,swand001,R,gracg001,R,pagep001,mcgur002,11,4,1,3,swand001,,,1,0
CHN202509270,2025/09/27,CHI11,5,0,1,34,2,walkj003,R,tailj001,R,kellc002,scotv001,12,1,1,0,walkj003,,,1,0
CHN202509270,2025/09/27,CHI11,6,0,1,46,2,herri001,R,tailj001,R,kellc002,arenn001,12,1,3,-2,herri001,,,0,0
CHN202509270,2025/09/27,CHI11,8,1,1,76,3,swand001,R,alcaj001,R,crooj001,shawm002,11,7,3,4,,swand001,,1,0
CHN202509280,2025/09/28,CHI11,3,0,1,16,2,scotv001,L,assaj001,R,ballm001,fermj001,21,0,0,0,scotv001,,,1,0
CIN202503290,2025/03/29,CIN09,3,0,1,21,2,lee-j001,L,lodon001,L,trevj001,chapm001,12,2,0,2,lee-j001,,,1,0
CIN202503300,2025/03/30,CIN09,8,0,1,58,3,fitzt001,R,roget001,L,wynna001,adamw002,00,4,3,1,,fitzt001,,1,0
CIN202503310,2025/03/31,CIN09,1,1,0,7,2,delae003,B,rockk001,R,heimj001,lux-g001,10,2,0,2,delae003,,,1,0
CIN202503310,2025/03/31,CIN09,4,1,0,37,2,friet001,L,churm001,R,heimj001,mclam001,12,6,0,6,friet001,,,1,0
CIN202504010,2025/04/01,CIN09,9,0,1,64,2,smitj007,L,gibai001,R,wynna001,higak001,02,1,0,1,smitj007,,,1,0
CIN202504020,2025/04/02,CIN09,4,1,2,29,3,delae003,B,leitj001,R,heimj001,lux-g001,21,0,1,-1,,delae003,,1,0
CIN202504020,2025/04/02,CIN09,7,1,0,49,2,mclam001,R,garcr008,L,heimj001,delae003,12,0,1,-1,mclam001,,,1,0
CIN202504020,2025/04/02,CIN09,8,1,2,63,2,fralj001,L,martc007,R,heimj001,hurtj001,12,0,1,-1,fralj001,,,0,0
CIN202504110,2025/04/11,CIN09,1,1,0,5,2,friet001,L,faltb001,L,bartj003,dunnb001,22,0,0,0,friet001,,,1,0
CIN202504110,2025/04/11,CIN09,3,1,2,27,2,delae003,B,faltb001,L,rodre006,stees001,20,3,0,3,delae003,,,1,0
CIN202504110,2025/04/11,CIN09,5,1,1,47,2,friet001,L,faltb001,L,rodre006,delae003,00,5,3,2,friet001,,,0,0
CIN202504130,2025/04/13,CIN09,1,0,2,5,2,cruzo001,L,greeh001,R,wynna001,canaa001,01,0,0,0,cruzo001,,reynb001,1,0
CIN202504130,2025/04/13,CIN09,5,1,0,37,2,martn004,R,mlodc001,R,davih001,wynna001,11,2,0,2,martn004,,,1,0
CIN202504150,2025/04/15,CIN09,5,0,2,43,2,arozr001,R,barls001,R,trevj001,garvm001,31,4,2,2,arozr001,,,1,0
CIN202504150,2025/04/15,CIN09,5,0,2,44,3,arozr001,R,barls001,R,trevj001,garvm001,32,4,2,2,,arozr001,,1,0
CIN202504150,2025/04/15,CIN09,6,0,1,57,2,rival002,B,diaza004,R,trevj001,crawj002,20,4,6,-2,rival002,,,1,0
CIN202504160,2025/04/16,CIN09,2,0,1,13,2,willb004,R,martn002,R,trevj001,crawj002,22,2,0,2,willb004,,,0,0
CIN202504160,2025/04/16,CIN09,4,0,1,29,2,moord002,R,martn002,R,trevj001,willb004,30,2,0,2,moord002,,,1,0
CIN202504160,2025/04/16,CIN09,4,1,1,35,2,delae003,B,millb004,R,ralec001,haysa001,00,0,3,-3,delae003,,,1,0
CIN202504160,2025/04/16,CIN09,4,1,1,36,3,delae003,B,millb004,R,ralec001,haysa001,10,0,3,-3,,delae003,,0,0
CIN202504160,2025/04/16,CIN09,5,0,1,42,2,arozr001,R,martn002,R,trevj001,ralel001,00,4,0,4,arozr001,,,1,0
CIN202504170,2025/04/17,CIN09,4,0,1,28,2,moord002,R,singb001,R,wynna001,mastm001,12,2,2,0,moord002,,,1,0
CIN202504170,2025/04/17,CIN09,5,0,2,43,2,ralec001,B,roget001,L,wynna001,willb004,10,4,2,2,ralec001,,,1,0
CIN202504170,2025/04/17,CIN09,5,1,2,51,2,fralj001,L,hance001,R,ralec001,friet001,00,2,4,-2,fralj001,,,0,0
CIN202504170,2025/04/17,CIN09,6,0,0,54,2,moord002,R,gibai001,R,wynna001,mastm001,00,4,2,2,moord002,,,0,0
CIN202504170,2025/04/17,CIN09,7,0,1,69,3,polaj001,B,diaza004,R,wynna001,solad001,00,4,2,2,arozr001,polaj001,,0,0
CIN202504170,2025/04/17,CIN09,7,1,2,78,2,mclam001,R,vargc003,R,ralec001,espis001,10,3,4,-1,mclam001,,fralj001,1,0
CIN202504170,2025/04/17,CIN09,10,0,1,118,2,rodrj007,R,ashcg001,R,trevj001,garvm001,21,8,7,1,rodrj007,,mastm001,1,0
CIN202504280,2025/04/28,CIN09,7,1,2,58,2,mclam001,R,kingj002,L,pagep001,delae003,12,3,1,2,mclam001,,friet001,1,0
CIN202504301,2025/04/30,CIN09,3,0,0,17,2,scotv001,L,singb001,R,trevj001,nootl001,20,1,0,1,scotv001,,,1,0
CIN202504301,2025/04/30,CIN09,4,1,1,30,2,delae003,B,mikom001,R,pozoy001,lux-g001,00,0,1,-1,delae003,,,1,0
CIN202504301,2025/04/30,CIN09,6,0,1,42,2,winnm001,R,singb001,R,trevj001,arenn001,32,1,0,1,winnm001,,,1,0
CIN202504301,2025/04/30,CIN09,6,1,2,49,2,delae003,B,leahk001,R,pozoy001,martn004,00,0,1,-1,delae003,,friet001,1,0
CIN202504301,2025/04/30,CIN09,8,0,0,62,2,winnm001,R,barls001,R,trevj001,donob001,10,1,0,1,winnm001,,,0,0
CIN202504302,2025/04/30,CIN09,1,1,2,10,2,mclam001,R,matzs001,L,pagep001,martn004,10,0,3,-3,mclam001,,,1,0
CIN202505010,2025/05/01,CIN09,1,1,1,7,2,friet001,L,libem001,L,pozoy001,delae003,12,0,0,0,friet001,,,1,0
CIN202505020,2025/05/02,CIN09,1,0,2,4,2,woodj004,L,greeh001,R,trevj001,ruizk001,02,0,0,0,woodj004,,,1,0
CIN202505020,2025/05/02,CIN09,7,1,2,67,2,stees001,R,henrc001,R,ruizk001,stept001,10,6,1,5,stees001,,,1,0
CIN202505020,2025/05/02,CIN09,8,0,1,73,3,abrac001,L,santt001,R,trevj001,lowen001,11,1,6,-5,woodj004,abrac001,,0,0
CIN202505030,2025/05/03,CIN09,1,1,1,11,2,friet001,L,willt002,R,adamr004,delae003,01,0,2,-2,friet001,,,1,0
CIN202505030,2025/05/03,CIN09,2,1,0,22,2,espis001,R,willt002,R,adamr004,callt001,00,2,2,0,espis001,,fralj001,0,0
CIN202505030,2025/05/03,CIN09,6,0,1,55,3,younj004,R,lodon001,L,stept001,rosaa003,00,3,3,0,abrac001,younj004,,1,1
CIN202505030,2025/05/03,CIN09,6,0,1,55,2,abrac001,L,lodon001,L,stept001,rosaa003,00,3,3,0,abrac001,younj004,,1,1
CIN202505030,2025/05/03,CIN09,6,0,1,58,2,woodj004,L,lodon001,L,stept001,lowen001,00,6,3,3,woodj004,,,1,0
CIN202505030,2025/05/03,CIN09,7,0,0,74,2,crewd001,R,zuluy001,R,stept001,adamr004,11,7,4,3,crewd001,,,1,0
CIN202505030,2025/05/03,CIN09,7,1,1,83,2,delae003,B,ferrj002,L,adamr004,lux-g001,02,4,8,-4,delae003,,,0,0
CIN202505040,2025/05/04,CIN09,5,1,1,39,2,mclam001,R,gorem001,L,ruizk001,espis001,10,1,1,0,mclam001,,,1,0
CIN202505040,2025/05/04,CIN09,7,0,1,56,2,crewd001,R,ashcg001,R,trevj001,younj004,00,2,1,1,crewd001,,calla002,1,0
CIN202505040,2025/05/04,CIN09,7,0,2,59,2,younj004,R,roget001,L,trevj001,abrac001,01,2,1,1,younj004,,calla002,1,0
CIN202505130,2025/05/13,CIN09,6,1,0,44,2,bensw001,L,cannj001,R,quere001,espis001,00,0,1,-1,bensw001,,,1,0
CIN202505130,2025/05/13,CIN09,8,1,1,66,3,joe-c001,R,leasj001,R,quere001,bensw001,32,0,1,-1,,joe-c001,,0,0
CIN202505130,2025/05/13,CIN09,9,0,1,71,2,robel002,R,pagae001,R,stept001,vauga001,10,1,0,1,robel002,,,1,0
CIN202505140,2025/05/14,CIN09,2,0,0,8,2,robel002,R,lodon001,L,trevj001,vauga001,00,0,0,0,robel002,,,1,0
CIN202505160,2025/05/16,CIN09,7,1,1,61,2,delae003,B,festm001,R,naylb001,haysa001,01,5,3,2,delae003,,,1,0
CIN202505160,2025/05/16,CIN09,7,1,1,63,2,haysa001,R,festm001,R,naylb001,lux-g001,32,5,3,2,haysa001,,delae003,1,0
CIN202505170,2025/05/17,CIN09,3,0,2,20,2,ramij003,B,suteb001,L,trevj001,manzk001,12,0,0,0,ramij003,,,0,0
CIN202505170,2025/05/17,CIN09,8,1,1,69,2,espis001,R,clase001,R,naylb001,haysa001,00,4,1,3,espis001,,,1,0
CIN202505180,2025/05/18,CIN09,1,0,0,2,2,kwans001,L,abboa001,L,stept001,ramij003,12,0,0,0,kwans001,,,1,0
CIN202505180,2025/05/18,CIN09,3,1,2,28,2,delae003,B,ortil003,R,hedga001,haysa001,01,0,0,0,delae003,,friet001,1,0
CIN202505230,2025/05/23,CIN09,5,1,2,54,2,friet001,L,flexc001,R,kellc002,espis001,00,6,2,4,friet001,,bensw001,0,0
CIN202505240,2025/05/24,CIN09,2,0,2,14,2,hoern001,R,abboa001,L,stept001,amaym001,11,0,2,-2,hoern001,,,1,0
CIN202505240,2025/05/24,CIN09,4,0,1,29,2,swand001,R,abboa001,L,stept001,hoern001,00,1,2,-1,swand001,,,0,0
CIN202505240,2025/05/24,CIN09,5,1,0,46,2,delae003,B,rea-c001,R,amaym001,haysa001,11,5,1,4,delae003,,,1,0
CIN202505240,2025/05/24,CIN09,7,1,1,71,2,delae003,B,krisb001,R,kellc002,lux-g001,10,6,2,4,delae003,,,0,0
CIN202505250,2025/05/25,CIN09,6,1,1,65,2,mclam001,R,brasr001,R,mcgur002,friet001,11,8,4,4,mclam001,,,1,0
CIN202506040,2025/06/04,CIN09,3,0,2,18,2,chouj001,R,abboa001,L,trevj001,yelic001,02,1,0,1,chouj001,,monaa001,1,0
CIN202506040,2025/06/04,CIN09,4,1,1,33,2,stept001,R,prieq001,R,haase001,joe-c001,32,0,1,-1,stept001,,,0,0
CIN202506040,2025/06/04,CIN09,6,1,1,50,2,delae003,B,prieq001,R,haase001,stept001,00,1,5,-4,delae003,,,1,0
CIN202506040,2025/06/04,CIN09,6,1,1,51,3,delae003,B,prieq001,R,haase001,stept001,12,1,5,-4,,delae003,,1,0
CIN202506060,2025/06/06,CIN09,5,0,1,36,2,tawat001,R,lodon001,L,trevj001,thoma004,12,3,2,1,tawat001,,,0,0
CIN202506080,2025/06/08,CIN09,6,1,1,48,3,delae003,B,gallz001,R,herrj003,bensw001,00,2,2,0,encac001,delae003,,0,0
CIN202506170,2025/06/17,CIN09,4,1,1,29,2,delae003,B,festd001,R,jeffr002,stept001,12,0,1,-1,delae003,,,1,0
CIN202506170,2025/06/17,CIN09,4,1,2,34,2,stees001,R,festd001,R,jeffr002,fralj001,02,2,1,1,stees001,,bensw001,1,0
CIN202506170,2025/06/17,CIN09,8,0,1,84,2,frant002,R,santt001,R,stept001,lee-b002,32,5,6,-1,frant002,,,0,0
CIN202506180,2025/06/18,CIN09,3,1,2,29,2,bensw001,L,oberb002,R,vazqc001,espis001,12,4,1,3,bensw001,,,0,0
CIN202506230,2025/06/23,CIN09,8,1,1,74,2,stees001,R,leitm002,R,wella002,stept001,10,5,1,4,stees001,,,1,0
CIN202506240,2025/06/24,CIN09,5,0,0,34,2,perao002,R,burnc003,R,stept001,grist001,12,3,0,3,perao002,,,1,0
CIN202506250,2025/06/25,CIN09,7,0,0,59,2,domij003,B,roget001,L,trevj001,volpa001,00,6,1,5,domij003,,,1,0
CIN202506250,2025/06/25,CIN09,7,0,1,61,3,domij003,B,roget001,L,trevj001,wella002,32,6,1,5,,domij003,,1,0
CIN202506270,2025/06/27,CIN09,3,1,1,25,2,delae003,B,ceasd001,R,maldm001,lux-g001,00,3,0,3,delae003,,mclam001,1,0
CIN202506290,2025/06/29,CIN09,9,0,1,79,2,tatif002,R,pagae001,R,trevj001,wadet002,10,2,1,1,tatif002,,,1,0
CIN202507070,2025/07/07,CIN09,2,0,2,10,2,wagae001,R,singb001,R,stept001,norbc001,10,0,0,0,wagae001,,,1,0
CIN202507080,2025/07/08,CIN09,3,0,0,17,2,myerd001,R,martn002,R,trevj001,edwax001,00,1,1,0,myerd001,,hernh001,1,0
CIN202507090,2025/07/09,CIN09,1,1,1,7,2,mclam001,R,alcas001,R,fortn001,delae003,12,0,0,0,mclam001,,,1,0
CIN202507090,2025/07/09,CIN09,4,0,1,31,2,lopeo001,R,abboa001,L,stept001,myerd001,00,0,3,-3,lopeo001,,,1,0
CIN202507100,2025/07/10,CIN09,1,1,2,7,2,delae003,B,quanc001,R,fortn001,haysa001,31,0,0,0,delae003,,,1,0
CIN202507100,2025/07/10,CIN09,3,0,2,20,2,edwax001,B,lodon001,L,trevj001,ramia004,12,0,2,-2,edwax001,,,1,0
CIN202507110,2025/07/11,CIN09,5,1,1,43,2,friet001,L,marqg001,R,goodh001,mclam001,10,1,2,-1,friet001,,,1,0
CIN202507110,2025/07/11,CIN09,7,1,2,63,2,delae003,B,birdj001,R,goodh001,haysa001,00,2,2,0,delae003,,martn004,1,0
CIN202507120,2025/07/12,CIN09,1,1,1,7,2,delae003,B,blalb001,R,goodh001,haysa001,00,0,0,0,delae003,,mclam001,1,0
CIN202507130,2025/07/13,CIN09,2,1,2,14,2,martn004,R,gomba001,L,nolaa002,espis001,10,1,0,1,martn004,,,1,0
CIN202507250,2025/07/25,CIN09,3,0,1,20,2,simpc001,L,martn002,R,stept001,diazy001,31,0,1,-1,simpc001,,,1,0
CIN202507250,2025/07/25,CIN09,4,0,2,30,2,morec001,R,martn002,R,stept001,wallt003,10,1,1,0,morec001,,,1,0
CIN202507260,2025/07/26,CIN09,7,1,2,68,2,delae003,B,cleag001,L,jansd001,haysa001,20,4,2,2,delae003,,mclam001,1,0
CIN202507270,2025/07/27,CIN09,1,0,0,2,2,simpc001,L,singb001,R,trevj001,diazy001,00,0,0,0,simpc001,,,0,0
CIN202507270,2025/07/27,CIN09,1,1,1,10,3,mclam001,R,baz-s001,R,thaim001,lux-g001,01,1,0,1,haysa001,mclam001,,1,1
CIN202507270,2025/07/27,CIN09,1,1,1,10,2,haysa001,R,baz-s001,R,thaim001,lux-g001,01,1,0,1,haysa001,mclam001,,1,1
CIN202507270,2025/07/27,CIN09,3,1,2,28,2,martn004,R,baz-s001,R,thaim001,fralj001,10,2,0,2,martn004,,lux-g001,1,0
CIN202507280,2025/07/28,CIN09,3,1,2,26,2,delae003,B,yamay001,R,rushd001,lux-g001,10,1,1,0,delae003,,friet001,1,0
CIN202507280,2025/07/28,CIN09,7,0,0,56,2,bettm001,R,barls001,R,stept001,ohtas001,11,3,1,2,bettm001,,,1,0
CIN202507290,2025/07/29,CIN09,3,0,2,19,2,bettm001,R,lodon001,L,trevj001,smitw003,12,2,0,2,bettm001,,,0,0
CIN202508010,2025/08/01,CIN09,6,1,1,42,2,bensw001,L,eldeb001,R,baldd001,lux-g001,01,0,0,0,bensw001,,,1,0
CIN202508010,2025/08/01,CIN09,9,0,0,73,2,albio001,B,pagae001,R,trevj001,white006,12,1,3,-2,albio001,,harrm004,1,0
CIN202508020,2025/08/02,BST01,1,1,1,9,3,delae003,B,waldh001,R,murps001,andum001,00,1,0,1,haysa001,delae003,,1,1
CIN202508020,2025/08/02,BST01,1,1,1,9,2,haysa001,R,waldh001,R,murps001,andum001,00,1,0,1,haysa001,delae003,,1,1
CIN202508020,2025/08/02,BST01,8,1,2,82,2,martn004,R,kinlt001,R,murps001,stees001,00,2,4,-2,martn004,,,1,0
CIN202508120,2025/08/12,CIN09,4,1,1,28,2,martn004,R,suarr001,L,marcr001,mclam001,10,3,0,3,martn004,,,0,0
CIN202508160,2025/08/16,CIN09,2,0,2,12,2,berrs002,B,littz001,R,trevj001,lockb001,10,1,0,1,berrs002,,turab002,1,0
CIN202508160,2025/08/16,CIN09,6,0,2,44,2,contw002,R,littz001,R,trevj001,vauga001,01,1,0,1,contw002,,,1,0
CIN202508170,2025/08/17,CIN09,8,0,1,61,2,blact003,L,santt001,R,trevj001,turab002,10,0,1,-1,blact003,,,0,0
CIN202508290,2025/08/29,CIN09,2,0,1,14,2,walkj003,R,littz001,R,trevj001,pagep001,22,1,2,-1,walkj003,,saggt001,0,0
CIN202508290,2025/08/29,CIN09,9,0,1,89,3,pagep001,R,pagae001,R,banfw001,churn001,02,5,5,0,,pagep001,,0,0
CIN202509010,2025/09/01,CIN09,1,0,0,2,2,sprig001,R,greeh001,R,trevj001,barga001,10,0,0,0,sprig001,,,1,0
CIN202509020,2025/09/02,CIN09,9,0,2,97,3,guerv002,R,zuluy001,R,trevj001,kirka001,22,11,9,2,,guerv002,,1,0
CIN202509030,2025/09/03,CIN09,9,0,1,99,2,cleme002,R,maxwz001,R,banfw001,stram002,21,12,9,3,cleme002,,,1,0
CIN202509050,2025/09/05,CIN09,1,0,1,5,3,sotoj001,L,abboa001,L,stept001,nimmb001,11,1,0,1,vienm001,sotoj001,,1,0
CIN202509050,2025/09/05,CIN09,8,0,2,75,2,acunl001,R,martn002,R,stept001,lindf001,20,5,4,1,acunl001,,,1,0
CIN202509060,2025/09/06,CIN09,1,0,0,2,2,lindf001,B,singb001,R,trevj001,sotoj001,21,0,0,0,lindf001,,,0,0
CIN202509060,2025/09/06,CIN09,3,0,1,19,2,mullc002,L,singb001,R,trevj001,lindf001,00,0,2,-2,mullc002,,,1,0
CIN202509060,2025/09/06,CIN09,3,1,2,29,2,delae003,B,tongj001,R,torrl001,haysa001,00,3,1,2,delae003,,,0,0
CIN202509060,2025/09/06,CIN09,5,0,1,40,3,lindf001,B,singb001,R,trevj001,sotoj001,11,1,4,-3,,lindf001,,0,0
CIN202509060,2025/09/06,CIN09,7,0,2,59,2,sotoj001,L,barls001,R,trevj001,nimmb001,01,2,4,-2,sotoj001,,,1,0
CIN202509070,2025/09/07,CIN09,4,1,0,26,2,martn004,R,sprob001,R,alvaf001,delae003,10,0,1,-1,martn004,,,1,0
CIN202509190,2025/09/19,CIN09,2,0,2,13,2,crowp001,L,lodon001,L,trevj001,shawm002,00,1,1,0,crowp001,,,0,0
CIN202509190,2025/09/19,CIN09,2,1,2,17,2,delae003,B,imans001,L,kellc002,trevj001,10,1,1,0,delae003,,,0,0
CIN202509200,2025/09/20,CIN09,2,1,2,15,2,delae003,B,assaj001,R,mcgur002,stept001,00,0,0,0,delae003,,,1,0
CIN202509200,2025/09/20,CIN09,3,1,0,24,2,mclam001,R,assaj001,R,mcgur002,friet001,00,0,1,-1,mclam001,,,1,0
CIN202509200,2025/09/20,CIN09,8,1,0,80,2,martn004,R,kitta001,R,kellc002,delae003,00,4,3,1,martn004,,,1,0
CIN202509210,2025/09/21,CIN09,1,1,2,7,2,martn004,R,tailj001,R,kellc002,stees001,00,0,0,0,martn004,,,1,0
CIN202509210,2025/09/21,CIN09,2,0,2,12,2,swand001,R,abboa001,L,trevj001,turnj001,01,0,0,0,swand001,,,1,0
CIN202509240,2025/09/24,CIN09,2,0,2,10,2,phamt001,R,greeh001,R,stept001,gonzn001,22,0,0,0,phamt001,,,0,0
CLE202504080,2025/04/08,CLE08,1,0,1,3,2,robel002,R,liveb001,R,naylb001,maton001,22,0,0,0,robel002,,,0,0
CLE202504080,2025/04/08,CLE08,4,0,0,22,2,robel002,R,liveb001,R,naylb001,maton001,21,0,0,0,robel002,,,1,0
CLE202504080,2025/04/08,CLE08,9,0,1,73,2,robel002,R,clase001,R,naylb001,vauga001,11,0,0,0,robel002,,,1,0
CLE202504090,2025/04/09,CLE08,3,0,2,24,2,vargm001,R,allel003,L,hedga001,sosal001,12,1,2,-1,vargm001,,vauga001,1,0
CLE202504090,2025/04/09,CLE08,4,1,2,41,3,hedga001,R,vasim001,R,lee-k002,santc002,00,3,1,2,kwans001,hedga001,,1,1
CLE202504090,2025/04/09,CLE08,4,1,2,41,2,kwans001,L,vasim001,R,lee-k002,santc002,00,3,1,2,kwans001,hedga001,,1,1
CLE202504090,2025/04/09,CLE08,8,1,1,84,2,jonen002,L,ellaf001,L,thaim001,ariag002,12,3,1,2,jonen002,,,0,0
CLE202504100,2025/04/10,CLE08,1,0,2,6,2,thaim001,L,willg004,R,naylb001,slata001,01,1,0,1,thaim001,,,0,0
CLE202504100,2025/04/10,CLE08,7,1,2,65,2,jonen002,L,wilsb003,R,thaim001,noelj001,21,6,1,5,jonen002,,,1,0
CLE202504110,2025/04/11,CLE08,4,0,2,29,2,wated001,B,bibet001,R,hedga001,fermf002,11,0,0,0,wated001,,,0,0
