game_id,date,park,inning,half,outs,target_base,runner_id,runner_bats,pitcher_id,pitcher_throws,catcher_id,batter_id,count,score_bat,score_def,score_diff,on_1b,on_2b,on_3b,success,double_steal
NYA202410150,2024/10/15,NYC21,5,0,1,2,ramij003,B,coleg001,R,wella002,thoml002,00,1,3,-2,ramij003,,manzk001,1,0
NYA202410150,2024/10/15,NYC21,6,1,0,3,chisj001,L,sabre001,L,hedga001,rizza001,00,3,2,1,volpa001,chisj001,,0,0
CLE202410170,2024/10/17,CLE08,2,0,1,2,trevj001,R,boydm001,L,hedga001,torrg001,10,1,0,1,trevj001,,verda001,0,0
CLE202410170,2024/10/17,CLE08,3,1,2,2,ramij003,B,schmc002,R,trevj001,thoml002,00,2,1,1,ramij003,,,1,0
CLE202410170,2024/10/17,CLE08,6,1,1,3,thoml002,R,mayzt001,L,trevj001,gimea001,20,2,1,1,,thoml002,,1,0
CLE202410170,2024/10/17,CLE08,6,1,2,3,gimea001,L,mayzt001,L,trevj001,kwans001,00,3,1,2,hedga001,gimea001,,1,0
CLE202410170,2024/10/17,CLE08,8,0,2,2,chisj001,L,clase001,R,hedga001,bertj001,00,4,3,1,chisj001,,,1,0
CLE202410180,2024/10/18,CLE08,3,1,2,2,kwans001,L,gil-l001,R,wella002,naylj001,00,1,3,-2,kwans001,,,1,0
CLE202410180,2024/10/18,CLE08,9,0,0,2,volpa001,R,clase001,R,naylb001,wella002,10,6,6,0,volpa001,,rizza001,1,0
CLE202410050,2024/10/05,CLE08,2,1,2,2,fry-d001,R,olsor001,R,rogej004,thoml002,02,5,0,5,fry-d001,,kwans001,1,0
CLE202410050,2024/10/05,CLE08,3,1,2,2,gimea001,L,olsor001,R,rogej004,roccb001,11,5,0,5,gimea001,,,1,0
DET202410100,2024/10/10,DET05,1,0,1,3,kwans001,L,olsor001,R,rogej004,naylj001,01,0,0,0,manzk001,kwans001,,1,0
CLE202410120,2024/10/12,CLE08,2,0,1,3,meadp001,L,boydm001,L,naylb001,rogej004,11,0,0,0,,meadp001,,1,0
CLE202410120,2024/10/12,CLE08,8,0,0,2,meadp001,L,clase001,R,hedga001,rogej004,01,3,6,-3,meadp001,,,1,0
NYA202410050,2024/10/05,NYC21,7,1,0,2,chisj001,L,lorem002,R,peres002,volpa001,32,5,5,0,chisj001,,,1,0
NYA202410070,2024/10/07,NYC21,2,1,2,2,volpa001,R,ragac001,L,peres002,bertj001,10,0,0,0,volpa001,,,1,0
NYA202410070,2024/10/07,NYC21,4,0,1,2,phamt001,R,rodoc001,L,wella002,renfh001,22,2,1,1,phamt001,,,1,0
NYA202410070,2024/10/07,NYC21,7,0,0,2,isbek001,L,holmc001,R,wella002,garcm003,10,4,1,3,isbek001,,,0,0
NYA202410070,2024/10/07,NYC21,7,0,1,2,garcm003,R,holmc001,R,wella002,wittb002,22,4,1,3,garcm003,,,1,0
KCA202410090,2024/10/09,KAN06,6,0,2,2,stanm004,R,schrj001,R,peres002,volpa001,20,2,2,0,stanm004,,,1,0
KCA202410100,2024/10/10,KAN06,8,0,2,2,judga001,R,schrj001,R,peres002,stanm004,00,3,1,2,judga001,,,1,0
BAL202410010,2024/10/01,BAL12,6,0,1,2,garcm003,R,burnc002,R,mccaj001,massm001,01,0,0,0,garcm003,,,1,0
BAL202410010,2024/10/01,BAL12,6,0,2,2,wittb002,R,burnc002,R,mccaj001,pasqv001,11,1,0,1,wittb002,,,0,0
BAL202410010,2024/10/01,BAL12,9,0,2,2,garcm003,R,akink001,L,rutsa001,pasqv001,20,1,0,1,garcm003,,,1,0
BAL202410020,2024/10/02,BAL12,7,0,1,2,melem001,L,canoy001,R,rutsa001,renfh001,10,2,1,1,melem001,,,0,0
BAL202410020,2024/10/02,BAL12,8,0,2,2,phamt001,R,domis001,R,rutsa001,wittb002,00,2,1,1,phamt001,,,1,0
HOU202410010,2024/10/01,HOU03,4,0,1,2,meadp001,L,valdf001,L,diazy004,sweet001,22,3,0,3,meadp001,,,1,0
HOU202410020,2024/10/02,HOU03,5,0,2,2,sweet001,L,browh001,R,diazy004,rogej004,12,0,0,0,sweet001,,,1,0
HOU202410020,2024/10/02,HOU03,5,1,2,2,mccoc001,R,brieb001,R,rogej004,tuckk001,12,0,0,0,mccoc001,,,1,0
HOU202410020,2024/10/02,HOU03,9,0,1,2,meadp001,L,hadej001,L,diazy004,mallj001,01,5,2,3,meadp001,,,0,0
ANA202404050,2024/04/05,ANA01,6,0,1,2,rafac001,R,suarj001,L,ohopl001,mcgur002,00,4,1,3,rafac001,,,1,0
ANA202404060,2024/04/06,ANA01,1,1,0,2,renda001,R,whitg002,R,wongc001,schan001,10,0,0,0,renda001,,,0,0
ANA202404060,2024/04/06,ANA01,3,0,1,2,duraj001,L,detmr001,L,ohopl001,reyep001,00,1,0,1,duraj001,,,0,0
ANA202404060,2024/04/06,ANA01,5,1,1,2,netoz001,R,whitg002,R,wongc001,schan001,10,0,1,-1,netoz001,,,1,0
ANA202404060,2024/04/06,ANA01,6,1,2,2,rengl001,B,weisg001,R,wongc001,monim001,21,0,1,-1,rengl001,,,1,0
ANA202404070,2024/04/07,ANA01,3,1,1,2,troum001,R,houct001,R,mcgur002,wardt002,01,0,3,-3,troum001,,renda001,1,0
ANA202404070,2024/04/07,ANA01,5,0,0,2,mcgur002,L,silsc001,R,ohopl001,hamid002,32,3,0,3,mcgur002,,,1,0
ANA202404080,2024/04/08,ANA01,1,1,1,2,wardt002,R,efliz001,R,pintr003,sanom001,00,2,0,2,wardt002,,,1,0
ANA202404080,2024/04/08,ANA01,5,0,1,2,cabaj001,R,andet002,L,ohopl001,pintr003,02,0,3,-3,cabaj001,,,0,0
ANA202404080,2024/04/08,ANA01,6,1,0,2,rengl001,B,waguj001,R,pintr003,ohopl001,22,5,0,5,rengl001,,,1,0
ANA202404090,2024/04/09,ANA01,3,1,2,2,renda001,R,civaa001,R,pintr003,troum001,30,2,2,0,renda001,,,1,0
ANA202404090,2024/04/09,ANA01,8,0,2,2,cabaj001,R,strih001,R,ohopl001,ramih004,01,5,3,2,cabaj001,,,1,0
ANA202404100,2024/04/10,ANA01,8,1,2,2,adelj001,R,adamj002,R,rortb001,thaim001,00,2,4,-2,adelj001,,,1,0
ANA202404220,2024/04/22,ANA01,1,0,2,2,westj002,R,detmr001,L,ohopl001,santa003,00,0,0,0,westj002,,,1,0
ANA202404220,2024/04/22,ANA01,3,0,0,2,matej003,R,detmr001,L,ohopl001,hendg002,00,1,0,1,matej003,,,1,0
ANA202404220,2024/04/22,ANA01,3,0,1,3,matej003,R,detmr001,L,ohopl001,rutsa001,01,1,0,1,,matej003,,1,0
ANA202404220,2024/04/22,ANA01,9,0,1,2,mullc002,L,suarj001,L,ohopl001,cowsc001,20,4,2,2,mullc002,,,1,0
ANA202404230,2024/04/23,ANA01,3,1,2,2,adelj001,R,rodrg003,R,rutsa001,rengl001,10,5,0,5,adelj001,,,0,0
ANA202404240,2024/04/24,ANA01,3,1,2,2,rengl001,B,kremd001,R,mccaj001,troum001,10,0,1,-1,rengl001,,,1,0
ANA202404240,2024/04/24,ANA01,8,0,1,2,hendg002,L,fulmc001,R,ohopl001,mounr001,11,6,3,3,hendg002,,,1,0
ANA202404240,2024/04/24,ANA01,9,1,2,2,adelj001,R,kimbc001,R,mccaj001,rengl001,00,5,6,-1,adelj001,,,0,0
ANA202404260,2024/04/26,ANA01,4,1,0,2,troum001,R,oberb002,R,vazqc001,schan001,31,0,2,-2,troum001,,,0,0
ANA202404260,2024/04/26,ANA01,9,0,1,2,marta007,R,moorm003,L,ohopl001,julie001,10,4,2,2,marta007,,,1,0
ANA202404280,2024/04/28,ANA01,6,0,0,2,castw003,B,cimba001,R,ohopl001,vazqc001,10,5,4,1,castw003,,,0,0
ANA202404280,2024/04/28,ANA01,7,0,2,2,vazqc001,R,moorm003,L,ohopl001,julie001,01,9,4,5,vazqc001,,castw003,1,0
ANA202404280,2024/04/28,ANA01,8,0,0,2,marta007,R,krisz001,R,ohopl001,jeffr002,00,9,5,4,marta007,,,1,0
ANA202404280,2024/04/28,ANA01,8,0,1,2,buxtb001,R,krisz001,R,ohopl001,kiria001,11,10,5,5,buxtb001,,,1,0
ANA202404290,2024/04/29,ANA01,2,1,1,3,rengl001,B,sancc002,L,stubg001,adrie001,11,1,3,-2,tuckc001,rengl001,,1,1
ANA202404290,2024/04/29,ANA01,2,1,1,2,tuckc001,B,sancc002,L,stubg001,adrie001,11,1,3,-2,tuckc001,rengl001,,1,1
ANA202404290,2024/04/29,ANA01,6,0,2,2,stotb001,L,strih001,R,ohopl001,rojaj003,02,4,2,2,stotb001,,,1,0
ANA202404290,2024/04/29,ANA01,6,1,2,2,tuckc001,B,kerko001,R,stubg001,adrie001,01,4,4,0,tuckc001,,,0,0
ANA202404290,2024/04/29,ANA01,7,1,1,2,troum001,R,domis001,R,stubg001,adelj001,00,4,4,0,troum001,,adrie001,1,0
ANA202404300,2024/04/30,ANA01,2,1,0,2,rengl001,B,turns003,R,realj001,ohopl001,12,0,3,-3,rengl001,,drurb001,1,0
ANA202404300,2024/04/30,ANA01,5,1,1,2,tuckc001,B,turns003,R,realj001,netoz001,22,1,3,-2,tuckc001,,,1,0
ANA202404300,2024/04/30,ANA01,7,1,1,3,adelj001,R,stram001,L,realj001,wardt002,01,5,3,2,,adelj001,,0,0
ANA202404300,2024/04/30,ANA01,8,0,1,2,turnt001,R,moorm003,L,ohopl001,harpb003,11,3,5,-2,turnt001,,,1,0
ANA202404300,2024/04/30,ANA01,9,0,2,2,turnt001,R,garra001,L,ohopl001,harpb003,31,7,5,2,turnt001,,,1,0
ANA202405010,2024/05/01,ANA01,2,0,2,2,schwk001,L,sandp002,L,thaim001,turnt001,12,2,0,2,schwk001,,pachc001,1,0
ANA202405010,2024/05/01,ANA01,7,0,1,2,merrw001,R,garra001,L,thaim001,pachc001,00,2,1,1,merrw001,,,1,0
ANA202405010,2024/05/01,ANA01,8,1,0,2,wardt002,R,alvaj004,L,realj001,rengl001,01,1,2,-1,wardt002,,,0,0
ANA202405090,2024/05/09,ANA01,3,0,0,H,hampg001,R,detmr001,L,ohopl001,wittb002,01,2,0,2,garcm003,,hampg001,0,0
ANA202405090,2024/05/09,ANA01,6,0,2,2,bland001,R,garra001,L,ohopl001,hampg001,00,6,0,6,bland001,,,1,0
ANA202405090,2024/05/09,ANA01,6,0,2,3,bland001,R,garra001,L,ohopl001,hampg001,32,6,0,6,,bland001,,1,0
ANA202405090,2024/05/09,ANA01,6,0,2,2,hampg001,R,garra001,L,ohopl001,garcm003,10,6,0,6,hampg001,,bland001,1,0
ANA202405100,2024/05/10,ANA01,2,1,0,2,goodn002,B,marsa001,R,peres002,thaim001,22,0,0,0,goodn002,,,1,0
ANA202405100,2024/05/10,ANA01,5,1,0,2,netoz001,R,marsa001,R,peres002,guill001,10,1,0,1,netoz001,,,1,0
ANA202405110,2024/05/11,ANA01,1,0,1,2,wittb002,R,andet002,L,ohopl001,pasqv001,10,0,0,0,wittb002,,,1,0
ANA202405110,2024/05/11,ANA01,6,0,1,2,wittb002,R,andet002,L,ohopl001,peres002,00,2,5,-3,wittb002,,,1,0
ANA202405110,2024/05/11,ANA01,6,0,1,3,wittb002,R,andet002,L,ohopl001,peres002,10,2,5,-3,,wittb002,,0,0
ANA202405110,2024/05/11,ANA01,7,1,2,2,pillk001,R,anden001,R,peres002,ohopl001,01,7,3,4,pillk001,,wardt002,1,0
ANA202405120,2024/05/12,ANA01,7,0,0,2,garcm003,R,sandp002,L,ohopl001,wittb002,10,4,1,3,garcm003,,,1,0
ANA202405140,2024/05/14,ANA01,2,0,1,3,sianm001,L,detmr001,L,ohopl001,winnm001,01,2,0,2,,sianm001,,1,0
ANA202405140,2024/05/14,ANA01,3,0,1,3,goldp001,R,detmr001,L,ohopl001,carld002,20,2,0,2,burla001,goldp001,,1,1
ANA202405140,2024/05/14,ANA01,3,0,1,2,burla001,L,detmr001,L,ohopl001,carld002,20,2,0,2,burla001,goldp001,,1,1
ANA202405140,2024/05/14,ANA01,6,0,2,2,winnm001,R,strih001,R,ohopl001,donob001,12,5,5,0,winnm001,,,1,0
ANA202405140,2024/05/14,ANA01,8,1,1,H,netoz001,R,romej002,L,pagep001,guill001,11,6,7,-1,schan001,parik002,netoz001,0,0
ANA202405150,2024/05/15,ANA01,1,1,1,2,pillk001,R,lynnl001,R,herri001,ohopl001,10,3,0,3,pillk001,,,1,0
ANA202405150,2024/05/15,ANA01,2,1,0,2,netoz001,R,lynnl001,R,herri001,parik002,10,4,0,4,netoz001,,,0,0
ANA202405240,2024/05/24,ANA01,2,0,2,2,ariag002,R,sandp002,L,ohopl001,roccb001,22,1,1,0,ariag002,,rodrj009,1,0
ANA202405250,2024/05/25,ANA01,4,1,1,2,adelj001,R,bibet001,R,naylb001,monim001,12,3,4,-1,adelj001,,,0,0
ANA202405250,2024/05/25,ANA01,7,1,1,2,netoz001,R,smitc009,R,naylb001,schan001,32,3,4,-1,netoz001,,,0,0
ANA202405250,2024/05/25,ANA01,8,0,2,2,ramij003,B,moorm003,L,ohopl001,naylj001,12,4,3,1,ramij003,,,0,0
ANA202405260,2024/05/26,ANA01,3,0,2,3,gimea001,L,detmr001,L,thaim001,fry-d001,22,0,0,0,ramij003,gimea001,,1,1
ANA202405260,2024/05/26,ANA01,3,0,2,2,ramij003,B,detmr001,L,thaim001,fry-d001,22,0,0,0,ramij003,gimea001,,1,1
ANA202405260,2024/05/26,ANA01,8,0,1,2,freet001,R,fulmc001,R,thaim001,gimea001,00,5,2,3,freet001,,,1,0
ANA202406030,2024/06/03,ANA01,4,1,1,2,rengl001,B,waldm003,R,higak001,wardt002,01,0,1,-1,rengl001,,,1,0
ANA202406030,2024/06/03,ANA01,6,0,2,2,machm001,R,andet002,L,ohopl001,solad001,21,1,1,0,machm001,,tatif002,1,0
ANA202406030,2024/06/03,ANA01,7,0,2,2,azocj001,R,strih001,R,ohopl001,perad001,00,1,1,0,azocj001,,kim-h002,1,0
ANA202406040,2024/06/04,ANA01,3,1,2,2,rengl001,B,mazua001,R,campl002,wardt002,00,1,1,0,rengl001,,,1,0
ANA202406040,2024/06/04,ANA01,8,0,0,2,machm001,R,garcl005,R,ohopl001,profj001,02,1,4,-3,machm001,,tatif002,1,0
ANA202406050,2024/06/05,ANA01,5,1,2,2,parik002,R,ceasd001,R,campl002,schan001,00,3,0,3,parik002,,,1,0
ANA202406050,2024/06/05,ANA01,6,1,0,2,rengl001,B,ceasd001,R,campl002,wardt002,00,3,2,1,rengl001,,,0,0
ANA202406080,2024/06/08,ANA01,2,1,0,2,adelj001,R,browh001,R,diazy004,monim001,01,0,0,0,adelj001,,,1,0
ANA202406080,2024/06/08,ANA01,3,0,0,2,altuj001,R,andet002,L,thaim001,brega001,00,1,0,1,altuj001,,,1,0
ANA202406080,2024/06/08,ANA01,4,1,2,2,monim001,L,browh001,R,diazy004,guill001,10,0,2,-2,monim001,,,1,0
ANA202406080,2024/06/08,ANA01,7,1,2,2,rengl001,B,abreb002,R,diazy004,wardt002,31,1,4,-3,rengl001,,,1,0
ANA202406090,2024/06/09,ANA01,4,0,2,2,meyej002,R,sandp002,L,ohopl001,mccoc001,21,3,1,2,meyej002,,,1,0
ANA202406090,2024/06/09,ANA01,4,1,2,2,monim001,L,verlj001,R,diazy004,stefm001,00,3,3,0,monim001,,ohopl001,1,0
ANA202406090,2024/06/09,ANA01,5,1,0,2,rengl001,B,verlj001,R,diazy004,wardt002,00,3,3,0,rengl001,,,1,0
ANA202406090,2024/06/09,ANA01,6,1,1,2,ohopl001,R,marts003,R,diazy004,netoz001,32,4,7,-3,ohopl001,,,1,0
ANA202406090,2024/06/09,ANA01,6,1,2,2,monim001,L,montr004,R,diazy004,stefm001,10,5,7,-2,monim001,,,0,0
ANA202406090,2024/06/09,ANA01,8,1,2,2,rengl001,B,hadej001,L,diazy004,wardt002,11,7,7,0,rengl001,,monim001,1,0
ANA202406170,2024/06/17,ANA01,7,0,0,2,frels001,L,garcl005,R,ohopl001,sancg002,20,3,5,-2,frels001,,hoskr001,1,0
ANA202406170,2024/06/17,ANA01,8,1,1,2,calhw001,L,herne002,R,sancg002,ohopl001,32,5,3,2,calhw001,,,0,0
ANA202406180,2024/06/18,ANA01,3,0,2,H,turab002,L,canng001,R,ohopl001,hoskr001,00,2,0,2,adamw002,,turab002,0,0
ANA202406190,2024/06/19,ANA01,2,0,2,2,chouj001,R,andet002,L,thaim001,ortij005,20,1,0,1,chouj001,,,0,0
ANA202406190,2024/06/19,ANA01,2,1,1,2,pillk001,R,peraf001,R,sancg002,thaim001,01,0,1,-1,pillk001,,,1,0
ANA202406190,2024/06/19,ANA01,8,0,2,2,yelic001,L,garcl005,R,thaim001,adamw002,00,1,0,1,yelic001,,,1,0
ANA202406240,2024/06/24,ANA01,6,1,1,H,monim001,L,brooa001,R,langs001,stefm001,00,5,1,4,,,monim001,0,0
ANA202406250,2024/06/25,ANA01,7,1,2,2,ohopl001,R,newcs001,L,langs001,netoz001,00,7,3,4,ohopl001,,,0,0
ANA202406250,2024/06/25,ANA01,8,1,0,2,netoz001,R,newcs001,L,langs001,pillk001,12,7,5,2,netoz001,,,1,0
ANA202406260,2024/06/26,ANA01,2,0,2,2,alvaa002,R,contr001,R,thaim001,mccak004,22,0,0,0,alvaa002,,,1,0
ANA202406270,2024/06/27,ANA01,1,0,1,2,vierm001,R,danid001,R,ohopl001,greer003,11,0,0,0,vierm001,,,0,0
ANA202406270,2024/06/27,ANA01,5,1,2,2,schan001,L,flahj002,R,kellc002,rengl001,22,3,0,3,schan001,,,1,0
ANA202406270,2024/06/27,ANA01,6,1,2,2,netoz001,R,brieb001,R,kellc002,monim001,00,5,0,5,netoz001,,ohopl001,1,0
ANA202406280,2024/06/28,ANA01,3,1,0,2,guill001,L,maedk001,R,rogej004,schan001,32,2,2,0,guill001,,,0,0
ANA202406290,2024/06/29,ANA01,3,1,0,2,rengl001,B,olsor001,R,rogej004,wardt002,01,0,1,-1,rengl001,,schan001,1,0
ANA202406290,2024/06/29,ANA01,9,0,2,2,greer003,L,estec001,R,ohopl001,vierm001,12,5,5,0,greer003,,,0,0
ANA202406300,2024/06/30,ANA01,3,1,0,2,monim001,L,mizec001,R,kellc002,adelj001,02,0,1,-1,monim001,,,1,0
ANA202407080,2024/07/08,ANA01,4,0,2,2,tavel001,B,danid001,R,ohopl001,semim001,02,5,3,2,tavel001,,jankt001,1,0
ANA202407080,2024/07/08,ANA01,6,0,1,2,jankt001,L,fulmc001,R,ohopl001,tavel001,20,7,3,4,jankt001,,,1,0
ANA202407090,2024/07/09,ANA01,1,1,1,3,schan001,L,schem001,R,kniza001,wardt002,02,0,1,-1,,schan001,,1,0
ANA202407100,2024/07/10,ANA01,2,1,0,2,ohopl001,R,lorem002,R,heimj001,drurb001,21,0,0,0,ohopl001,,,0,0
ANA202407120,2024/07/12,ANA01,7,0,2,2,ralel001,L,joycb001,R,ohopl001,crawj002,11,4,4,0,ralel001,,,0,0
ANA202407120,2024/07/12,ANA01,9,0,2,2,hanim001,R,estec001,R,ohopl001,rojaj001,11,4,4,0,hanim001,,,1,0
ANA202407120,2024/07/12,ANA01,9,1,2,2,schan001,L,munoa002,R,ralec001,wardt002,01,4,4,0,schan001,,,1,0
ANA202407130,2024/07/13,ANA01,2,0,2,2,rojaj001,L,sorij002,R,ohopl001,roblv001,00,1,0,1,rojaj001,,,0,0
ANA202407130,2024/07/13,ANA01,2,1,1,2,monim001,L,kirbg001,R,garvm001,hiurk001,00,0,1,-1,monim001,,,1,0
ANA202407140,2024/07/14,ANA01,7,0,1,2,roblv001,R,moorm003,L,ohopl001,frant002,02,1,0,1,roblv001,,,1,0
ANA202407140,2024/07/14,ANA01,7,0,2,3,roblv001,R,moorm003,L,ohopl001,moord002,00,1,0,1,,roblv001,,1,0
ANA202407140,2024/07/14,ANA01,7,0,2,2,moord002,R,moorm003,L,ohopl001,crawj002,00,2,0,2,moord002,,roblv001,1,0
ANA202407250,2024/07/25,ANA01,1,0,1,3,butll001,L,rosek001,L,ohopl001,rookb001,11,0,0,0,,butll001,,1,0
ANA202407250,2024/07/25,ANA01,2,0,2,2,harrb002,R,rosek001,L,ohopl001,schum002,01,2,0,2,harrb002,,,0,0
ANA202407250,2024/07/25,ANA01,2,1,2,3,netoz001,R,strir001,R,langs001,renda001,32,3,2,1,,netoz001,,1,0
ANA202407250,2024/07/25,ANA01,6,1,1,2,pillk001,R,strir001,R,langs001,ohopl001,12,5,6,-1,pillk001,,,1,0
ANA202407250,2024/07/25,ANA01,9,0,1,2,schum002,R,contr001,R,ohopl001,andum001,12,6,5,1,schum002,,,1,0
ANA202407260,2024/07/26,ANA01,1,1,1,2,rengl001,B,blacp001,R,langs001,wardt002,21,0,0,0,rengl001,,,1,0
ANA202407260,2024/07/26,ANA01,8,0,1,2,langs001,R,moorm003,L,ohopl001,toroa001,22,5,4,1,langs001,,,0,0
ANA202407270,2024/07/27,ANA01,1,0,0,2,butll001,L,andet002,L,ohopl001,andum001,32,0,0,0,butll001,,,1,0
ANA202407270,2024/07/27,ANA01,4,0,2,2,camed001,R,andet002,L,ohopl001,schum002,01,3,1,2,camed001,,,1,0
ANA202407270,2024/07/27,ANA01,8,0,2,2,rookb001,R,strih001,R,ohopl001,langs001,12,3,1,2,rookb001,,,1,0
ANA202407280,2024/07/28,ANA01,2,1,1,2,ohopl001,R,bidoo001,R,mccak004,drurb001,22,0,0,0,ohopl001,,,0,0
ANA202407280,2024/07/28,ANA01,4,0,0,2,schum002,R,martj010,R,ohopl001,butll001,32,6,3,3,schum002,,,1,0
ANA202407280,2024/07/28,ANA01,4,1,2,2,netoz001,R,bidoo001,R,mccak004,schan001,10,3,6,-3,netoz001,,,1,0
ANA202407300,2024/07/30,ANA01,4,1,2,2,thaim001,L,lambp001,R,diaze005,adelj001,12,7,6,1,thaim001,,netoz001,1,0
ANA202407300,2024/07/30,ANA01,8,1,0,2,rengl001,B,lawrj002,R,diaze005,wardt002,00,8,7,1,rengl001,,,1,0
ANA202407300,2024/07/30,ANA01,8,1,2,2,thaim001,L,lawrj002,R,diaze005,adelj001,10,10,7,3,thaim001,,,1,0
ANA202407310,2024/07/31,ANA01,4,1,2,2,schan001,L,freek001,L,diaze005,pillk001,12,0,1,-1,schan001,,,0,0
ANA202407310,2024/07/31,ANA01,7,0,2,2,blacc001,L,baumm001,R,ohopl001,tovae001,00,1,1,0,blacc001,,,0,0
ANA202408010,2024/08/01,ANA01,5,1,1,2,adelj001,R,feltr001,R,stalj001,stefm001,01,2,2,0,adelj001,,,1,0
ANA202408010,2024/08/01,ANA01,10,0,2,2,hills005,L,crouh001,R,ohopl001,doylb001,12,5,4,1,hills005,,,1,0
ANA202408020,2024/08/02,ANA01,2,0,2,2,badeh001,R,andet002,L,ohopl001,lindf001,10,1,0,1,badeh001,,,1,0
ANA202408020,2024/08/02,ANA01,2,1,1,2,adelj001,R,blacp001,R,alvaf001,guill001,00,1,1,0,adelj001,,netoz001,0,0
ANA202408020,2024/08/02,ANA01,3,0,0,2,nimmb001,L,andet002,L,ohopl001,martj006,02,1,1,0,nimmb001,,,1,0
ANA202408020,2024/08/02,ANA01,7,0,0,2,taylt002,R,contr001,R,ohopl001,alvaf001,32,5,1,4,taylt002,,,1,0
ANA202408040,2024/08/04,ANA01,1,0,0,2,lindf001,B,canng001,R,thaim001,nimmb001,32,0,0,0,lindf001,,,1,0
ANA202408040,2024/08/04,ANA01,1,1,1,2,netoz001,R,quinj001,L,alvaf001,ohopl001,32,0,0,0,netoz001,,,1,0
ANA202408120,2024/08/12,ANA01,6,0,1,2,berrs002,B,crouh001,R,ohopl001,cleme002,10,4,1,3,berrs002,,,0,0
ANA202408130,2024/08/13,ANA01,1,1,1,2,netoz001,R,gausk001,R,servb001,ohopl001,01,0,3,-3,netoz001,,,1,0
ANA202408130,2024/08/13,ANA01,4,0,1,2,lopej008,L,rosek001,L,ohopl001,sprig001,02,5,0,5,lopej008,,,1,0
ANA202408170,2024/08/17,ANA01,2,0,2,2,merrw001,R,canng001,R,ohopl001,harrm004,11,3,0,3,merrw001,,,1,0
ANA202408180,2024/08/18,ANA01,3,0,0,2,merrw001,R,kochj001,R,thaim001,harrm004,10,1,0,1,merrw001,,,1,0
ANA202408300,2024/08/30,ANA01,1,0,2,2,roblv001,R,aldes001,L,ohopl001,crawj002,21,5,0,5,roblv001,,garvm001,1,0
ANA202408300,2024/08/30,ANA01,1,1,0,2,netoz001,R,kirbg001,R,ralec001,schan001,10,1,5,-4,netoz001,,,1,0
ANA202408300,2024/08/30,ANA01,1,1,0,3,netoz001,R,kirbg001,R,ralec001,schan001,20,1,5,-4,,netoz001,,1,0
ANA202408310,2024/08/31,ANA01,4,0,2,2,moord002,R,andet002,L,ohopl001,roblv001,00,2,1,1,moord002,,,1,0
ANA202409010,2024/09/01,ANA01,7,0,2,2,rojaj001,L,millr004,R,thaim001,rival002,22,2,3,-1,rojaj001,,,1,0
ANA202409010,2024/09/01,ANA01,8,0,2,2,rodrj007,R,burkb001,L,thaim001,arozr001,10,2,3,-1,rodrj007,,,1,0
ANA202409030,2024/09/03,ANA01,3,0,1,2,bettm001,R,detmr001,L,ohopl001,freef001,10,2,1,1,bettm001,,,1,0
ANA202409030,2024/09/03,ANA01,5,1,2,2,netoz001,R,buehw001,R,smitw003,schan001,10,2,2,0,netoz001,,,1,0
ANA202409040,2024/09/04,ANA01,5,1,0,2,netoz001,R,millb005,R,barna001,schan001,20,7,0,7,netoz001,,,1,0
ANA202409130,2024/09/13,ANA01,1,1,2,2,schan001,L,kikuy001,L,carav001,leblc001,12,0,0,0,schan001,,,1,0
ANA202409130,2024/09/13,ANA01,3,1,0,2,adamj003,R,kikuy001,L,carav001,lopej005,21,0,4,-4,adamj003,,,1,0
ANA202409140,2024/09/14,ANA01,1,0,1,2,altuj001,R,andet002,L,ohopl001,diazy004,11,0,0,0,altuj001,,,1,0
ANA202409140,2024/09/14,ANA01,1,1,2,2,schan001,L,verlj001,R,carav001,monim001,11,1,1,0,schan001,,netoz001,1,0
ANA202409140,2024/09/14,ANA01,5,0,2,2,penaj004,R,andet002,L,ohopl001,carav001,10,3,2,1,penaj004,,,1,0
ANA202409150,2024/09/15,ANA01,6,0,2,2,heywj001,L,contr001,R,ohopl001,altuj001,10,5,0,5,heywj001,,,1,0
ANA202409160,2024/09/16,ANA01,4,1,1,2,schan001,L,cannj001,R,robic003,kavan001,22,1,7,-6,schan001,,,1,0
ANA202409170,2024/09/17,ANA01,1,0,1,2,lopen001,L,canng001,R,ohopl001,benia002,20,0,0,0,lopen001,,,0,0
ANA202409170,2024/09/17,ANA01,5,1,0,2,campg001,B,martd006,R,lee-k002,wardt002,22,2,0,2,campg001,,,1,0
ANA202409170,2024/09/17,ANA01,7,1,0,2,wardt002,R,ederj001,L,lee-k002,netoz001,21,4,0,4,wardt002,,,1,0
ANA202409180,2024/09/18,ANA01,8,1,0,2,netoz001,R,andej005,R,robic003,campg001,10,0,1,-1,netoz001,,,1,0
ANA202409180,2024/09/18,ANA01,10,0,2,2,ramob001,R,fulmc001,R,ohopl001,lopen001,22,2,1,1,ramob001,,,0,0
ANA202409270,2024/09/27,ANA01,5,1,0,2,campg001,B,festm001,R,heimj001,kavan001,11,1,4,-3,campg001,,,1,0
ANA202409290,2024/09/29,ANA01,7,0,1,2,tavel001,B,kochj001,R,thaim001,jankt001,00,1,0,1,tavel001,,,1,0
ANA202409290,2024/09/29,ANA01,8,0,0,2,langw001,R,zunig001,R,thaim001,lowen001,00,3,0,3,langw001,,,1,0
