date,inning,half,outs,base_code,score_diff,target,p_model,success,layer,break_even,decision,actual_value,min_n
2025/06/10,6,0,2,1__,3,2,0.65729314,1,RE24,0.7143336095124673,HOLD,0.09218747726831977,
2025/06/10,6,0,2,1_3,3,2,0.8822051,1,RE24,0.900822946052356,HOLD,0.05535319323452881,
2025/06/10,1,1,0,1__,0,2,0.7329422,1,RE24,0.7314008155412673,GO,0.23021398310671604,
2025/06/11,3,0,2,1__,1,2,0.71725386,0,RE24,0.7143336095124673,GO,-0.23052279015581767,
2025/06/11,1,1,2,1__,0,2,0.7514217,1,RE24,0.7143336095124673,GO,0.09218747726831977,
2025/06/11,6,1,2,1_3,2,2,0.8396056,1,RE24,0.900822946052356,HOLD,0.05535319323452881,
2025/06/11,8,1,2,1__,4,2,0.7659444,1,RE24,0.7143336095124673,GO,0.09218747726831977,
2025/06/11,2,0,2,1_3,0,2,0.92642826,1,RE24,0.900822946052356,GO,0.05535319323452881,
2025/06/11,4,1,2,1__,2,2,0.7786649,1,RE24,0.7143336095124673,GO,0.09218747726831977,
2025/06/11,5,0,1,1__,-2,2,0.82325566,0,RE24,0.737073953057131,GO,-0.4262034573909564,
2025/06/11,8,0,1,12_,-1,3,0.7495257,0,WP,0.6541714964122844,GO,-0.1338734235398891,35.0
2025/06/11,1,1,1,_2_,1,3,0.74776393,1,RE24,0.6866960128608449,GO,0.2638197474120524,
2025/06/11,2,1,0,1__,1,2,0.64412093,0,RE24,0.7314008155412673,HOLD,-0.6268771639517962,
2025/06/11,5,1,1,1__,1,2,0.8248445,1,RE24,0.737073953057131,GO,0.1520335778796702,
2025/06/11,8,0,1,1_3,1,2,0.92938316,0,WP,1.0,HOLD,-0.11594202898550732,29.0
2025/06/11,4,1,2,_2_,6,3,0.750623,1,RE24,0.9146524436294244,HOLD,0.030112566726497536,
2025/06/11,2,0,2,12_,5,3,0.9960129,1,RE24,0.911205936383112,GO,0.044643151794710956,
2025/06/11,2,0,2,12_,5,2,0.99676704,1,RE24,0.8208352160730307,GO,0.09999634502923976,
2025/06/11,2,1,0,1__,-1,2,0.77287585,0,RE24,0.7314008155412673,GO,-0.6268771639517962,
2025/06/11,4,0,1,1__,-1,2,0.80029595,0,RE24,0.737073953057131,GO,-0.4262034573909564,
2025/06/11,6,1,2,1__,4,2,0.8854604,1,RE24,0.7143336095124673,GO,0.09218747726831977,
2025/06/11,7,0,2,1__,-4,2,0.88947994,1,RE24,0.7143336095124673,GO,0.09218747726831977,
2025/06/11,6,1,1,1__,4,2,0.71227634,1,RE24,0.737073953057131,HOLD,0.1520335778796702,
2025/06/11,1,1,0,12_,0,3,0.9962696,1,RE24,0.7432033756394584,GO,0.33730305534338045,
2025/06/11,1,1,0,12_,0,2,0.9950637,1,RE24,0.6591687105131662,GO,0.4261451937300933,
2025/06/11,8,1,0,1__,5,2,0.82312924,0,RE24,0.7314008155412673,GO,-0.6268771639517962,
2025/06/11,1,1,2,1__,0,2,0.8037918,1,RE24,0.7143336095124673,GO,0.09218747726831977,
2025/06/11,2,1,2,1_3,0,2,0.874337,1,RE24,0.900822946052356,HOLD,0.05535319323452881,
2025/06/11,2,1,2,_2_,1,3,0.7502095,1,RE24,0.9146524436294244,HOLD,0.030112566726497536,
2025/06/11,4,0,2,1__,2,2,0.6766018,1,RE24,0.7143336095124673,HOLD,0.09218747726831977,
2025/06/11,7,0,2,1__,3,2,0.7869991,0,WP,0.143095571095572,GO,-0.005875703244124342,103.0
2025/06/11,7,1,2,1__,-3,2,0.9154084,1,WP,0.5665444624435165,GO,0.01077812828601471,60.0
