game_id,date,park,inning,half,outs,target_base,runner_id,runner_bats,pitcher_id,pitcher_throws,catcher_id,batter_id,count,score_bat,score_def,score_diff,on_1b,on_2b,on_3b,success,double_steal
ARI202304250,2023/04/25,PHO01,8,1,1,3,carrc005,L,chapa001,L,peres002,rivee001,10,2,5,-3,gurrl001,carrc005,,1,1
ARI202304250,2023/04/25,PHO01,8,1,1,2,gurrl001,R,chapa001,L,peres002,rivee001,10,2,5,-3,gurrl001,carrc005,,1,1
ARI202304250,2023/04/25,PHO01,9,1,2,2,carrc005,L,barls001,R,peres002,walkc002,01,4,5,-1,carrc005,,perdg001,1,0
ARI202304260,2023/04/26,PHO01,2,1,1,2,carrc005,L,yarbr001,L,fermf002,ahmen001,01,0,0,0,carrc005,,,0,0
ARI202305050,2023/05/05,PHO01,2,0,2,2,abrac001,L,kellm002,R,moreg001,roblv001,02,1,0,1,abrac001,,smitd008,1,0
ARI202305050,2023/05/05,PHO01,4,1,2,3,perdg001,B,grayj004,R,ruizk001,carrc005,21,3,1,2,rojaj001,perdg001,,0,0
ARI202305060,2023/05/06,PHO01,3,0,0,2,roblv001,R,henrt001,L,moreg001,chavm001,01,0,1,-1,roblv001,,,0,0
ARI202305060,2023/05/06,PHO01,4,0,1,2,garrs003,R,henrt001,L,moreg001,smitd008,10,2,1,1,garrs003,,ruizk001,1,0
ARI202305070,2023/05/07,PHO01,2,1,1,2,fletd003,L,willt002,R,ruizk001,herrj003,32,1,1,0,fletd003,,,0,0
ARI202305070,2023/05/07,PHO01,6,1,1,2,perdg001,B,harrh001,R,ruizk001,rojaj001,11,7,3,4,perdg001,,,1,0
ARI202305070,2023/05/07,PHO01,6,1,1,3,perdg001,B,harrh001,R,ruizk001,martk001,22,7,3,4,rojaj001,perdg001,,1,1
ARI202305070,2023/05/07,PHO01,6,1,1,2,rojaj001,L,harrh001,R,ruizk001,martk001,22,7,3,4,rojaj001,perdg001,,1,1
ARI202305080,2023/05/08,PHO01,5,1,2,2,moreg001,R,garrb001,L,fortn001,carrc005,21,1,1,0,moreg001,,,1,0
ARI202305090,2023/05/09,PHO01,1,0,0,2,chisj001,L,pfaab001,R,moreg001,solej001,00,0,0,0,chisj001,,,1,0
ARI202305090,2023/05/09,PHO01,5,0,0,2,chisj001,L,pfaab001,R,moreg001,solej001,10,4,1,3,chisj001,,,1,0
ARI202305090,2023/05/09,PHO01,9,0,2,2,bertj001,R,mcgos001,R,moreg001,chisj001,00,6,2,4,bertj001,,,0,0
ARI202305100,2023/05/10,PHO01,4,1,1,2,perdg001,B,okers001,L,stalj001,thoma004,12,3,3,0,perdg001,,smitp002,1,0
ARI202305110,2023/05/11,PHO01,3,0,1,2,estrt001,R,henrt001,L,moreg001,hanim001,00,2,0,2,estrt001,,,1,0
ARI202305110,2023/05/11,PHO01,3,0,2,3,estrt001,R,henrt001,L,moreg001,davij006,00,2,0,2,,estrt001,,0,0
ARI202305120,2023/05/12,PHO01,8,1,1,2,martk001,B,alexs001,L,bartj003,carrc005,21,7,5,2,martk001,,,1,0
ARI202305130,2023/05/13,PHO01,5,0,0,2,schmc003,R,gallz001,R,herrj003,bartj003,32,1,0,1,schmc003,,,0,0
ARI202305140,2023/05/14,PHO01,7,1,2,2,moreg001,R,webbl001,R,bartj003,perdg001,01,1,1,0,moreg001,,,1,0
ARI202305260,2023/05/26,PHO01,5,0,2,2,refsr001,R,frial001,R,herrj003,herne001,10,5,1,4,refsr001,,,1,0
ARI202305260,2023/05/26,PHO01,5,1,1,2,mccaj003,L,salec001,L,wongc001,herrj003,12,1,5,-4,mccaj003,,,1,0
ARI202305270,2023/05/27,PHO01,1,0,2,H,verda001,L,daviz001,R,moreg001,duraj001,22,0,0,0,yoshm002,,verda001,0,0
ARI202305280,2023/05/28,PHO01,5,1,1,2,martk001,B,rodrj004,L,wongc001,carrc005,20,4,0,4,martk001,,,1,0
ARI202305290,2023/05/29,PHO01,2,1,1,3,rojaj001,L,kaufk001,R,diaze005,perdg001,00,2,4,-2,mccaj003,rojaj001,,1,1
ARI202305290,2023/05/29,PHO01,2,1,1,2,mccaj003,L,kaufk001,R,diaze005,perdg001,00,2,4,-2,mccaj003,rojaj001,,1,1
ARI202305290,2023/05/29,PHO01,8,1,1,3,moreg001,R,handb001,L,diaze005,mccaj003,12,7,5,2,,moreg001,,1,0
ARI202305290,2023/05/29,PHO01,8,1,2,2,mccaj003,L,handb001,L,diaze005,ahmen001,02,7,5,2,mccaj003,,moreg001,1,0
ARI202305300,2023/05/30,PHO01,2,1,2,2,mccaj003,L,freek001,L,diaze005,martk001,10,3,0,3,mccaj003,,,1,0
ARI202305300,2023/05/30,PHO01,4,1,1,2,carrc005,L,freek001,L,diaze005,moreg001,00,3,0,3,carrc005,,,1,0
ARI202305300,2023/05/30,PHO01,4,1,1,3,carrc005,L,freek001,L,diaze005,moreg001,01,3,0,3,,carrc005,,1,0
ARI202305300,2023/05/30,PHO01,4,1,2,2,mccaj003,L,freek001,L,diaze005,martk001,02,4,0,4,mccaj003,,,1,0
ARI202305310,2023/05/31,PHO01,2,1,0,2,mccaj003,L,lamed001,R,wynna001,perdg001,20,3,0,3,mccaj003,,,1,0
ARI202305310,2023/05/31,PHO01,6,1,1,2,martk001,B,lambp001,R,wynna001,carrc005,12,6,0,6,martk001,,,1,0
ARI202306010,2023/06/01,PHO01,5,0,0,2,doylb001,R,daviz001,R,herrj003,tovae001,31,1,0,1,doylb001,,,1,0
ARI202306020,2023/06/02,PHO01,1,0,0,2,acunr001,R,kellm002,R,moreg001,olsom001,00,0,0,0,acunr001,,,0,0
ARI202306020,2023/06/02,PHO01,3,1,0,2,perdg001,B,mortc002,R,murps001,martk001,01,2,1,1,perdg001,,,0,0
ARI202306030,2023/06/03,PHO01,3,0,1,3,acunr001,R,nelsr003,R,moreg001,olsom001,11,0,0,0,,acunr001,,1,0
ARI202306030,2023/06/03,PHO01,3,1,2,2,smitp002,L,stris002,R,murps001,carrc005,01,0,1,-1,smitp002,,,0,0
ARI202306040,2023/06/04,PHO01,2,0,0,2,albio001,B,gallz001,R,herrj003,ozunm001,02,0,0,0,albio001,,,1,0
ARI202306040,2023/06/04,PHO01,7,0,1,2,acunr001,R,chafa001,L,herrj003,olsom001,22,3,5,-2,acunr001,,,1,0
