runner_id,pitcher_id,catcher_id,target_base,steal_of_second,inning,late_inning,outs,balls,strikes,score_diff,close_game,runner_bats_lhb,runner_prior_sr,runner_prior_att,pitcher_prior_sr_allowed,catcher_prior_cs_rate,success
adamw002,taylj001,fermf002,2,1,1,0,2,0,0,0,1,0,0.5357,2,0.75,0.2955,1
yelic001,taylj001,fermf002,2,1,1,0,2,1,0,1,1,1,0.8393,9,0.7917,0.2889,1
voitl001,castm003,fermf002,2,1,6,0,0,3,2,3,0,0,0.7917,1,0.8214,0.2826,1
tellr001,chapa001,peres002,2,1,8,1,2,1,0,0,1,1,0.75,0,0.9306,0.1765,1
yelic001,lylej001,peres002,2,1,3,0,0,0,1,-2,0,1,0.85,10,0.7292,0.1731,1
melem001,lauee001,carav001,2,1,5,0,1,1,1,-4,0,1,0.625,9,0.6389,0.1364,0
millo002,franj006,diazy004,2,1,4,0,2,1,0,1,1,0,0.75,4,0.7833,0.2619,1
estrt001,tehej001,carav001,2,1,1,0,1,2,2,0,1,0,0.6912,12,0.6786,0.1739,1
adamw002,junij001,bailp001,3,0,4,0,2,1,1,0,1,0,0.5938,3,0.8438,0.1923,0
schmc003,tehej001,carav001,2,1,5,0,1,1,0,0,1,0,0.625,1,0.7188,0.1667,1
wadel001,tehej001,carav001,2,1,5,0,2,2,2,1,1,1,0.75,0,0.75,0.16,1
confm001,megit001,carav001,2,1,6,0,2,0,2,1,1,1,0.75,0,0.8438,0.1538,1
wiemj001,webbl001,bailp001,2,1,3,0,2,0,1,-1,1,0,0.75,4,0.9038,0.2222,1
millo002,webbl001,bailp001,2,1,6,0,1,1,2,-1,1,0,0.775,5,0.9107,0.2143,1
wiemj001,cobba001,sabob001,3,0,2,0,1,1,2,3,0,0,0.775,5,0.775,0.1333,1
yelic001,cobba001,sabob001,2,1,2,0,1,1,2,3,0,1,0.8594,11,0.7955,0.125,1
yelic001,could001,rutsa001,2,1,7,1,1,1,1,-1,1,1,0.8676,12,0.9038,0.2424,1
yelic001,could001,rutsa001,3,0,7,1,2,0,0,-1,1,1,0.875,13,0.9107,0.2388,1
perkb002,canoy001,rutsa001,2,1,8,1,1,0,1,-1,1,0,0.7188,3,0.7955,0.2353,1
turab002,canoy001,rutsa001,2,1,8,1,1,1,1,0,1,1,0.7955,6,0.8125,0.2319,1
uriar001,rea-c001,contw002,3,0,3,0,2,3,2,-3,0,0,0.7188,3,0.8393,0.2353,1
ruize001,housa001,contw002,2,1,1,0,0,2,2,0,1,0,0.9167,22,0.7917,0.2286,1
millo002,molls001,langs001,2,1,1,0,1,1,2,-3,0,0,0.7955,6,0.9107,0.2414,1
wiemj001,medil002,langs001,2,1,2,0,1,1,1,-4,0,0,0.7955,6,0.8214,0.2333,1
perkb002,medil002,langs001,2,1,4,0,1,2,1,-2,0,0,0.75,4,0.8438,0.2258,0
petej002,megit001,contw002,2,1,5,0,1,0,0,3,0,1,0.8438,3,0.8611,0.2222,1
yelic001,blacp001,langs001,2,1,3,0,0,2,2,0,1,1,0.8816,14,0.7917,0.25,0
brows003,tehej001,carav001,2,1,6,0,2,0,1,1,1,1,0.75,0,0.775,0.1481,0
carav001,pruia001,langs001,2,1,7,1,2,0,2,-1,1,0,0.75,0,0.7917,0.2727,1
ruize001,pegue001,carav001,2,1,8,1,2,1,2,1,1,0,0.9196,23,0.8438,0.1786,1
petej002,willd004,carav001,2,1,9,1,2,0,0,0,1,1,0.8611,4,0.7917,0.1724,1
monaa001,searj001,perec003,2,1,3,0,0,1,1,1,1,0,0.7917,1,0.7292,0.3333,1
millo002,searj001,perec003,2,1,5,0,2,0,0,-2,0,0,0.8125,7,0.75,0.3,0
laurr001,pegue001,contw002,3,0,6,0,1,0,0,2,0,0,0.8125,7,0.8611,0.2162,1
bae-j001,tehej001,contw002,2,1,6,0,0,1,0,-3,0,1,0.5536,9,0.7045,0.2105,1
hayek001,pegue001,contw002,3,0,7,1,2,2,0,-1,1,0,0.75,4,0.875,0.2051,1
walkc002,rea-c001,contw002,2,1,1,0,2,1,0,1,1,0,0.875,5,0.85,0.2,1
mccaj003,tehej001,contw002,2,1,5,0,1,3,0,0,1,1,0.875,21,0.7292,0.1951,1
carrc005,strzp001,contw002,2,1,7,1,2,0,0,1,1,1,0.9076,41,0.8438,0.1905,1
carrc005,strzp001,contw002,3,0,7,1,2,1,0,1,1,1,0.9096,42,0.8611,0.186,1
walkc002,strzp001,contw002,2,1,7,1,2,1,0,1,1,0,0.8864,6,0.875,0.1818,1
perdg001,megit001,contw002,2,1,8,1,1,0,1,3,0,0,0.7639,13,0.875,0.1778,1
perdg001,megit001,contw002,3,0,8,1,1,1,1,3,0,0,0.7763,14,0.8864,0.1739,1
smitp002,megit001,contw002,2,1,9,1,1,0,0,3,0,1,0.625,1,0.8958,0.1702,1
younj003,tehej001,carav001,2,1,1,0,2,0,2,0,1,1,0.75,0,0.75,0.1667,1
monaa001,smyld001,barnt001,3,0,4,0,0,0,0,-3,0,0,0.8214,2,0.75,0.16,1
wiemj001,smyld001,barnt001,2,1,4,0,0,0,0,-3,0,0,0.8125,7,0.7639,0.1538,1
yelic001,leitm002,barnt001,2,1,8,1,0,1,0,0,1,1,0.8375,15,0.8269,0.1481,1
bellc002,milew001,contw002,2,1,5,0,2,0,0,4,0,1,0.8152,18,0.6786,0.1667,0
millo002,hendk001,amaym001,2,1,5,0,1,0,1,-4,0,0,0.75,8,0.9405,0.1071,1
turab002,hendk001,amaym001,2,1,5,0,2,0,1,-3,0,1,0.8125,7,0.9432,0.1034,0
yelic001,hendk001,amaym001,2,1,6,0,1,1,1,-3,0,1,0.8452,16,0.9022,0.1333,1
jonej007,steej002,barnt001,2,1,6,0,1,1,1,1,1,0,0.75,0,0.6731,0.1429,1
millo002,strom001,gomey001,2,1,2,0,1,0,0,-1,1,0,0.7679,9,0.9219,0.2658,1
hoern001,peraf001,carav001,3,0,3,0,1,2,2,1,1,0,0.8611,40,0.8438,0.1613,1
happi001,peraf001,carav001,2,1,3,0,1,2,2,1,1,0,0.8194,13,0.8611,0.1562,1
tapir001,strom001,gomey001,2,1,5,0,0,0,1,-1,1,1,0.8438,3,0.9265,0.2625,1
yelic001,leitm002,gomey001,2,1,7,1,0,1,0,1,1,1,0.8523,17,0.8393,0.2593,1
delae003,burnc002,carav001,2,1,5,0,1,0,0,-4,0,0,0.7574,29,0.8438,0.1515,1
tapir001,weavl001,stept001,2,1,2,0,1,1,1,1,1,1,0.8611,4,0.7188,0.2131,0
mclam001,rea-c001,contw002,2,1,5,0,1,3,2,-1,1,0,0.7375,15,0.8594,0.1837,1
delae003,pegue001,contw002,2,1,7,1,2,1,0,1,1,0,0.7643,30,0.8864,0.18,1
delae003,pegue001,contw002,3,0,7,1,2,1,2,1,1,0,0.7708,31,0.8958,0.1765,1
delae003,pegue001,contw002,H,0,7,1,2,2,2,1,1,0,0.777,32,0.9038,0.1731,1
mclam001,uriba001,contw002,2,1,9,1,2,0,0,3,0,0,0.75,16,0.75,0.1698,1
acunr001,housa001,contw002,2,1,1,0,1,1,2,0,1,0,0.8415,66,0.8214,0.1667,1
rosae001,willd004,contw002,2,1,9,1,1,0,0,-1,1,1,0.5278,4,0.8214,0.1636,1
rosae001,willd004,contw002,3,0,9,1,1,0,1,-1,1,1,0.575,5,0.8438,0.1607,1
acunr001,tehej001,carav001,2,1,1,0,0,3,2,0,1,0,0.8438,67,0.7679,0.1471,1
acunr001,tehej001,carav001,3,0,1,0,2,0,0,0,1,0,0.8459,68,0.7833,0.1429,0
millo002,hernd005,darnt001,2,1,7,1,2,1,1,1,1,0,0.7833,10,0.75,0.1455,1
yelic001,ashcg001,stept001,2,1,1,0,0,0,1,0,1,1,0.8587,18,0.75,0.2258,1
contw002,ashcg001,stept001,H,0,3,0,1,3,2,-1,1,0,0.7917,1,0.7639,0.2222,0
bensw001,rea-c001,contw002,2,1,5,0,2,0,1,1,1,1,0.8875,15,0.8676,0.1579,1
monaa001,farmb001,stept001,2,1,6,0,1,1,0,0,1,0,0.8438,3,0.8393,0.2344,1
perkb002,youna002,stept001,2,1,7,1,0,0,1,0,1,0,0.675,5,0.75,0.2308,1
carav001,abboa001,maill001,2,1,2,0,2,1,2,0,1,0,0.7917,1,0.6964,0.2188,0
fralj001,wilsb003,carav001,2,1,8,1,2,0,1,2,0,1,0.7981,21,0.7917,0.1667,1
contw002,diaza004,maill001,2,1,9,1,2,1,2,-1,1,0,0.6786,2,0.8194,0.2308,1
fralj001,pegue001,contw002,2,1,7,1,0,1,0,0,1,1,0.8056,22,0.9107,0.1552,0
trioj001,rea-c001,contw002,2,1,1,0,2,1,2,3,0,0,0.75,0,0.875,0.1695,1
yelic001,faltb001,delaj004,2,1,1,0,1,0,0,0,1,1,0.8646,19,0.675,0.0833,1
pegul001,burnc002,carav001,2,1,5,0,2,0,2,0,1,0,0.75,0,0.8611,0.1622,1
reynb001,burnc002,carav001,2,1,6,0,2,2,2,1,1,0,0.8214,2,0.875,0.1579,1
frels001,bednd001,delaj004,2,1,9,1,2,0,0,0,1,1,0.875,5,0.75,0.0769,1
turab002,oviej001,rodre006,2,1,3,0,1,0,0,-1,1,1,0.75,8,0.6389,0.125,1
turab002,lambp001,diaze005,2,1,2,0,2,0,0,-1,1,1,0.7679,9,0.6136,0.2289,1
tovae001,milew001,carav001,3,0,1,0,2,1,2,0,1,0,0.6528,13,0.5938,0.1538,1
monaa001,freek001,diaze005,2,1,2,0,2,0,1,0,1,0,0.8611,4,0.75,0.2262,1
wiemj001,freek001,diaze005,2,1,5,0,1,0,0,0,1,0,0.8269,8,0.7614,0.2235,0
mcmar001,payaj001,contw002,2,1,8,1,2,2,2,0,1,1,0.575,5,0.75,0.1667,0
turab002,flord002,vazqc001,2,1,6,0,1,0,0,2,0,1,0.7833,10,0.75,0.2381,1
yelic001,maedk001,jeffr002,2,1,1,0,0,2,1,-1,1,1,0.87,20,0.8864,0.2143,1
yelic001,duraj002,jeffr002,2,1,9,1,1,1,0,0,1,1,0.875,21,0.8611,0.2069,1
kim-h002,woodb005,contw002,2,1,5,0,2,0,1,-4,0,0,0.9306,13,0.625,0.1803,1
monaa001,avilp001,campl002,3,0,5,0,1,0,0,0,1,0,0.875,5,0.75,0.0833,1
taylt002,avilp001,campl002,2,1,5,0,1,0,0,0,1,0,0.8438,3,0.7917,0.0769,1
monaa001,martn002,sancg002,2,1,7,1,0,2,1,3,0,0,0.8864,6,0.8214,0.1818,1
turnt001,rea-c001,contw002,2,1,1,0,0,1,0,1,1,0,0.9107,9,0.8816,0.1774,1
turnt001,rea-c001,contw002,3,0,1,0,1,0,2,1,1,0,0.9167,10,0.8875,0.1746,1
turab002,nolaa001,realj001,2,1,2,0,2,1,1,-1,1,1,0.7969,11,0.8125,0.3,1
schwk001,willd004,contw002,2,1,9,1,2,0,2,-2,0,1,0.7917,1,0.8611,0.1719,1
pachc001,milew001,carav001,2,1,3,0,1,0,0,-1,1,0,0.7917,1,0.6389,0.15,0
canhm001,stram001,realj001,2,1,7,1,2,0,0,-2,0,0,0.7917,1,0.7917,0.2903,1
realj001,chafa001,carav001,2,1,8,1,2,1,2,2,0,0,0.8438,3,0.6786,0.1707,1
schwk001,wilsb003,carav001,2,1,9,1,2,0,1,2,0,1,0.8214,2,0.8214,0.1667,1
wendj002,woodb005,contw002,2,1,2,0,2,0,1,-1,1,1,0.8611,4,0.6786,0.1692,1
myerd001,uriba001,contw002,2,1,7,1,2,1,0,-1,1,0,0.625,1,0.7917,0.1667,1
turab002,okers001,stalj001,2,1,7,1,0,0,1,1,1,1,0.8088,12,0.8864,0.1852,1
frels001,harvh001,ruizk001,2,1,8,1,0,0,2,2,0,1,0.8864,6,0.8438,0.102,1
younj004,pegue001,contw002,2,1,7,1,0,2,2,-1,1,0,0.875,5,0.85,0.1642,1
canhm001,corbp001,milld003,2,1,3,0,2,1,2,-1,1,0,0.8214,2,0.8269,0.2,1
garcl006,woodb005,carav001,2,1,5,0,1,1,2,1,1,1,0.6786,2,0.7188,0.1628,1
canhm001,corbp001,milld003,2,1,6,0,0,0,1,-1,1,0,0.8438,3,0.8393,0.1667,1
santc002,finnk001,milld003,2,1,9,1,1,0,1,0,1,0,0.7917,1,0.875,0.1429,1
santc002,finnk001,milld003,3,0,9,1,2,0,1,0,1,0,0.8214,2,0.8864,0.125,1
adamw002,finnk001,milld003,2,1,9,1,2,0,1,0,1,0,0.5278,4,0.8958,0.1111,1
younj004,vieit001,carav001,2,1,10,1,2,0,0,0,1,0,0.8864,6,0.75,0.1591,1
fermj001,rea-c001,contw002,2,1,9,1,1,3,2,3,0,0,0.75,0,0.8929,0.1618,0
andeb006,libem001,herri001,3,0,7,1,0,0,0,0,1,0,0.625,1,0.75,0.125,1
mitcg001,alzoa001,gomey001,2,1,8,1,2,1,0,1,1,1,0.75,0,0.8125,0.2561,0
morec001,bousc001,carav001,2,1,10,1,2,0,0,0,1,0,0.7955,6,0.75,0.1556,1
yelic001,smyld001,amaym001,3,0,1,0,0,1,0,0,1,1,0.8796,22,0.7763,0.129,1
contw002,smyld001,amaym001,2,1,1,0,0,1,0,0,1,0,0.7188,3,0.7875,0.125,1
crowp001,housa001,contw002,2,1,5,0,2,1,0,-3,0,1,0.75,0,0.8438,0.1739,1
julkc001,mahlt001,jeffr002,2,1,3,0,1,1,1,0,1,0,0.8088,12,0.75,0.2,0
wallm001,browh001,diazy004,2,1,3,0,1,1,1,-2,0,1,0.75,0,0.7159,0.2558,0
tuckk001,mahlt001,jeffr002,2,1,6,0,2,1,2,3,0,1,0.8672,27,0.625,0.2258,1
calla002,oberb002,jeffr002,2,1,5,0,2,0,1,-1,1,0,0.75,4,0.5357,0.2188,0
taylm002,weisg001,trevj001,2,1,4,0,1,1,1,4,0,0,0.6786,2,0.7917,0.1429,1
keplm001,weisg001,trevj001,2,1,4,0,1,3,2,4,0,1,0.7917,1,0.8214,0.1333,0
judga001,maedk001,vazqc001,3,0,2,0,1,1,2,5,0,0,0.7917,1,0.8958,0.2273,0
taylm002,lylej001,peres002,3,0,4,0,1,0,1,2,0,0,0.7188,3,0.75,0.1698,1
wittb002,jax-g001,vazqc001,2,1,7,1,1,0,2,-3,0,0,0.715,45,0.7917,0.2609,1
lopen001,oberb002,jeffr002,2,1,5,0,1,0,1,0,1,1,0.7045,6,0.4688,0.2424,1
pratn001,thiec001,jeffr002,2,1,6,0,2,1,1,0,1,1,0.75,0,0.75,0.2353,0
wittb002,jax-g001,jeffr002,2,1,8,1,0,0,1,-1,1,0,0.7206,46,0.8214,0.2571,1
peres002,lopej004,jeffr002,2,1,8,1,2,2,2,0,1,0,0.75,0,0.8611,0.25,1
olive001,duraj002,jeffr002,2,1,9,1,0,2,2,0,1,0,0.6184,14,0.875,0.2432,1
olive001,grays001,vazqc001,2,1,2,0,0,2,2,0,1,0,0.6375,15,0.6136,0.25,1
castw003,stauj001,peres002,2,1,3,0,2,1,1,6,0,0,0.8289,14,0.7917,0.1667,1
taylm002,wachm001,nolaa002,2,1,3,0,2,1,0,0,1,0,0.75,4,0.7188,0.2353,1
kim-h002,jax-g001,vazqc001,3,0,7,1,0,0,1,0,1,0,0.9342,14,0.8438,0.24,1
tatif002,jax-g001,vazqc001,2,1,7,1,2,0,1,1,1,0,0.7679,9,0.8611,0.2308,1
sotoj001,lopep002,vazqc001,2,1,2,0,0,3,2,-1,1,1,0.8611,4,0.6389,0.2222,1
sotoj001,lopep002,vazqc001,3,0,2,0,1,0,0,-1,1,1,0.875,5,0.675,0.2143,0
cronj001,lopej004,vazqc001,2,1,8,1,2,1,2,0,1,1,0.8438,3,0.875,0.2414,1
sotoj001,jax-g001,vazqc001,2,1,11,1,2,2,2,0,1,1,0.7955,6,0.875,0.2333,1
morec001,grays001,vazqc001,2,1,5,0,2,2,2,-1,1,0,0.8125,7,0.6458,0.2258,0
jeffr002,wesnh001,barnt001,2,1,4,0,2,1,2,5,0,0,0.6786,2,0.7188,0.1379,0
buxtb001,cobba001,bailp001,2,1,4,0,1,1,2,2,0,0,0.875,5,0.8125,0.2069,1
buxtb001,desca001,sabob001,2,1,1,0,2,2,0,1,1,0,0.8864,6,0.75,0.1176,1
wallm001,desca001,sabob001,2,1,3,0,2,0,2,3,0,1,0.625,1,0.7917,0.1111,1
castw003,desca001,sabob001,H,0,3,0,2,0,2,3,0,0,0.8375,15,0.8214,0.1053,1
castw003,roget001,sabob001,3,0,8,1,1,1,0,7,0,0,0.8452,16,0.7917,0.1,1
castw003,bassc001,heint001,2,1,1,0,2,0,1,0,1,0,0.8523,17,0.7188,0.125,1
sprig001,oberb002,vazqc001,2,1,1,0,0,2,2,0,1,0,0.7955,6,0.5278,0.25,0
brenw002,oberb002,jeffr002,2,1,3,0,1,1,2,0,1,1,0.75,12,0.475,0.2368,1
castw003,civaa001,gallc001,2,1,4,0,2,1,2,0,1,0,0.8587,18,0.7188,0.2609,1
freet001,lopej004,vazqc001,2,1,9,1,1,0,1,2,0,0,0.75,4,0.8864,0.2727,1
brenw002,ryanj002,jeffr002,2,1,3,0,0,2,2,0,1,1,0.7639,13,0.8611,0.2308,0
taylm002,mcket001,gallc001,2,1,3,0,2,0,0,0,1,0,0.775,5,0.875,0.2553,1
taylm002,karij001,gallc001,2,1,6,0,0,0,0,0,1,0,0.7955,6,0.9306,0.25,1
julie001,willd004,carav001,2,1,9,1,0,1,0,-1,1,1,0.75,0,0.875,0.1522,1
baezj001,grays001,jeffr002,2,1,4,0,0,1,2,-3,0,0,0.9167,10,0.5962,0.25,1
vierm001,pagae001,jeffr002,2,1,6,0,1,1,0,1,1,0,0.75,8,0.7917,0.2439,0
marij002,varll001,vazqc001,2,1,2,0,2,0,2,1,1,0,0.7188,3,0.75,0.2647,0
turnj001,grays001,vazqc001,2,1,1,0,2,0,0,0,1,0,0.6786,2,0.625,0.2857,1
arroc001,stewb001,vazqc001,2,1,6,0,0,1,1,0,1,0,0.6786,2,0.7917,0.2778,0
yoshm002,duraj002,vazqc001,2,1,8,1,1,0,1,-1,1,1,0.8864,6,0.8864,0.2973,1
lewir003,waltb002,wongc001,2,1,3,0,1,0,2,5,0,0,0.7917,1,0.625,0.2,1
castw003,cox-a001,fermf002,2,1,2,0,2,1,1,0,1,0,0.8646,19,0.7917,0.2766,1
wittb002,ryanj002,vazqc001,2,1,3,0,2,0,0,-1,1,0,0.726,47,0.775,0.2895,1
castw003,cox-a001,fermf002,2,1,4,0,2,0,0,0,1,0,0.87,20,0.8214,0.2708,0
wittb002,ryanj002,vazqc001,2,1,5,0,2,0,1,0,1,0,0.7311,48,0.7955,0.2821,1
castw003,cuasj001,fermf002,2,1,6,0,0,0,0,1,1,0,0.8365,21,0.75,0.2857,1
buxtb001,wittn001,peres002,2,1,7,1,2,0,0,4,0,0,0.8958,7,0.625,0.1636,1
castw003,marsa001,peres002,2,1,2,0,2,0,0,1,1,0,0.8426,22,0.85,0.1607,1
santa003,oberb002,vazqc001,2,1,1,0,1,3,2,0,1,0,0.8864,6,0.5227,0.275,0
castw003,baumm001,mccaj001,2,1,7,1,1,0,0,0,1,0,0.8482,23,0.8125,0.2778,1
castw003,bautf001,mccaj001,2,1,9,1,2,0,0,0,1,0,0.8534,24,0.8958,0.2703,0
robel002,grays001,vazqc001,2,1,3,0,1,0,0,0,1,0,0.7976,16,0.65,0.2927,1
andet001,grays001,vazqc001,H,0,3,0,1,0,0,0,1,0,0.8125,7,0.6719,0.2857,1
buxtb001,middk001,zavas001,2,1,7,1,1,1,1,-1,1,0,0.9038,8,0.6786,0.1351,1
colao001,oberb002,jeffr002,2,1,5,0,1,1,0,2,0,1,0.6389,4,0.4792,0.2619,1
colao001,lopej004,jeffr002,2,1,9,1,2,0,0,3,0,1,0.675,5,0.8958,0.2558,0
castw003,bankt001,perec005,3,0,11,1,1,1,1,0,1,0,0.825,25,0.775,0.1905,1
marlc001,maedk001,vazqc001,2,1,3,0,0,2,2,0,1,1,0.7188,3,0.8269,0.2791,1
castw003,campi001,ralec001,2,1,6,0,0,1,2,3,0,0,0.8306,26,0.75,0.2727,1
castw003,campi001,ralec001,3,0,6,0,0,3,2,3,0,0,0.8359,27,0.7917,0.2647,1
jeffr002,campi001,ralec001,2,1,6,0,2,0,2,4,0,0,0.5938,3,0.8214,0.2571,1
farmk001,sauct001,ralec001,2,1,7,1,2,0,0,4,0,0,0.7188,3,0.75,0.25,0
marlc001,orteo001,jeffr002,2,1,9,1,0,0,1,0,1,1,0.75,4,0.75,0.2727,1
castw003,kellm002,herrj003,2,1,6,0,2,0,0,0,1,0,0.8409,28,0.7083,0.2083,1
thoma004,duraj002,vazqc001,2,1,9,1,2,0,2,-1,1,1,0.8611,4,0.8958,0.2727,1
carrc005,maedk001,jeffr002,2,1,1,0,2,2,1,0,1,1,0.9115,43,0.8393,0.2667,1
petej002,maedk001,jeffr002,2,1,2,0,1,2,2,1,1,1,0.875,5,0.85,0.2609,1
carrc005,keucd001,vazqc001,3,0,3,0,2,1,2,0,1,1,0.9133,44,0.75,0.2667,1
phamt001,keucd001,vazqc001,2,1,3,0,2,1,2,0,1,0,0.7976,16,0.7917,0.2609,1
phamt001,keucd001,vazqc001,3,0,5,0,2,1,0,1,1,0,0.8068,17,0.8214,0.2553,1
walkc002,keucd001,vazqc001,2,1,5,0,2,1,0,1,1,0,0.8958,7,0.8438,0.25,1
mccaj003,flord002,vazqc001,3,0,6,0,2,0,0,1,1,1,0.8796,22,0.775,0.2449,1
kellc002,flord002,vazqc001,2,1,6,0,2,0,0,1,1,0,0.75,0,0.7955,0.24,1
julie001,gallz001,kellc002,2,1,6,0,2,1,2,-1,1,1,0.7917,1,0.4844,0.2308,1
mccaj003,jax-g001,vazqc001,2,1,8,1,0,0,2,0,1,1,0.8839,23,0.8864,0.2353,1
petej002,jax-g001,vazqc001,2,1,8,1,1,1,1,0,1,1,0.8864,6,0.8958,0.2308,1
badda001,oberb002,jeffr002,2,1,1,0,2,0,1,0,1,1,0.8088,12,0.5192,0.2553,0
taylm002,faeda001,haase001,2,1,3,0,1,3,2,-2,0,0,0.8125,7,0.7917,0.2414,1
polaj001,whitb002,haase001,3,0,7,1,1,2,1,3,0,0,0.8214,2,0.8958,0.2333,1
lewir003,olsor001,rogej004,3,0,3,0,1,0,0,1,1,0,0.8214,2,0.575,0.1731,1
wallm001,olsor001,rogej004,2,1,3,0,1,0,0,1,1,1,0.6786,2,0.6136,0.1698,1
badda001,windj002,vazqc001,2,1,9,1,0,1,2,3,0,1,0.7639,13,0.75,0.2264,1
vierm001,windj002,vazqc001,2,1,9,1,1,1,2,4,0,0,0.6964,9,0.7917,0.2222,0
luplj001,ramiy002,rodre006,2,1,8,1,2,0,2,4,0,0,0.7917,1,0.775,0.1176,1
polaj001,kellm003,delaj004,2,1,1,0,1,1,0,0,1,0,0.8438,3,0.8214,0.0714,1
lewir003,heana001,heimj001,2,1,2,0,0,3,2,-1,1,0,0.8438,3,0.8611,0.2703,0
jankt001,lopep002,vazqc001,2,1,5,0,2,0,0,3,0,1,0.8438,3,0.6136,0.2364,1
durae002,windj002,vazqc001,2,1,8,1,2,0,0,1,1,0,0.775,5,0.6786,0.2321,1
tavel001,ryanj002,vazqc001,3,0,5,0,1,1,0,0,1,0,0.875,5,0.8125,0.2281,0
semim001,duraj002,vazqc001,2,1,8,1,1,2,2,0,1,0,0.7188,3,0.9038,0.2414,0
taylm002,karij001,naylb001,3,0,8,1,1,1,0,4,0,0,0.8269,8,0.9342,0.1311,1
gimea001,pagae001,vazqc001,2,1,7,1,2,1,0,2,0,1,0.7868,29,0.6786,0.2542,1
brenw002,pagae001,vazqc001,2,1,7,1,2,0,0,3,0,1,0.7237,14,0.7188,0.25,1
ramij003,fundk001,jeffr002,2,1,10,1,2,1,0,0,1,0,0.7984,26,0.6786,0.2708,1
wallm001,reids001,alvaf001,3,0,7,1,0,0,2,0,1,1,0.7188,3,0.75,0.1471,1
castw003,reids001,alvaf001,2,1,7,1,0,0,2,0,1,0,0.8456,29,0.7917,0.1429,1
mcnej002,maedk001,jeffr002,2,1,1,0,2,1,1,1,1,1,0.8611,4,0.8594,0.2653,1
farmk001,peted003,narvo001,2,1,3,0,2,0,0,1,1,0,0.6389,4,0.6786,0.1053,0
castw003,smitd009,alvaf001,2,1,7,1,0,1,0,1,1,0,0.85,30,0.7917,0.1389,0
kiria001,megit002,alvaf001,2,1,3,0,2,1,2,0,1,1,0.75,0,0.8611,0.1622,1
lewir003,bickp001,alvaf001,2,1,6,0,0,1,2,0,1,0,0.75,4,0.8214,0.1579,1
lowej002,windj002,jeffr002,2,1,8,1,2,0,0,3,0,1,0.9038,8,0.7188,0.26,1
farmk001,kellk004,bethc001,2,1,7,1,0,3,2,0,1,0,0.575,5,0.75,0.2,0
luplj001,pochc001,bethc001,2,1,9,1,1,1,0,-1,1,0,0.8214,2,0.7188,0.2308,1
netoz001,ryanj002,jeffr002,3,0,5,0,1,0,0,1,1,0,0.875,5,0.75,0.2549,0
castw003,estej001,sodet001,2,1,2,0,1,0,0,1,1,0,0.8264,31,0.75,0.1667,1
rookb001,thiec001,vazqc001,2,1,5,0,2,0,2,2,0,0,0.75,4,0.625,0.2459,1
ruize001,keucd001,vazqc001,2,1,8,1,1,1,1,0,1,0,0.9224,24,0.8611,0.2419,0
harpb003,kellm002,moreg001,2,1,1,0,2,1,2,1,1,1,0.775,5,0.7237,0.3654,0
stotb001,mantj002,moreg001,2,1,6,0,2,0,0,3,0,1,0.9167,10,0.8214,0.3774,1
harpb003,sewap001,moreg001,2,1,9,1,2,1,2,0,1,1,0.7045,6,0.8438,0.3704,1
gurrl001,kimbc001,realj001,2,1,9,1,0,1,0,0,1,0,0.875,5,0.8864,0.2812,1
turnt001,mantj002,moreg001,2,1,1,0,1,1,1,0,1,0,0.9219,11,0.8438,0.3636,0
stotb001,thomr007,moreg001,2,1,6,0,1,0,1,2,0,1,0.9219,11,0.7188,0.375,1
harpb003,gallz001,moreg001,H,0,1,0,2,0,1,1,1,1,0.7292,7,0.5147,0.3684,1
stotb001,gallz001,moreg001,2,1,1,0,2,0,1,1,1,1,0.9265,12,0.5417,0.3621,1
marsb002,castm002,moreg001,2,1,7,1,1,0,1,4,0,1,0.6786,2,0.8958,0.3559,1
stotb001,kellm002,moreg001,2,1,3,0,2,0,2,-2,0,1,0.9306,13,0.6875,0.35,1
walkc002,lorem002,realj001,2,1,5,0,2,1,2,3,0,0,0.9038,8,0.6389,0.2727,1
perdg001,kerko001,realj001,2,1,7,1,0,2,2,3,0,0,0.7875,15,0.75,0.2647,1
martk001,kerko001,realj001,2,1,7,1,2,0,0,4,0,0,0.7955,6,0.7917,0.2571,1
thoma004,kimbc001,realj001,2,1,8,1,2,0,1,4,0,1,0.875,5,0.8958,0.25,1
gurrl001,suarr001,realj001,2,1,2,0,1,2,1,1,1,0,0.8864,6,0.775,0.2432,1
carrc005,suarr001,realj001,2,1,3,0,1,2,0,0,1,1,0.915,45,0.7955,0.2368,1
carrc005,hoffj003,realj001,2,1,5,0,2,0,0,0,1,1,0.9167,46,0.7188,0.2308,1
walkc002,wheez001,realj001,2,1,8,1,1,1,2,2,0,0,0.9107,9,0.6786,0.225,1
phamt001,millb005,smitw003,2,1,1,0,1,1,0,1,1,0,0.8152,18,0.85,0.2059,1
perdg001,brasr001,smitw003,2,1,4,0,2,2,0,3,0,0,0.7976,16,0.9038,0.2029,0
carrc005,kellj001,smitw003,3,0,7,1,2,1,2,2,0,1,0.9183,47,0.8438,0.2143,1
martk001,kellj001,smitw003,2,1,7,1,2,1,2,2,0,0,0.8125,7,0.8611,0.2113,1
walkc002,phile001,smitw003,2,1,8,1,2,0,1,2,0,0,0.9167,10,0.7188,0.2083,1
