runner_id,pitcher_id,catcher_id,target_base,steal_of_second,inning,late_inning,outs,balls,strikes,score_diff,close_game,runner_bats_lhb,runner_prior_sr,runner_prior_att,pitcher_prior_sr_allowed,catcher_prior_cs_rate,success
hoern001,lynnl001,zavas001,2,1,2,0,2,0,2,0,1,0,0.8611,4,0.7188,0.1739,1
benia002,strom001,barnt001,2,1,2,0,2,2,2,0,1,1,0.7955,6,0.75,0.2,1
colao001,strom001,barnt001,2,1,4,0,1,0,0,2,0,1,0.5357,2,0.7917,0.1667,1
morec001,kellj001,zavas001,2,1,5,0,2,1,2,-2,0,0,0.7917,1,0.7917,0.1667,1
mastm001,kellj001,zavas001,2,1,5,0,2,1,2,-1,1,1,0.8214,2,0.8214,0.16,1
suzus001,bumma001,zavas001,2,1,6,0,1,0,1,1,1,0,0.7917,1,0.8864,0.1538,1
suzus001,middk001,zavas001,2,1,8,1,1,0,1,3,0,0,0.8214,2,0.75,0.1481,0
naylb001,ceasd001,zavas001,2,1,6,0,1,3,2,1,1,1,0.75,0,0.675,0.1786,1
gimea001,bumma001,zavas001,2,1,7,1,0,0,2,1,1,1,0.7188,3,0.8958,0.1724,1
robel002,morge001,naylb001,2,1,7,1,2,0,0,5,0,0,0.8958,7,0.7188,0.2857,1
badeh001,toust001,grany001,2,1,2,0,2,0,1,0,1,0,0.7917,1,0.6786,0.18,1
bauej001,toust001,grany001,2,1,3,0,2,0,0,0,1,1,0.7917,1,0.7188,0.1765,0
volpa001,crond001,perec005,2,1,6,0,0,2,2,3,0,0,0.8438,3,0.75,0.3333,0
kinei001,clevm001,grany001,2,1,2,0,2,0,0,0,1,0,0.7917,1,0.8611,0.1923,0
robel002,sevel001,higak001,2,1,3,0,1,0,0,3,0,0,0.9038,8,0.8214,0.2308,1
robel002,sevel001,higak001,3,0,3,0,2,0,0,3,0,0,0.9107,9,0.8438,0.2143,1
thomt002,middk001,higak001,2,1,5,0,0,1,2,3,0,0,0.75,0,0.625,0.2,1
yelic001,kopem001,grany001,2,1,1,0,0,1,0,0,1,1,0.75,0,0.8056,0.2075,1
frels001,kopem001,grany001,2,1,3,0,2,0,1,0,1,1,0.75,0,0.8125,0.2037,1
yelic001,bumma001,perec005,2,1,8,1,0,0,0,2,0,1,0.7917,1,0.9038,0.4286,1
marlc001,toust001,grany001,2,1,1,0,2,0,1,3,0,1,0.625,1,0.6389,0.2,1
fordm002,lambj003,grany001,2,1,7,1,2,2,1,4,0,1,0.75,0,0.8214,0.1964,0
rodrj007,kopem001,perec005,2,1,1,0,1,0,1,0,1,0,0.7955,6,0.819,0.375,1
andre001,kirbg001,okeeb001,2,1,3,0,2,0,2,1,1,0,0.7045,6,0.6389,0.2,1
cabaj001,bumma001,perec005,2,1,7,1,0,1,1,-3,0,0,0.9038,8,0.9107,0.3333,1
cabaj001,bumma001,perec005,3,0,7,1,1,0,0,-3,0,0,0.9107,9,0.9167,0.3,1
rojaj001,bumma001,perec005,2,1,7,1,1,0,1,-2,0,1,0.8438,3,0.9219,0.2727,1
hernt002,santg001,perec005,2,1,8,1,2,1,2,-2,0,0,0.625,1,0.7344,0.25,1
andet001,topaj001,ralec001,3,0,10,1,0,1,1,0,1,0,0.7188,3,0.7917,0.2143,1
nodar001,lambj003,lee-k002,2,1,7,1,2,1,2,0,1,1,0.625,1,0.7188,0.1667,1
bridj001,navae002,lee-k002,2,1,9,1,0,0,0,3,0,0,0.75,0,0.75,0.1538,0
robel002,nealz001,langs001,2,1,1,0,2,0,0,0,1,0,0.9167,10,0.75,0.1176,0
langs001,bankt001,lee-k002,2,1,6,0,2,1,1,6,0,0,0.75,0,0.75,0.2143,1
ruize001,clevm001,grany001,2,1,6,0,0,0,0,-3,0,0,0.9038,8,0.775,0.2105,1
ruize001,clevm001,grany001,3,0,6,0,1,0,0,-3,0,0,0.9107,9,0.7955,0.2069,1
greer003,toust001,lee-k002,2,1,5,0,2,0,2,1,1,1,0.75,0,0.675,0.2,1
robel002,rodre004,rogej004,2,1,6,0,1,1,0,-2,0,0,0.8594,11,0.8214,0.1,0
mckiz001,ramsl001,lee-k002,2,1,7,1,0,2,1,2,0,1,0.75,0,0.75,0.1875,1
cabrm001,ramsl001,grany001,2,1,8,1,0,1,0,2,0,0,0.7917,1,0.7917,0.2034,1
badda001,clevm001,grany001,2,1,4,0,1,0,0,6,0,1,0.8214,2,0.8125,0.2,1
badda001,kopem001,lee-k002,2,1,1,0,0,1,0,0,1,1,0.8438,3,0.825,0.1765,1
mckiz001,kopem001,lee-k002,2,1,1,0,0,0,2,0,1,1,0.7917,1,0.8306,0.1667,0
carpk001,bankt001,lee-k002,2,1,3,0,1,2,1,0,1,1,0.75,0,0.7917,0.2105,1
nevit001,bankt001,lee-k002,2,1,4,0,2,1,2,0,1,0,0.75,0,0.8214,0.2,0
wittb002,ceasd001,lee-k002,2,1,1,0,2,0,1,0,1,0,0.6136,6,0.7045,0.2381,1
andre001,kowaj001,peres002,3,0,6,0,1,0,0,5,0,0,0.7292,7,0.75,0.1765,1
vauga001,kellb003,peres002,2,1,8,1,0,1,1,4,0,0,0.8438,3,0.75,0.1667,0
bland001,kopem001,perec005,2,1,9,1,1,1,0,1,1,0,0.75,0,0.8047,0.2308,1
bland001,kopem001,perec005,3,0,9,1,1,2,1,1,1,0,0.7917,1,0.8106,0.2143,1
garcm003,kopem001,perec005,2,1,9,1,2,0,0,2,0,0,0.6786,2,0.8162,0.2,1
wittb002,clevm001,grany001,2,1,1,0,1,0,0,0,1,0,0.6458,7,0.8269,0.1967,1
wittb002,clevm001,grany001,3,0,1,0,2,2,1,0,1,0,0.6731,8,0.8393,0.1935,1
wated001,bumma001,grany001,2,1,7,1,1,1,1,2,0,0,0.8214,2,0.9265,0.1905,1
lewir003,bankt001,lee-k002,2,1,6,0,2,0,2,4,0,0,0.75,0,0.7188,0.2273,1
benia002,grays001,jeffr002,2,1,1,0,1,3,2,0,1,1,0.8125,7,0.7917,0.1,0
steva001,patil001,lee-k002,2,1,9,1,1,1,0,4,0,1,0.75,0,0.75,0.2174,0
petej002,ramiy002,lee-k002,2,1,5,0,2,1,2,5,0,1,0.7917,1,0.75,0.25,1
carrc005,toust001,lee-k002,2,1,1,0,0,1,1,0,1,1,0.925,25,0.7045,0.24,1
phamt001,toust001,lee-k002,2,1,1,0,2,2,2,0,1,0,0.8125,7,0.7292,0.2308,1
kim-h002,clevm001,grany001,3,0,1,0,1,1,1,0,1,0,0.75,0,0.85,0.1875,1
sotoj001,clevm001,grany001,2,1,1,0,1,1,1,0,1,1,0.7917,1,0.8594,0.1846,1
kim-h002,peras001,perec005,3,0,6,0,1,1,1,6,0,0,0.7917,1,0.75,0.1875,1
bogax001,urenj001,perec005,2,1,1,0,0,0,1,0,1,0,0.7917,1,0.75,0.1765,0
battm001,urenj001,perec005,2,1,6,0,2,1,0,0,1,0,0.75,0,0.625,0.2222,1
thomt002,barls001,sullb001,3,0,7,1,1,1,1,0,1,0,0.7917,1,0.7917,0.2,1
grist001,crond001,perec005,2,1,11,1,2,1,0,1,1,1,0.6786,2,0.625,0.2105,1
winkj002,assaj001,barnt001,2,1,8,1,0,0,0,0,1,1,0.75,0,0.625,0.1429,1
hoern001,lauee001,carav001,2,1,1,0,0,0,0,0,1,0,0.875,5,0.75,0.1667,1
swand001,lauee001,carav001,2,1,1,0,1,3,2,1,1,0,0.8214,2,0.7917,0.1429,0
swand001,eovan001,garvm001,2,1,4,0,1,3,2,0,1,0,0.7188,3,0.7188,0.2,1
bellc002,perem004,heimj001,2,1,2,0,2,0,0,1,1,1,0.75,0,0.75,0.3158,1
happi001,perem004,heimj001,H,0,3,0,2,0,1,1,1,0,0.6786,2,0.7917,0.3,0
hoern001,heart001,heimj001,2,1,7,1,2,0,0,3,0,0,0.8864,6,0.75,0.3333,1
jankt001,tailj001,barnt001,2,1,4,0,1,0,0,2,0,1,0.75,0,0.8214,0.125,1
happi001,castl003,murpt002,2,1,4,0,0,0,1,-1,1,0,0.5938,3,0.625,0.1111,1
hoern001,castl003,murpt002,2,1,5,0,1,0,0,1,1,0,0.8958,7,0.6786,0.1,1
wongk001,fulmm001,gomey001,2,1,9,1,2,0,1,0,1,1,0.75,0,0.75,0.2857,0
gomey001,brasm001,ralec001,3,0,10,1,0,0,2,0,1,0,0.75,0,0.7917,0.2,1
hoern001,gottt001,ralec001,2,1,3,0,1,1,1,1,1,0,0.9038,8,0.8214,0.1875,1
madrn001,rodrj006,ralec001,2,1,6,0,2,1,0,6,0,0,0.75,0,0.75,0.1765,0
rodrj007,fulmm001,barnt001,2,1,9,1,2,1,0,4,0,0,0.8125,7,0.625,0.1111,0
willl001,assaj001,barnt001,2,1,2,0,2,0,0,1,1,0,0.75,0,0.6786,0.2,1
freef001,boxbb001,barnt001,2,1,8,1,2,2,1,0,1,1,0.7917,1,0.7917,0.1818,1
muncm001,boxbb001,barnt001,2,1,8,1,2,0,2,0,1,1,0.625,1,0.8214,0.1667,1
hoern001,reedj005,wynna001,2,1,4,0,2,0,1,5,0,0,0.9107,9,0.75,0.125,0
bettm001,hughb002,barnt001,2,1,5,0,2,0,2,1,1,0,0.75,0,0.75,0.1538,1
happi001,vesia001,barna001,3,0,6,0,1,2,0,-2,0,0,0.6389,4,0.7917,0.0833,1
bellc002,vesia001,barna001,2,1,6,0,1,2,0,-2,0,1,0.7917,1,0.8214,0.0769,1
taylc001,alzoa001,torrl001,2,1,8,1,1,1,1,2,0,0,0.625,1,0.75,0.2,1
tatif002,steej002,gomey001,2,1,1,0,0,3,2,0,1,0,0.8214,2,0.75,0.3333,0
azocj001,smyld001,gomey001,2,1,3,0,2,1,2,0,1,0,0.7917,1,0.8438,0.375,1
kim-h002,smyld001,gomey001,2,1,4,0,2,0,1,2,0,0,0.8214,2,0.8611,0.3529,1
hoern001,wachm001,nolaa002,2,1,5,0,2,0,0,1,1,0,0.85,10,0.75,0.0909,1
kim-h002,merrj001,gomey001,2,1,9,1,1,1,1,1,1,0,0.8438,3,0.5938,0.3333,1
kim-h002,wesnh001,barnt001,2,1,3,0,1,1,1,-2,0,0,0.8611,4,0.75,0.1429,1
suzus001,garcl005,sullb001,3,0,8,1,1,0,0,3,0,0,0.7188,3,0.75,0.1667,0
bertj001,ruckm001,barnt001,2,1,5,0,0,3,2,1,1,0,0.625,1,0.75,0.1333,0
bellc002,puk-a001,fortn001,2,1,8,1,0,0,2,-1,1,1,0.8214,2,0.75,0.1333,1
hoern001,gonzc002,fortn001,2,1,8,1,2,2,0,2,0,0,0.8594,11,0.75,0.125,1
bellc002,alcas001,stalj001,2,1,4,0,1,1,2,0,1,1,0.8438,3,0.675,0.2353,1
bertj001,boxbb001,amaym001,2,1,8,1,1,0,0,1,1,0,0.5357,2,0.8438,0.1111,1
hosme001,puk-a001,stalj001,2,1,9,1,1,1,2,0,1,1,0.75,0,0.7917,0.2222,1
bellc002,okers001,fortn001,2,1,13,1,2,2,1,0,1,1,0.8611,4,0.8214,0.1176,1
nootl001,strom001,barnt001,2,1,6,0,2,2,2,0,1,1,0.8214,2,0.8214,0.1875,1
bellc002,flahj002,kniza001,2,1,3,0,1,3,2,-1,1,1,0.875,5,0.8214,0.1111,0
morec001,strac001,kniza001,2,1,8,1,1,3,2,0,1,0,0.8214,2,0.75,0.2,1
marts002,strom001,barnt001,2,1,8,1,0,1,1,-2,0,0,0.8214,2,0.8438,0.1765,1
marts002,hendk001,gomey001,2,1,3,0,2,0,0,3,0,0,0.8438,3,0.7917,0.3158,1
mcnej002,hughb002,gomey001,3,0,5,0,1,2,0,3,0,1,0.8214,2,0.7917,0.3,1
alonp001,hughb002,gomey001,2,1,5,0,1,2,0,3,0,0,0.75,0,0.8214,0.2857,1
friet001,tailj001,gomey001,2,1,5,0,2,0,0,-2,0,1,0.8438,3,0.8438,0.2727,1
fralj001,merrj001,gomey001,2,1,7,1,0,0,2,4,0,1,0.8214,2,0.6389,0.2609,1
fralj001,merrj001,gomey001,3,0,7,1,1,1,0,4,0,1,0.8438,3,0.675,0.25,0
fairs001,hughb002,gomey001,3,0,8,1,2,0,0,3,0,0,0.75,0,0.8438,0.28,1
fairs001,smyld001,gomey001,3,0,2,0,1,1,1,0,1,0,0.7917,1,0.875,0.2692,1
mclam001,smyld001,gomey001,2,1,5,0,1,0,0,0,1,0,0.8438,3,0.8864,0.2593,1
franw002,strom001,barnt001,2,1,7,1,0,0,0,-1,1,0,0.7955,6,0.8611,0.1667,1
mastm001,lasoj001,bethc001,2,1,8,1,2,0,0,1,1,1,0.8438,3,0.7917,0.0833,1
franw002,hendk001,gomey001,2,1,1,0,1,1,1,0,1,0,0.8125,7,0.8214,0.25,1
lowej002,hendk001,gomey001,2,1,3,0,0,0,0,-1,1,1,0.8611,4,0.8438,0.2414,1
hoern001,efliz001,bethc001,2,1,1,0,0,0,1,0,1,0,0.8676,12,0.7917,0.0769,1
happi001,efliz001,bethc001,2,1,1,0,1,0,2,1,1,0,0.675,5,0.8214,0.0714,1
taucm001,efliz001,bethc001,2,1,1,0,2,2,0,2,0,1,0.7188,3,0.8438,0.0667,0
wisdp001,efliz001,bethc001,2,1,2,0,1,0,0,2,0,0,0.75,0,0.75,0.125,0
wallt003,leitm002,barnt001,2,1,8,1,0,0,0,-1,1,0,0.8438,3,0.7917,0.1579,1
mastm001,adamj002,bethc001,2,1,8,1,0,2,2,-1,1,1,0.8611,4,0.7917,0.1765,1
hoern001,adamj002,bethc001,2,1,8,1,2,0,0,-1,1,0,0.875,13,0.8214,0.1667,1
margm001,merrj001,gomey001,2,1,9,1,0,3,2,1,1,0,0.8214,2,0.6136,0.2333,1
bae-j001,tailj001,barnt001,2,1,4,0,2,1,1,-1,1,1,0.5357,2,0.8611,0.15,0
hoern001,zastr001,hedga001,2,1,8,1,2,1,2,5,0,0,0.8816,14,0.75,0.2,1
joe-c001,smyld001,gomey001,3,0,5,0,1,1,0,4,0,0,0.75,0,0.8958,0.2258,0
hoern001,oviej001,delaj004,2,1,3,0,1,2,2,-2,0,0,0.8875,15,0.5357,0.125,1
madrn001,oviej001,delaj004,2,1,4,0,2,0,2,-1,1,0,0.625,1,0.5938,0.1111,1
barnt001,hernj005,delaj004,2,1,5,0,2,1,2,3,0,1,0.75,0,0.75,0.1,1
hicka001,tailj001,amaym001,2,1,2,0,1,2,2,-1,1,0,0.8438,3,0.775,0.1,1
taucm001,kremd001,rutsa001,2,1,5,0,2,2,1,1,1,1,0.6389,4,0.65,0.2545,1
amaym001,canoy001,rutsa001,3,0,7,1,2,0,2,-2,0,0,0.75,0,0.8438,0.25,1
madrn001,canoy001,rutsa001,2,1,7,1,2,0,2,-2,0,0,0.6786,2,0.8611,0.2456,1
madrn001,suarr001,stubg001,2,1,3,0,2,1,0,-2,0,0,0.7188,3,0.75,0.2,1
turnt001,hendk001,amaym001,3,0,1,0,0,0,0,1,1,0,0.8864,6,0.8611,0.0909,1
turnt001,hendk001,amaym001,2,1,3,0,2,0,0,0,1,0,0.8958,7,0.875,0.0833,1
hoern001,currx001,naylb001,2,1,4,0,1,1,1,5,0,0,0.8929,16,0.7917,0.25,1
gimea001,strom001,barnt001,2,1,4,0,2,1,2,2,0,1,0.75,4,0.875,0.1905,1
gimea001,tailj001,gomey001,2,1,1,0,1,0,0,0,1,1,0.775,5,0.7955,0.25,1
fry-d001,tailj001,gomey001,2,1,4,0,2,2,2,3,0,0,0.75,0,0.8125,0.2424,1
naylj001,alzoa001,gomey001,2,1,10,1,1,1,1,2,0,1,0.8611,4,0.7917,0.2353,0
verda001,hendk001,barnt001,2,1,3,0,2,1,1,4,0,1,0.6136,6,0.8864,0.1818,1
morec001,scott004,wongc001,2,1,9,1,1,1,0,-5,0,0,0.8438,3,0.75,0.2105,1
hoern001,paxtj001,wongc001,3,0,3,0,1,2,0,2,0,0,0.8977,17,0.7917,0.2069,1
suzus001,paxtj001,wongc001,2,1,3,0,1,2,0,2,0,0,0.6389,4,0.8214,0.2034,1
refsr001,steej002,gomey001,2,1,1,0,1,0,2,0,1,0,0.8438,3,0.625,0.2571,0
mastm001,crawk001,wongc001,2,1,3,0,0,3,0,-1,1,1,0.875,5,0.8125,0.2,1
abrac001,smyld001,gomey001,2,1,1,0,0,1,1,0,1,1,0.8864,6,0.8269,0.2778,1
ruizk001,smyld001,gomey001,2,1,5,0,2,2,1,3,0,0,0.75,0,0.8393,0.2703,0
calla002,smyld001,gomey001,2,1,6,0,2,0,1,4,0,0,0.7917,1,0.7833,0.2895,1
bellc002,finnk001,ruizk001,3,0,8,1,2,1,2,-2,0,1,0.7955,6,0.75,0.1818,1
gomey001,finnk001,ruizk001,2,1,8,1,2,1,2,-2,0,0,0.7917,1,0.7917,0.1739,1
happi001,corbp001,ruizk001,2,1,6,0,1,1,0,-1,1,0,0.7045,6,0.8214,0.1667,1
abrac001,hendk001,barnt001,2,1,3,0,1,0,2,0,1,1,0.8958,7,0.8958,0.1739,1
garcl006,merrj001,barnt001,2,1,8,1,2,1,1,0,1,1,0.625,1,0.6458,0.1667,1
nootl001,strom001,gomey001,2,1,4,0,1,0,0,3,0,1,0.8438,3,0.8864,0.2821,1
morec001,flahj002,kniza001,2,1,6,0,0,1,1,3,0,0,0.8611,4,0.7188,0.1818,1
oneit001,leitm002,amaym001,3,0,8,1,1,0,1,-1,1,0,0.7917,1,0.8214,0.0769,1
walkj003,leitm002,amaym001,2,1,8,1,1,0,1,-1,1,0,0.75,0,0.8438,0.0714,1
hoern001,mikom001,contw001,2,1,1,0,2,2,1,-1,1,0,0.9022,18,0.75,0.2,1
suzus001,hudsd002,herri001,2,1,8,1,0,3,2,2,0,0,0.675,5,0.75,0.1667,1
wisdp001,montj004,herri001,2,1,3,0,0,0,0,2,0,0,0.625,1,0.75,0.1429,1
fralj001,strom001,gomey001,2,1,3,0,1,1,1,3,0,1,0.75,4,0.8958,0.275,1
friet001,assaj001,gomey001,2,1,4,0,2,2,0,2,0,1,0.8611,4,0.7188,0.2683,1
madrn001,simsl001,maill001,2,1,7,1,0,2,1,-2,0,0,0.75,4,0.6786,0.2857,1
hoern001,liveb001,stept001,2,1,1,0,0,0,0,0,1,0,0.9062,19,0.75,0.2222,1
bellc002,liveb001,stept001,2,1,1,0,0,0,0,2,0,1,0.8125,7,0.7917,0.2,1
taucm001,liveb001,stept001,2,1,2,0,0,0,0,3,0,1,0.675,5,0.8214,0.1818,1
bellc002,youna002,stept001,2,1,6,0,2,0,0,5,0,1,0.8269,8,0.75,0.1667,1
fralj001,tailj001,gomey001,2,1,1,0,2,1,2,1,1,1,0.775,5,0.8269,0.2619,1
mclam001,tailj001,gomey001,2,1,3,0,1,2,2,0,1,0,0.8611,4,0.8393,0.2558,1
bellc002,weavl001,maill001,2,1,3,0,2,1,1,1,1,1,0.8393,9,0.75,0.2667,1
acunr001,assaj001,gomey001,2,1,1,0,0,3,0,0,1,0,0.8136,50,0.75,0.25,1
bellc002,eldeb001,murps001,2,1,1,0,1,1,2,2,0,1,0.85,10,0.7955,0.2069,1
albio001,fulmm001,gomey001,2,1,5,0,1,3,2,-4,0,0,0.775,5,0.5357,0.2444,1
candj002,mortc002,darnt001,2,1,2,0,2,0,2,0,1,0,0.75,0,0.8393,0.1622,1
acunr001,steej002,amaym001,2,1,3,0,0,2,2,0,1,0,0.817,51,0.5357,0.0667,1
taucm001,mortc002,darnt001,2,1,5,0,0,0,0,-1,1,1,0.7045,6,0.85,0.1579,1
bellc002,jimej003,darnt001,2,1,7,1,1,1,2,1,1,1,0.8594,11,0.7917,0.1538,1
amaym001,yatek001,darnt001,2,1,8,1,1,0,0,2,0,0,0.7917,1,0.8393,0.15,0
hoern001,yatek001,darnt001,2,1,8,1,2,0,0,2,0,0,0.91,20,0.7833,0.1707,1
remiz001,hendk001,gomey001,2,1,2,0,1,0,1,-1,1,0,0.7188,3,0.9038,0.2391,1
hoern001,bankt001,grany001,2,1,5,0,0,1,2,0,1,0,0.9135,21,0.75,0.1818,1
candj002,ramsl001,grany001,2,1,6,0,1,3,2,0,1,0,0.7917,1,0.8214,0.1791,1
hoern001,bumma001,grany001,2,1,7,1,1,0,0,-1,1,0,0.9167,22,0.9306,0.1765,0
andre001,alzoa001,gomey001,2,1,9,1,2,1,0,1,1,0,0.75,8,0.6786,0.234,1
melem001,tailj001,gomey001,3,0,2,0,1,2,2,0,1,1,0.75,0,0.85,0.2292,0
wated001,tailj001,gomey001,2,1,3,0,0,0,1,0,1,0,0.8438,3,0.7969,0.2449,1
morec001,ragac001,fermf002,H,0,4,0,2,0,0,1,1,0,0.875,5,0.7917,0.4444,0
hoern001,singb001,fermf002,2,1,1,0,1,0,0,0,1,0,0.8839,23,0.75,0.5,1
hoern001,singb001,fermf002,3,0,4,0,2,3,0,5,0,0,0.8879,24,0.7917,0.4545,1
happi001,singb001,fermf002,2,1,4,0,2,3,0,5,0,0,0.7292,7,0.8214,0.4167,1
wittb002,steej002,gomey001,2,1,6,0,0,0,0,-5,0,0,0.6964,9,0.5938,0.24,1
wittb002,merrj001,gomey001,2,1,7,1,2,0,0,-3,0,0,0.7167,10,0.6731,0.2353,1
wittb002,hendk001,amaym001,2,1,1,0,1,0,0,0,1,0,0.7344,11,0.9107,0.0625,1
massm001,hendk001,amaym001,2,1,1,0,2,0,0,1,1,1,0.7917,1,0.9167,0.0588,1
duffm002,hendk001,amaym001,2,1,2,0,1,1,1,-1,1,0,0.75,0,0.9219,0.0556,1
yelic001,merrj001,gomey001,2,1,8,1,1,0,0,-1,1,1,0.8214,2,0.6964,0.2308,0
contw002,hendk001,amaym001,2,1,5,0,2,0,1,-1,1,0,0.75,0,0.9265,0.0526,1
frels001,leitm002,amaym001,2,1,8,1,2,2,1,-1,1,1,0.7917,1,0.8611,0.05,1
estrt001,wickj001,amaym001,2,1,1,0,2,0,0,0,1,0,0.7188,3,0.75,0.0476,0
moreg001,assaj001,gomey001,2,1,2,0,1,0,2,1,1,0,0.7955,6,0.775,0.2453,1
thoma004,thomk002,gomey001,2,1,8,1,1,3,2,4,0,1,0.8214,2,0.75,0.2407,1
carrc005,wesnh001,gomey001,2,1,9,1,1,2,0,4,0,1,0.9274,26,0.7917,0.2364,1
carrc005,tailj001,amaym001,2,1,1,0,0,2,2,0,1,1,0.9297,27,0.8088,0.0909,1
suzus001,gallz001,moreg001,2,1,5,0,1,3,2,0,1,0,0.7045,6,0.5536,0.3333,0
carrc005,tailj001,amaym001,2,1,6,0,2,0,1,0,1,1,0.9318,28,0.8194,0.087,1
carrc005,leitm002,amaym001,2,1,8,1,2,0,0,1,1,1,0.9338,29,0.875,0.0833,1
candj002,gallz001,moreg001,2,1,8,1,2,0,1,-1,1,0,0.8214,2,0.5167,0.35,0
thoma004,alzoa001,gomey001,2,1,9,1,2,1,0,1,1,1,0.8438,3,0.7188,0.2321,1
lawlj001,steej002,gomey001,2,1,1,0,2,0,0,0,1,0,0.75,0,0.6389,0.2281,1
suzus001,kellm002,moreg001,2,1,2,0,1,2,2,0,1,0,0.6458,7,0.75,0.3659,1
bellc002,kellm002,moreg001,2,1,3,0,2,2,1,1,1,1,0.8676,12,0.7679,0.3571,1
carrc005,steej002,gomey001,2,1,5,0,0,0,0,-1,1,1,0.9357,30,0.675,0.2241,1
carrc005,alzoa001,gomey001,2,1,9,1,2,0,0,0,1,1,0.9375,31,0.75,0.2203,1
phamt001,paled001,gomey001,3,0,10,1,2,3,1,2,0,0,0.8269,8,0.7917,0.2167,0
hoern001,mantj002,zavas001,2,1,1,0,1,1,0,0,1,0,0.8917,25,0.75,0.1667,1
madrn001,pfaab001,zavas001,2,1,4,0,2,1,2,4,0,0,0.775,5,0.8125,0.1613,1
hoern001,pfaab001,zavas001,2,1,5,0,2,0,0,3,0,0,0.8952,26,0.8269,0.1562,1
phamt001,hendk001,gomey001,3,0,6,0,2,3,2,-3,0,0,0.7679,9,0.9306,0.2295,1
perdg001,leitm002,gomey001,2,1,7,1,1,0,0,-3,0,0,0.8088,12,0.8864,0.2258,0
suwij001,hendk001,gomey001,3,0,5,0,1,3,2,3,0,1,0.8214,2,0.9342,0.2381,1
andum001,hendk001,gomey001,2,1,5,0,1,3,2,3,0,0,0.75,0,0.9375,0.2344,1
hoern001,davin001,diaze005,2,1,3,0,2,1,0,1,1,0,0.8984,27,0.75,0.0556,1
mastm001,davin001,diaze005,2,1,4,0,2,0,1,3,0,1,0.8864,6,0.7917,0.0526,1
taucm001,suteb001,diaze005,2,1,7,1,1,0,0,5,0,1,0.7292,7,0.7917,0.05,1
doylb001,assaj001,gomey001,2,1,4,0,2,0,1,2,0,0,0.75,4,0.7955,0.2308,1
mastm001,kochm001,diaze005,2,1,8,1,2,1,1,2,0,1,0.8958,7,0.75,0.0476,1
doylb001,cuasj001,gomey001,2,1,8,1,1,1,0,-1,1,0,0.775,5,0.75,0.2273,0
bae-j001,greeh001,stept001,3,0,4,0,1,0,0,0,1,1,0.4688,3,0.8438,0.1538,1
bae-j001,farmb001,stept001,2,1,8,1,0,0,0,0,1,1,0.5278,4,0.75,0.1429,1
stees001,holdc001,hedga001,2,1,8,1,1,2,2,-1,1,0,0.7917,1,0.7917,0.1875,0
indij001,hillr001,hedga001,2,1,5,0,2,2,2,1,1,0,0.7917,1,0.8438,0.2353,1
joe-c001,ashcg001,stept001,2,1,3,0,1,1,0,-1,1,0,0.625,1,0.75,0.1333,1
fralj001,wesnh001,gomey001,2,1,1,0,1,1,1,0,1,1,0.7955,6,0.8214,0.2388,0
mastm001,kuhnj001,stept001,2,1,7,1,2,2,1,5,0,1,0.9038,8,0.75,0.125,1
hoern001,cruzf002,stept001,2,1,9,1,1,0,1,6,0,0,0.9015,28,0.75,0.1176,1
indij001,faltb001,realj001,3,0,1,0,0,2,0,-1,1,0,0.8214,2,0.625,0.2667,1
fairs001,faltb001,realj001,2,1,1,0,2,1,1,0,1,0,0.8214,2,0.6786,0.25,0
bohma001,overc001,stept001,2,1,2,0,0,0,2,1,1,0,0.7917,1,0.75,0.1111,0
myerw001,walkt004,realj001,2,1,2,0,1,0,2,-2,0,0,0.75,0,0.5357,0.2941,1
stees001,domis001,realj001,2,1,7,1,0,1,1,-4,0,0,0.6786,2,0.75,0.2778,1
senzn001,stram001,stubg001,2,1,2,0,1,1,0,1,1,0,0.75,0,0.75,0.1818,1
garcj007,bella001,stubg001,2,1,4,0,1,1,0,4,0,0,0.75,0,0.75,0.1667,1
franw002,lodon001,casac001,2,1,4,0,0,0,0,7,0,0,0.8269,8,0.75,0.3333,0
arozr001,stoul001,maill001,2,1,2,0,1,0,1,6,0,0,0.5938,3,0.75,0.25,1
lowej002,stoul001,maill001,2,1,3,0,0,0,0,6,0,1,0.875,5,0.7917,0.2353,1
thomb003,lodon001,stept001,2,1,4,0,0,0,0,1,1,0,0.75,0,0.625,0.1579,1
durae002,farmb001,stept001,2,1,5,0,2,1,2,2,0,0,0.7917,1,0.7917,0.15,1
friet001,eovan001,leons001,2,1,5,0,1,0,1,-2,0,1,0.875,5,0.75,0.2,1
durae002,weavl001,maill001,2,1,4,0,2,0,2,2,0,0,0.8214,2,0.7917,0.2222,1
jankt001,diaza004,stept001,2,1,9,1,2,1,2,-1,1,1,0.7917,1,0.5938,0.1429,1
newmk001,grayj003,heimj001,2,1,2,0,1,1,1,2,0,0,0.75,0,0.675,0.3182,0
senzn001,grayj003,heimj001,3,0,5,0,1,0,0,0,1,0,0.7917,1,0.6136,0.3478,1
durae002,gibai001,casac001,2,1,8,1,2,0,0,-1,1,0,0.8438,3,0.7188,0.4286,0
stept001,sborj002,heimj001,2,1,8,1,1,3,2,1,1,0,0.75,0,0.75,0.3333,1
andre001,greeh001,maill001,2,1,3,0,1,1,2,0,1,0,0.7679,9,0.8611,0.2105,1
